id,sample,entity,qid
19880527016939A,ENGINE QUIT ON INITIAL CLIMBOUT. CRASH LANDED AVOIDING TREES. FOUND SELECTED FUEL TANK EMPTY. TRIP WAS TO GET FUEL.,"['SELECTED FUEL TANK', 'FUEL TANK', 'TANK']","[None, 'Q1411232', 'Q1047832']"
19880527016939A,ENGINE QUIT ON INITIAL CLIMBOUT. CRASH LANDED AVOIDING TREES. FOUND SELECTED FUEL TANK EMPTY. TRIP WAS TO GET FUEL.,"['FUEL', None, None]","['Q5361665', None, None]"
19880527016939A,ENGINE QUIT ON INITIAL CLIMBOUT. CRASH LANDED AVOIDING TREES. FOUND SELECTED FUEL TANK EMPTY. TRIP WAS TO GET FUEL.,"['TRIP', None, None]","['Q778483', None, None]"
19880527016939A,ENGINE QUIT ON INITIAL CLIMBOUT. CRASH LANDED AVOIDING TREES. FOUND SELECTED FUEL TANK EMPTY. TRIP WAS TO GET FUEL.,"['FUEL', None, None]","['Q5361665', None, None]"
19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,"['WITNESSES', None, None]","['Q196939', None, None]"
19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,"['DEPARTURE FROM A GRASS RUNWAY', 'DEPARTURE', None]","[None, 'Q21171241', None]"
19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,"['GRASS RUNWAY', 'RUNWAY', None]","[None, 'Q184590', None]"
19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,"['AIRPLANE', None, None]","['Q197', None, None]"
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,"['LOUD POP ON TAKEOFF ROLL', None, None]","[None, None, None]"
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,"['TAKEOFF ROLL', 'TAKEOFF', None]","['Q21026829', 'Q854248', None]"
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,"['RUDDER CONTROL', 'CONTROL', None]","[None, 'Q29017603', None]"
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,"['RUDDER', None, None]","['Q209760', None, None]"
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,"['RWY', None, None]","['Q184590', None, None]"
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,"['CORNFIELD', None, None]","['Q1735182', None, None]"
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,"['TAILWHEEL', None, None]","['Q126122596', None, None]"
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.","['CANOPY', None, None]","['Q2736751', None, None]"
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.","['CLIMBOUT', None, None]","['Q1499786', None, None]"
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.","['UNCONTROLLED GROUND COLLISION', 'GROUND COLLISION', 'COLLISION']","[None, 'Q116673853', 'Q238053']"
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.","['GROUND', None, None]","['Q1349417', None, None]"
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.","['NO DEFECTS', 'DEFECTS', None]","[None, 'Q1138598', None]"
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.","['PILOT ERROR', 'ERROR', None]","['Q3057459', 'Q29485', None]"
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.","['PILOT', None, None]","['Q2095549', None, None]"
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE,"['PILOT', None, None]","['Q2095549', None, None]"
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE,"['OIL FILLER CAP', 'CAP', None]","[None, 'Q2488579', None]"
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE,"['OIL', None, None]","['Q42962', None, None]"
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE,"['OIL', None, None]","['Q42962', None, None]"
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE,"['ENGINE', None, None]","['Q743004', None, None]"
