c5_id,doc_idx,sent_idx,c119_input,sentence,entities,labels
19790107000829I,169,1,"ENGINE FLAMED OUT DURING TAXI, APPROXIMATELY 6 QTS. OF WATER DRAINED FROM LEFT NACELLE AND BOOST PUMP.             ",of water drained from left nacelle and boost pump .,nacelle,VEH
19790113001939I,171,1,ENGINE STOPPED DUE TO WATER IN ALL OF THE FUEL SYSTEM. LANDED ON THE AIRPORT.                                      ,landed on the airport .,airport,FAC
19790116002119I,172,0,EMERGENCY LIFT-OFF AND GO AROUND DUE TO MAINTENANCE EQUIPMENT ON THE RUNWAY                                        ,emergency lift-off and go around due to maintenance equipment on the runway,runway,FAC
19790123003659I,173,0,PILOT DISCOVERED HE HAD NO LEFT BRAKE DURING TAXI.                                                                 ,pilot discovered he had no left brake during taxi .,pilot,PER
19790123003659I,173,0,PILOT DISCOVERED HE HAD NO LEFT BRAKE DURING TAXI.                                                                 ,pilot discovered he had no left brake during taxi .,he,PER
19781110039789A,175,0,WITNESS STATED 1/4IN ICE ON AIRCRAFT.                                                                              ,witness stated 1/4in ice on aircraft .,witness,PER
19781110039789A,175,0,WITNESS STATED 1/4IN ICE ON AIRCRAFT.                                                                              ,witness stated 1/4in ice on aircraft .,aircraft,VEH
19781104034149A,176,0,R SKID HUNG UP ON R TIE DOWN STRAPS OF TRAILER.                                                                    ,r skid hung up on r tie down straps of trailer .,trailer,VEH
19781205041369A,177,1,PLT SEL CERTIFICATED.ELEVATOR GUST LOCK FOUND IN EARLY PART OF CRPATH BFR BREAK UP.                                ,elevator gust lock found in early part of crpath bfr break up .,elevator,FAC
19781205041369A,177,1,PLT SEL CERTIFICATED.ELEVATOR GUST LOCK FOUND IN EARLY PART OF CRPATH BFR BREAK UP.                                ,elevator gust lock found in early part of crpath bfr break up .,crpath,FAC
19781113027039I,178,0,PILOT TAXIED INTO UNMARKED DITCH AT END OF TAXIWAY.                                                                ,pilot taxied into unmarked ditch at end of taxiway .,pilot,PER
19781119026389I,179,0,"AS PILOT ATTEMPTED TURN ON TAXIWAY, WHEEL WENT INTO DITCH. NO BRAKES DUE TO INSUFFICIENT FLUID.                    ","as pilot attempted turn on taxiway , wheel went into ditch .",pilot,PER
19790102000919I,181,0,LOST DIRECTIONAL CONTROL ON ICY RUNWAY. RIGHT BRAKE MASTER CYLINDER WAS EMPTY. NOT SERVICED FOR 5 MONTHS.          ,lost directional control on icy runway .,runway,FAC
19790127003859I,182,0,ENGINE QUIT DUE TO WATER IN THE FUEL. SOURCE OF CONTAMINATION WAS LOCAL STORAGE TANK.                              ,engine quit due to water in the fuel .,engine,VEH
19781207022839I,184,0,"PILOT TOOK OFF WITH SNOW BLOWN IN THE ENGINE COMPARTMENT. SNOW MELTED, THEN FROZE UP THE THROTTLE LINKAGE.         ",pilot took off with snow blown in the engine compartment .,pilot,PER
19781207022839I,184,0,"PILOT TOOK OFF WITH SNOW BLOWN IN THE ENGINE COMPARTMENT. SNOW MELTED, THEN FROZE UP THE THROTTLE LINKAGE.         ",pilot took off with snow blown in the engine compartment .,compartment,VEH
19781102039739A,185,1,"GUST LOCK FOUND ATTACHED TO R WING. SUB DMG TO CESSNA 172,N8107T.                                                  ","sub dmg to cessna 172 , n8107t .",cessna 172,VEH
19781117041969A,187,0,FROST ON AIRCRAFT.TURBOCHARGERS NOT USED ON TKOF.                                                                  ,frost on aircraft .,aircraft,VEH
19781117041969A,187,1,FROST ON AIRCRAFT.TURBOCHARGERS NOT USED ON TKOF.                                                                  ,turbochargers not used on tkof .,tkof,VEH
19781223039539A,189,1,BOTH GENERATOR CIRCUIT BREAKERS OUT.PILOT DID NOT RESET BREAKERS TTEMPT MANUAL GEAR EXTENSION.                     ,pilot did not reset breakers ttempt manual gear extension .,pilot,PER
19790203005099I,191,0,PILOT LOST DIRECTIONAL CONTROL AFTER LOSING RIGHT BRAKE ON LANDING. VEERED OFF RUNWAY. BRAKE WORN OUT.             ,pilot lost directional control after losing right brake on landing .,pilot,PER
19790203005099I,191,1,PILOT LOST DIRECTIONAL CONTROL AFTER LOSING RIGHT BRAKE ON LANDING. VEERED OFF RUNWAY. BRAKE WORN OUT.             ,veered off runway .,runway,FAC
19790223006939I,195,0,WHILE DEPARTING GATE JET BLAST CAUSED A BAGGAGE CART TO ROLL INTO B99 WHICH WAS FOLLOWING CLOSE BEHIND.            ,while departing gate jet blast caused a baggage cart to roll into b99 which was following close behind .,cart,VEH
19790223006939I,195,0,WHILE DEPARTING GATE JET BLAST CAUSED A BAGGAGE CART TO ROLL INTO B99 WHICH WAS FOLLOWING CLOSE BEHIND.            ,while departing gate jet blast caused a baggage cart to roll into b99 which was following close behind .,b99,VEH
19790223006939I,195,0,WHILE DEPARTING GATE JET BLAST CAUSED A BAGGAGE CART TO ROLL INTO B99 WHICH WAS FOLLOWING CLOSE BEHIND.            ,while departing gate jet blast caused a baggage cart to roll into b99 which was following close behind .,which,VEH
19790313008789I,197,0,PILOT TAXIED OFF RAMP AT NIGHT. LANDING LIGHT WAS BURNED OUT                                                       ,pilot taxied off ramp at night .,pilot,PER
19790207002469A,202,0,ARMED FLARE GUN DISCHARGED IN CABIN AFTER FALLING FROM GLOVE BOX.PILOT MADE EMERGENCY LANDING.                     ,armed flare gun discharged in cabin after falling from glove box .,gun,WEA
19790207002469A,202,0,ARMED FLARE GUN DISCHARGED IN CABIN AFTER FALLING FROM GLOVE BOX.PILOT MADE EMERGENCY LANDING.                     ,armed flare gun discharged in cabin after falling from glove box .,cabin,VEH
19790207002469A,202,1,ARMED FLARE GUN DISCHARGED IN CABIN AFTER FALLING FROM GLOVE BOX.PILOT MADE EMERGENCY LANDING.                     ,pilot made emergency landing .,pilot,PER
19790316004819A,203,0,"PILOT UNABLE TO CONTROL AIRCRAFT DURING TAKEOFF, DUE TO RESTRICTED STEERING AND FROST.                             ","pilot unable to control aircraft during takeoff , due to restricted steering and frost .",pilot,PER
19790316004819A,203,0,"PILOT UNABLE TO CONTROL AIRCRAFT DURING TAKEOFF, DUE TO RESTRICTED STEERING AND FROST.                             ","pilot unable to control aircraft during takeoff , due to restricted steering and frost .",aircraft,VEH
19790224005689A,204,0,WITNESSES SAID THE PILOT DID NOT REMOVE SNOW FROM THE WINGS PRIOR TO TAKEOFF. AIRCRAFT FOUND 4 DAYS LATER.         ,witnesses said the pilot did not remove snow from the wings prior to takeoff .,witnesses,PER
19790224005689A,204,0,WITNESSES SAID THE PILOT DID NOT REMOVE SNOW FROM THE WINGS PRIOR TO TAKEOFF. AIRCRAFT FOUND 4 DAYS LATER.         ,witnesses said the pilot did not remove snow from the wings prior to takeoff .,pilot,PER
19790224005689A,204,0,WITNESSES SAID THE PILOT DID NOT REMOVE SNOW FROM THE WINGS PRIOR TO TAKEOFF. AIRCRAFT FOUND 4 DAYS LATER.         ,witnesses said the pilot did not remove snow from the wings prior to takeoff .,wings,VEH
19790224005689A,204,1,WITNESSES SAID THE PILOT DID NOT REMOVE SNOW FROM THE WINGS PRIOR TO TAKEOFF. AIRCRAFT FOUND 4 DAYS LATER.         ,aircraft found 4 days later .,aircraft,VEH
19790214002969A,205,2,"FAILED TO ASSURE SEAT WAS LOCKED.STARTED ENGINE,SEAT SLID BACK.PILOT WAS UNABLE REACH CONTROLS.HIT PARKED ACFT.    ",pilot was unable reach controls .,pilot,PER
19790410008789A,209,0,FORCED LANDING DUE TO ENGINE FAILURE. THE PILOT SAID WATER FOUND IN FUEL AND IN COMPANY OWNED FUEL TANKER.         ,forced landing due to engine failure .,engine,VEH
19790410008789A,209,1,FORCED LANDING DUE TO ENGINE FAILURE. THE PILOT SAID WATER FOUND IN FUEL AND IN COMPANY OWNED FUEL TANKER.         ,the pilot said water found in fuel and in company owned fuel tanker .,pilot,PER
19790410008789A,209,1,FORCED LANDING DUE TO ENGINE FAILURE. THE PILOT SAID WATER FOUND IN FUEL AND IN COMPANY OWNED FUEL TANKER.         ,the pilot said water found in fuel and in company owned fuel tanker .,company,ORG
19790410008789A,209,1,FORCED LANDING DUE TO ENGINE FAILURE. THE PILOT SAID WATER FOUND IN FUEL AND IN COMPANY OWNED FUEL TANKER.         ,the pilot said water found in fuel and in company owned fuel tanker .,tanker,VEH
19790407008559A,210,0,PILOT SAID THE ELEVATOR CONTROL JAMMED.A PARACHUTE WAS FOUND BETWEEN THE REAR SEAT AND CONTROL STICK.              ,pilot said the elevator control jammed .,pilot,PER
19790407008559A,210,0,PILOT SAID THE ELEVATOR CONTROL JAMMED.A PARACHUTE WAS FOUND BETWEEN THE REAR SEAT AND CONTROL STICK.              ,pilot said the elevator control jammed .,elevator,VEH
19790321010439A,211,0,INSTRUCTOR CHECKING OUT PILOT IN MULTIENGINE AIRPLANE. STUDENT FEATHERED WRONG ENGINE. EMERGENCY LANDING.          ,instructor checking out pilot in multiengine airplane .,instructor,PER
19790321010439A,211,0,INSTRUCTOR CHECKING OUT PILOT IN MULTIENGINE AIRPLANE. STUDENT FEATHERED WRONG ENGINE. EMERGENCY LANDING.          ,instructor checking out pilot in multiengine airplane .,pilot,PER
19790321010439A,211,0,INSTRUCTOR CHECKING OUT PILOT IN MULTIENGINE AIRPLANE. STUDENT FEATHERED WRONG ENGINE. EMERGENCY LANDING.          ,instructor checking out pilot in multiengine airplane .,airplane,VEH
19790321010439A,211,1,INSTRUCTOR CHECKING OUT PILOT IN MULTIENGINE AIRPLANE. STUDENT FEATHERED WRONG ENGINE. EMERGENCY LANDING.          ,student feathered wrong engine .,student,PER
19790222003429A,213,1,ATTEMPTED TAKEOFF AT 6700 FT ALTITUDE WITH FROST ON WINGS.ACFT SETTLED ONTO ICE AND SNOW COVERED LAKE.             ,acft settled onto ice and snow covered lake .,lake,LOC
19790222003439A,215,0,ACRFT WAS SERVICED 65 DAYS PRIOR TO ACCIDENT. HAD NOT BEEN FLOWN PRIOR TO DATE OF ACCIDENT. WATER FOUND IN FUEL.   ,acrft was serviced 65 days prior to accident .,acrft,VEH
19790204002289A,216,0,AFTER A FORCED LANDING ICE WAS FOUND IN GASCOLATOR AND IN FLEXIBLE HOSE BETWEEN AIR FILTER AND CARBURATOR.         ,after a forced landing ice was found in gascolator and in flexible hose between air filter and carburator .,gascolator,VEH
19790204002289A,216,0,AFTER A FORCED LANDING ICE WAS FOUND IN GASCOLATOR AND IN FLEXIBLE HOSE BETWEEN AIR FILTER AND CARBURATOR.         ,after a forced landing ice was found in gascolator and in flexible hose between air filter and carburator .,carburator,VEH
19790319004969A,217,1,ENGINE FAILURE ON TAKEOFF. CONTAMINATED FUEL FOUND IN AIRCRAFT.                                                    ,contaminated fuel found in aircraft .,aircraft,VEH
19790405013359I,218,0,PILOT ATTEMPTED TAKEOFF WITH OBSTRUCTION (MAGAZINE) BETWEEN RUDDER AND VERTICAL STABILIZER ZE.                     ,pilot attempted takeoff with obstruction ( magazine ) between rudder and vertical stabilizer ze .,pilot,PER
19790316004809A,219,1,ENGINE STOPPED ON FINAL APPROACH. AIRCRAFT STRUCK GROUND SHORT OF RUNWAY. WATER IN FUEL.                           ,aircraft struck ground short of runway .,aircraft,VEH
19790316004809A,219,1,ENGINE STOPPED ON FINAL APPROACH. AIRCRAFT STRUCK GROUND SHORT OF RUNWAY. WATER IN FUEL.                           ,aircraft struck ground short of runway .,runway,FAC
19790421024889I,220,0,PILOT TOOK OFF WITH THE ENGINE NOT OPERATING PROPERLY. MUSHED BACK TO THE GROUND BEYOND THE RUNWAY.                ,pilot took off with the engine not operating properly .,pilot,PER
19790421024889I,220,1,PILOT TOOK OFF WITH THE ENGINE NOT OPERATING PROPERLY. MUSHED BACK TO THE GROUND BEYOND THE RUNWAY.                ,mushed back to the ground beyond the runway .,runway,FAC
19790210002629A,221,2,FCD LDG AT NIGHT. HARD LDG ON APT. FUEL STAINS FOUND FROM WING DRAINS TO FUSELAGE. LESS THAN 2 GALS FUEL ONBOARD.  ,fuel stains found from wing drains to fuselage .,wing,VEH
19790210002629A,221,2,FCD LDG AT NIGHT. HARD LDG ON APT. FUEL STAINS FOUND FROM WING DRAINS TO FUSELAGE. LESS THAN 2 GALS FUEL ONBOARD.  ,fuel stains found from wing drains to fuselage .,fuselage,VEH
19790224007709I,225,1,WINDSHIELD FOGGED UP DUE TO INOP HEATER. LANDED LONG AFTER APPROACH AND RAN OFF DEPARTURE END OF RUNWAY.           ,landed long after approach and ran off departure end of runway .,runway,FAC
19790210002639A,226,0,AIRCRAFT CRASHED ON FIRST TEST FLIGHT AFTER REBUILDING. AILERON CONTROLS REVERSED.                                 ,aircraft crashed on first test flight after rebuilding .,aircraft,VEH
19790210002639A,226,1,AIRCRAFT CRASHED ON FIRST TEST FLIGHT AFTER REBUILDING. AILERON CONTROLS REVERSED.                                 ,aileron controls reversed .,aileron,VEH
19790224007469I,227,1,ENGINE QUIT LEVEL FLIGHT. LEFT TANK EMPTY AND ICE IN RIGHT TANK. GAS SEDIMENT BOWL WOULD NOT DRAIN.                ,left tank empty and ice in right tank .,tank,VEH
19790224007469I,227,1,ENGINE QUIT LEVEL FLIGHT. LEFT TANK EMPTY AND ICE IN RIGHT TANK. GAS SEDIMENT BOWL WOULD NOT DRAIN.                ,left tank empty and ice in right tank .,tank,VEH
19790216014249A,228,0,PILOT TOOK OFF WITH GUST LOCK IN PLACE.                                                                            ,pilot took off with gust lock in place .,pilot,PER
19790211002709A,229,0,AIRCRAFT FAILED TO LIFTOFF RUNWAY. RAN OFF END INTO SNOW BANK. FROST ON AIRFRAME.                                  ,aircraft failed to liftoff runway .,aircraft,VEH
19790209002599A,230,0,"WHILE TAXIING ON TAXIWAY, THE AIRCRAFT WAS STRUCK BY A TRUCK. NO FENCE IS INSTALLED TO KEEP VEHICLES OFF AIRPORT.  ","while taxiing on taxiway , the aircraft was struck by a truck .",aircraft,VEH
19790209002599A,230,0,"WHILE TAXIING ON TAXIWAY, THE AIRCRAFT WAS STRUCK BY A TRUCK. NO FENCE IS INSTALLED TO KEEP VEHICLES OFF AIRPORT.  ","while taxiing on taxiway , the aircraft was struck by a truck .",truck,VEH
19790209002599A,230,1,"WHILE TAXIING ON TAXIWAY, THE AIRCRAFT WAS STRUCK BY A TRUCK. NO FENCE IS INSTALLED TO KEEP VEHICLES OFF AIRPORT.  ",no fence is installed to keep vehicles off airport .,vehicles,VEH
19790209002599A,230,1,"WHILE TAXIING ON TAXIWAY, THE AIRCRAFT WAS STRUCK BY A TRUCK. NO FENCE IS INSTALLED TO KEEP VEHICLES OFF AIRPORT.  ",no fence is installed to keep vehicles off airport .,airport,FAC
19790605014519I,235,0,CAPTAIN OBSERVED FUEL SYPHONING AND LANDED. TANK CAP HAD BEEN INSTALLED IMPROPERLY.                                ,captain observed fuel syphoning and landed .,captain,PER
19790508100289I,237,0,PILOT FLEW AIRCRAFT NOT SIGNED OFF AFTER INSPECTION. LOST UPPER ENGINE COWLING IN FLIGHT. HAD NOT BEEN FASTENED.   ,pilot flew aircraft not signed off after inspection .,pilot,PER
19790508100289I,237,0,PILOT FLEW AIRCRAFT NOT SIGNED OFF AFTER INSPECTION. LOST UPPER ENGINE COWLING IN FLIGHT. HAD NOT BEEN FASTENED.   ,pilot flew aircraft not signed off after inspection .,aircraft,VEH
19790510009019A,238,0,AIRCRAFT TOOK OFF BUT WAS UNABLE TO MAINIAIN FLIGHT. WITNESSES SAID THERE WAS MODERATE FROST ON THE WINGS.         ,aircraft took off but was unable to mainiain flight .,aircraft,VEH
19790510009019A,238,1,AIRCRAFT TOOK OFF BUT WAS UNABLE TO MAINIAIN FLIGHT. WITNESSES SAID THERE WAS MODERATE FROST ON THE WINGS.         ,witnesses said there was moderate frost on the wings .,witnesses,PER
19790510009019A,238,1,AIRCRAFT TOOK OFF BUT WAS UNABLE TO MAINIAIN FLIGHT. WITNESSES SAID THERE WAS MODERATE FROST ON THE WINGS.         ,witnesses said there was moderate frost on the wings .,wings,VEH
19790529041069A,240,1,LEFT OFF ENGINE OIL FILLER CAP. ENGINE LOST POWER ON TAKEOFF. OIL BLOCKED AIR INTAKE. ALTERNATE AIR DEFECT.        ,engine lost power on takeoff .,engine,VEH
19790603012119A,242,1,"ENGINE STOPPED AFTER 25-FT AGL LIFTOFF. PLT TRIED TO BANK ACFT,STALLED, HIT GROUND. FAILED TO ASSURE FUEL VALVE ON.","plt tried to bank acft , stalled , hit ground .",plt,ORG
19790513010459A,244,0,PILOT LANDED ON WHAT HE THOUGHT TO BE ONE FOOT HIGH GRASS. IT TURNED OUT TO BE THREE FEET HIGH. ACFT NOSED OVER.   ,pilot landed on what he thought to be one foot high grass .,pilot,PER
19790513010459A,244,0,PILOT LANDED ON WHAT HE THOUGHT TO BE ONE FOOT HIGH GRASS. IT TURNED OUT TO BE THREE FEET HIGH. ACFT NOSED OVER.   ,pilot landed on what he thought to be one foot high grass .,he,PER
19790513010459A,244,2,PILOT LANDED ON WHAT HE THOUGHT TO BE ONE FOOT HIGH GRASS. IT TURNED OUT TO BE THREE FEET HIGH. ACFT NOSED OVER.   ,acft nosed over .,acft,PER
19790623022919A,245,1,ENGINE WAS SPUTTERING ON TAKEOFF. ACFT CRASHED & BURNED. FOUND SOME WATER IN FUEL LINES.                           ,acft crashed & burned .,acft,VEH
19790609016529A,246,0,ROPE BROKE DURING AERO TOW TAKE OFF WHEN GLIDER WAS 140 FEET ABOVE GROUND. CRASH OCCURRED DURING FORCED LANDING.   ,rope broke during aero tow take off when glider was 140 feet above ground .,glider,VEH
19790427100559I,248,0,ENGINE QUIT DUE TO FUEL CONTAMINATION. AIRCRAFT DAMAGED IN AUTOROTATION.                                           ,engine quit due to fuel contamination .,engine,VEH
19790427100559I,248,1,ENGINE QUIT DUE TO FUEL CONTAMINATION. AIRCRAFT DAMAGED IN AUTOROTATION.                                           ,aircraft damaged in autorotation .,aircraft,VEH
19790524200519I,249,0,FUMES NOTED IN PASSENGER CABIN. EMERGENCY LANDING MADE. AFT FUEL CAP DAMAGED BY IMPROPER INSTALLATION.             ,fumes noted in passenger cabin .,cabin,VEH
19790623014019A,250,1,RUDDER TRIM WAS SET FOR FULL NOSE LEFT TRIM. PILOT RAN OFF LEFT SIDE OF RUNWAY ON TAKEOFF.                         ,pilot ran off left side of runway on takeoff .,pilot,PER
19790623014019A,250,1,RUDDER TRIM WAS SET FOR FULL NOSE LEFT TRIM. PILOT RAN OFF LEFT SIDE OF RUNWAY ON TAKEOFF.                         ,pilot ran off left side of runway on takeoff .,runway,FAC
19790605014429I,251,0,"PILOT ATTEMPTED TAKEOFF WITH FAULTY ENGINE, LANDED IN STREET, DAMAGED SPEED LIMIT SIGN DURING TAXI BACK TO FIELD   ","pilot attempted takeoff with faulty engine , landed in street , damaged speed limit sign during taxi back to field",pilot,PER
19790605014429I,251,0,"PILOT ATTEMPTED TAKEOFF WITH FAULTY ENGINE, LANDED IN STREET, DAMAGED SPEED LIMIT SIGN DURING TAXI BACK TO FIELD   ","pilot attempted takeoff with faulty engine , landed in street , damaged speed limit sign during taxi back to field",street,FAC
