,c5_id,doc_idx,sent_idx,c119_input,sentence,entities
121,19781108022239I,160,0,BAGGAGE CART WAS BLOWN INTO PARKED AIRCRAFT BY JET BLAST. BRAKES WERE INOPERATIVE ON CART.                         ,baggage cart was blown into parked aircraft by jet blast .,"[8, 8, 'VEH']"
122,19781108022239I,160,1,BAGGAGE CART WAS BLOWN INTO PARKED AIRCRAFT BY JET BLAST. BRAKES WERE INOPERATIVE ON CART.                         ,brakes were inoperative on cart .,"[15, 15, 'VEH']"
123,19781108022269I,161,0,RAN OFF SIDE OF TAXIWAY AT NIGHT. LANDING LIGHT INOPERATIVE.                                                       ,ran off side of taxiway at night .,"[4, 4, 'VEH']"
124,19781114026859I,162,0,FORCED LANDING IN FIELD AFTER ENGINE QUIT. FOUND ICE IN FUEL LINES.                                                ,forced landing in field after engine quit .,"[3, 3, 'FAC']"
125,19781114026859I,162,1,FORCED LANDING IN FIELD AFTER ENGINE QUIT. FOUND ICE IN FUEL LINES.                                                ,found ice in fuel lines .,"[12, 12, 'FAC']"
126,19781120025989I,163,1,DIP STICK NOT PROPERLY SECURED. ENGINE SHUT DOWN DUE TO OIL LOSS. SINGLE GENERATOR FAILED DUE TO OVERLOAD.         ,engine shut down due to oil loss .,"[6, 6, 'VEH']"
127,19781128024449I,164,0,"LANDING IN FIELD DUE TO POWER LOSS, WATER IN FUEL SYSTEM. WATER CAME FROM A FUEL STORAGE TANK.                     ","landing in field due to power loss , water in fuel system .","[2, 2, 'LOC']"
128,19781230019999I,166,0,PILOT ASSUMED TANKS TO BE FULL. DID NOT CHECK. ONE ENGINE QUIT ON TAKEOFF DUE TO FUEL STARVATION.                  ,pilot assumed tanks to be full .,"[0, 0, 'PER']"
129,19790106001239I,168,0,"ICY RAMP AND RUNWAY, PILOT FAILED TO RELEASE BRAKES. TIRES BLOWN ON LANDING.                                       ","icy ramp and runway , pilot failed to release brakes .","[1, 1, 'FAC']"
130,19790106001239I,168,0,"ICY RAMP AND RUNWAY, PILOT FAILED TO RELEASE BRAKES. TIRES BLOWN ON LANDING.                                       ","icy ramp and runway , pilot failed to release brakes .","[3, 3, 'FAC']"
131,19790106001239I,168,0,"ICY RAMP AND RUNWAY, PILOT FAILED TO RELEASE BRAKES. TIRES BLOWN ON LANDING.                                       ","icy ramp and runway , pilot failed to release brakes .","[5, 5, 'PER']"
132,19790107000829I,169,1,"ENGINE FLAMED OUT DURING TAXI, APPROXIMATELY 6 QTS. OF WATER DRAINED FROM LEFT NACELLE AND BOOST PUMP.             ",of water drained from left nacelle and boost pump .,"[15, 15, 'VEH']"
133,19790113001939I,171,1,ENGINE STOPPED DUE TO WATER IN ALL OF THE FUEL SYSTEM. LANDED ON THE AIRPORT.                                      ,landed on the airport .,"[15, 15, 'FAC']"
134,19790116002119I,172,0,EMERGENCY LIFT-OFF AND GO AROUND DUE TO MAINTENANCE EQUIPMENT ON THE RUNWAY                                        ,emergency lift-off and go around due to maintenance equipment on the runway,"[11, 11, 'FAC']"
135,19790123003659I,173,0,PILOT DISCOVERED HE HAD NO LEFT BRAKE DURING TAXI.                                                                 ,pilot discovered he had no left brake during taxi .,"[0, 0, 'PER']"
136,19790123003659I,173,0,PILOT DISCOVERED HE HAD NO LEFT BRAKE DURING TAXI.                                                                 ,pilot discovered he had no left brake during taxi .,"[2, 2, 'PER']"
137,19781110039789A,175,0,WITNESS STATED 1/4IN ICE ON AIRCRAFT.                                                                              ,witness stated 1/4in ice on aircraft .,"[0, 0, 'PER']"
138,19781110039789A,175,0,WITNESS STATED 1/4IN ICE ON AIRCRAFT.                                                                              ,witness stated 1/4in ice on aircraft .,"[5, 5, 'VEH']"
139,19781104034149A,176,0,R SKID HUNG UP ON R TIE DOWN STRAPS OF TRAILER.                                                                    ,r skid hung up on r tie down straps of trailer .,"[10, 10, 'VEH']"
140,19781205041369A,177,1,PLT SEL CERTIFICATED.ELEVATOR GUST LOCK FOUND IN EARLY PART OF CRPATH BFR BREAK UP.                                ,elevator gust lock found in early part of crpath bfr break up .,"[4, 4, 'FAC']"
141,19781205041369A,177,1,PLT SEL CERTIFICATED.ELEVATOR GUST LOCK FOUND IN EARLY PART OF CRPATH BFR BREAK UP.                                ,elevator gust lock found in early part of crpath bfr break up .,"[12, 12, 'FAC']"
142,19781113027039I,178,0,PILOT TAXIED INTO UNMARKED DITCH AT END OF TAXIWAY.                                                                ,pilot taxied into unmarked ditch at end of taxiway .,"[0, 0, 'PER']"
143,19781119026389I,179,0,"AS PILOT ATTEMPTED TURN ON TAXIWAY, WHEEL WENT INTO DITCH. NO BRAKES DUE TO INSUFFICIENT FLUID.                    ","as pilot attempted turn on taxiway , wheel went into ditch .","[1, 1, 'PER']"
144,19790102000919I,181,0,LOST DIRECTIONAL CONTROL ON ICY RUNWAY. RIGHT BRAKE MASTER CYLINDER WAS EMPTY. NOT SERVICED FOR 5 MONTHS.          ,lost directional control on icy runway .,"[5, 5, 'FAC']"
145,19790127003859I,182,0,ENGINE QUIT DUE TO WATER IN THE FUEL. SOURCE OF CONTAMINATION WAS LOCAL STORAGE TANK.                              ,engine quit due to water in the fuel .,"[0, 0, 'VEH']"
146,19781207022839I,184,0,"PILOT TOOK OFF WITH SNOW BLOWN IN THE ENGINE COMPARTMENT. SNOW MELTED, THEN FROZE UP THE THROTTLE LINKAGE.         ",pilot took off with snow blown in the engine compartment .,"[0, 0, 'PER']"
147,19781207022839I,184,0,"PILOT TOOK OFF WITH SNOW BLOWN IN THE ENGINE COMPARTMENT. SNOW MELTED, THEN FROZE UP THE THROTTLE LINKAGE.         ",pilot took off with snow blown in the engine compartment .,"[9, 9, 'VEH']"
148,19781102039739A,185,1,"GUST LOCK FOUND ATTACHED TO R WING. SUB DMG TO CESSNA 172,N8107T.                                                  ","sub dmg to cessna 172 , n8107t .","[11, 12, 'VEH']"
149,19781117041969A,187,0,FROST ON AIRCRAFT.TURBOCHARGERS NOT USED ON TKOF.                                                                  ,frost on aircraft .,"[2, 2, 'VEH']"
150,19781117041969A,187,1,FROST ON AIRCRAFT.TURBOCHARGERS NOT USED ON TKOF.                                                                  ,turbochargers not used on tkof .,"[8, 8, 'VEH']"
151,19781223039539A,189,1,BOTH GENERATOR CIRCUIT BREAKERS OUT.PILOT DID NOT RESET BREAKERS TTEMPT MANUAL GEAR EXTENSION.                     ,pilot did not reset breakers ttempt manual gear extension .,"[6, 6, 'PER']"
152,19790203005099I,191,0,PILOT LOST DIRECTIONAL CONTROL AFTER LOSING RIGHT BRAKE ON LANDING. VEERED OFF RUNWAY. BRAKE WORN OUT.             ,pilot lost directional control after losing right brake on landing .,"[0, 0, 'PER']"
153,19790203005099I,191,1,PILOT LOST DIRECTIONAL CONTROL AFTER LOSING RIGHT BRAKE ON LANDING. VEERED OFF RUNWAY. BRAKE WORN OUT.             ,veered off runway .,"[13, 13, 'FAC']"
154,19790223006939I,195,0,WHILE DEPARTING GATE JET BLAST CAUSED A BAGGAGE CART TO ROLL INTO B99 WHICH WAS FOLLOWING CLOSE BEHIND.            ,while departing gate jet blast caused a baggage cart to roll into b99 which was following close behind .,"[8, 8, 'VEH']"
155,19790223006939I,195,0,WHILE DEPARTING GATE JET BLAST CAUSED A BAGGAGE CART TO ROLL INTO B99 WHICH WAS FOLLOWING CLOSE BEHIND.            ,while departing gate jet blast caused a baggage cart to roll into b99 which was following close behind .,"[12, 12, 'VEH']"
156,19790223006939I,195,0,WHILE DEPARTING GATE JET BLAST CAUSED A BAGGAGE CART TO ROLL INTO B99 WHICH WAS FOLLOWING CLOSE BEHIND.            ,while departing gate jet blast caused a baggage cart to roll into b99 which was following close behind .,"[13, 13, 'VEH']"
157,19790313008789I,197,0,PILOT TAXIED OFF RAMP AT NIGHT. LANDING LIGHT WAS BURNED OUT                                                       ,pilot taxied off ramp at night .,"[0, 0, 'PER']"
158,19790207002469A,202,0,ARMED FLARE GUN DISCHARGED IN CABIN AFTER FALLING FROM GLOVE BOX.PILOT MADE EMERGENCY LANDING.                     ,armed flare gun discharged in cabin after falling from glove box .,"[2, 2, 'WEA']"
159,19790207002469A,202,0,ARMED FLARE GUN DISCHARGED IN CABIN AFTER FALLING FROM GLOVE BOX.PILOT MADE EMERGENCY LANDING.                     ,armed flare gun discharged in cabin after falling from glove box .,"[5, 5, 'VEH']"
160,19790207002469A,202,1,ARMED FLARE GUN DISCHARGED IN CABIN AFTER FALLING FROM GLOVE BOX.PILOT MADE EMERGENCY LANDING.                     ,pilot made emergency landing .,"[12, 12, 'PER']"
161,19790316004819A,203,0,"PILOT UNABLE TO CONTROL AIRCRAFT DURING TAKEOFF, DUE TO RESTRICTED STEERING AND FROST.                             ","pilot unable to control aircraft during takeoff , due to restricted steering and frost .","[0, 0, 'PER']"
162,19790316004819A,203,0,"PILOT UNABLE TO CONTROL AIRCRAFT DURING TAKEOFF, DUE TO RESTRICTED STEERING AND FROST.                             ","pilot unable to control aircraft during takeoff , due to restricted steering and frost .","[4, 4, 'VEH']"
163,19790224005689A,204,0,WITNESSES SAID THE PILOT DID NOT REMOVE SNOW FROM THE WINGS PRIOR TO TAKEOFF. AIRCRAFT FOUND 4 DAYS LATER.         ,witnesses said the pilot did not remove snow from the wings prior to takeoff .,"[0, 0, 'PER']"
164,19790224005689A,204,0,WITNESSES SAID THE PILOT DID NOT REMOVE SNOW FROM THE WINGS PRIOR TO TAKEOFF. AIRCRAFT FOUND 4 DAYS LATER.         ,witnesses said the pilot did not remove snow from the wings prior to takeoff .,"[3, 3, 'PER']"
165,19790224005689A,204,0,WITNESSES SAID THE PILOT DID NOT REMOVE SNOW FROM THE WINGS PRIOR TO TAKEOFF. AIRCRAFT FOUND 4 DAYS LATER.         ,witnesses said the pilot did not remove snow from the wings prior to takeoff .,"[10, 10, 'VEH']"
166,19790224005689A,204,1,WITNESSES SAID THE PILOT DID NOT REMOVE SNOW FROM THE WINGS PRIOR TO TAKEOFF. AIRCRAFT FOUND 4 DAYS LATER.         ,aircraft found 4 days later .,"[15, 15, 'VEH']"
167,19790214002969A,205,2,"FAILED TO ASSURE SEAT WAS LOCKED.STARTED ENGINE,SEAT SLID BACK.PILOT WAS UNABLE REACH CONTROLS.HIT PARKED ACFT.    ",pilot was unable reach controls .,"[14, 14, 'PER']"
168,19790410008789A,209,0,FORCED LANDING DUE TO ENGINE FAILURE. THE PILOT SAID WATER FOUND IN FUEL AND IN COMPANY OWNED FUEL TANKER.         ,forced landing due to engine failure .,"[4, 4, 'VEH']"
169,19790410008789A,209,1,FORCED LANDING DUE TO ENGINE FAILURE. THE PILOT SAID WATER FOUND IN FUEL AND IN COMPANY OWNED FUEL TANKER.         ,the pilot said water found in fuel and in company owned fuel tanker .,"[8, 8, 'PER']"
170,19790410008789A,209,1,FORCED LANDING DUE TO ENGINE FAILURE. THE PILOT SAID WATER FOUND IN FUEL AND IN COMPANY OWNED FUEL TANKER.         ,the pilot said water found in fuel and in company owned fuel tanker .,"[16, 16, 'ORG']"
171,19790410008789A,209,1,FORCED LANDING DUE TO ENGINE FAILURE. THE PILOT SAID WATER FOUND IN FUEL AND IN COMPANY OWNED FUEL TANKER.         ,the pilot said water found in fuel and in company owned fuel tanker .,"[19, 19, 'VEH']"
172,19790407008559A,210,0,PILOT SAID THE ELEVATOR CONTROL JAMMED.A PARACHUTE WAS FOUND BETWEEN THE REAR SEAT AND CONTROL STICK.              ,pilot said the elevator control jammed .,"[0, 0, 'PER']"
173,19790407008559A,210,0,PILOT SAID THE ELEVATOR CONTROL JAMMED.A PARACHUTE WAS FOUND BETWEEN THE REAR SEAT AND CONTROL STICK.              ,pilot said the elevator control jammed .,"[3, 3, 'VEH']"
174,19790321010439A,211,0,INSTRUCTOR CHECKING OUT PILOT IN MULTIENGINE AIRPLANE. STUDENT FEATHERED WRONG ENGINE. EMERGENCY LANDING.          ,instructor checking out pilot in multiengine airplane .,"[0, 0, 'PER']"
175,19790321010439A,211,0,INSTRUCTOR CHECKING OUT PILOT IN MULTIENGINE AIRPLANE. STUDENT FEATHERED WRONG ENGINE. EMERGENCY LANDING.          ,instructor checking out pilot in multiengine airplane .,"[3, 3, 'PER']"
176,19790321010439A,211,0,INSTRUCTOR CHECKING OUT PILOT IN MULTIENGINE AIRPLANE. STUDENT FEATHERED WRONG ENGINE. EMERGENCY LANDING.          ,instructor checking out pilot in multiengine airplane .,"[6, 6, 'VEH']"
177,19790321010439A,211,1,INSTRUCTOR CHECKING OUT PILOT IN MULTIENGINE AIRPLANE. STUDENT FEATHERED WRONG ENGINE. EMERGENCY LANDING.          ,student feathered wrong engine .,"[8, 8, 'PER']"
178,19790222003429A,213,1,ATTEMPTED TAKEOFF AT 6700 FT ALTITUDE WITH FROST ON WINGS.ACFT SETTLED ONTO ICE AND SNOW COVERED LAKE.             ,acft settled onto ice and snow covered lake .,"[18, 18, 'LOC']"
179,19790222003439A,215,0,ACRFT WAS SERVICED 65 DAYS PRIOR TO ACCIDENT. HAD NOT BEEN FLOWN PRIOR TO DATE OF ACCIDENT. WATER FOUND IN FUEL.   ,acrft was serviced 65 days prior to accident .,"[0, 0, 'VEH']"
180,19790204002289A,216,0,AFTER A FORCED LANDING ICE WAS FOUND IN GASCOLATOR AND IN FLEXIBLE HOSE BETWEEN AIR FILTER AND CARBURATOR.         ,after a forced landing ice was found in gascolator and in flexible hose between air filter and carburator .,"[8, 8, 'VEH']"
181,19790204002289A,216,0,AFTER A FORCED LANDING ICE WAS FOUND IN GASCOLATOR AND IN FLEXIBLE HOSE BETWEEN AIR FILTER AND CARBURATOR.         ,after a forced landing ice was found in gascolator and in flexible hose between air filter and carburator .,"[17, 17, 'VEH']"
182,19790319004969A,217,1,ENGINE FAILURE ON TAKEOFF. CONTAMINATED FUEL FOUND IN AIRCRAFT.                                                    ,contaminated fuel found in aircraft .,"[9, 9, 'VEH']"
183,19790405013359I,218,0,PILOT ATTEMPTED TAKEOFF WITH OBSTRUCTION (MAGAZINE) BETWEEN RUDDER AND VERTICAL STABILIZER ZE.                     ,pilot attempted takeoff with obstruction ( magazine ) between rudder and vertical stabilizer ze .,"[0, 0, 'PER']"
184,19790316004809A,219,1,ENGINE STOPPED ON FINAL APPROACH. AIRCRAFT STRUCK GROUND SHORT OF RUNWAY. WATER IN FUEL.                           ,aircraft struck ground short of runway .,"[6, 6, 'VEH']"
185,19790316004809A,219,1,ENGINE STOPPED ON FINAL APPROACH. AIRCRAFT STRUCK GROUND SHORT OF RUNWAY. WATER IN FUEL.                           ,aircraft struck ground short of runway .,"[11, 11, 'FAC']"
186,19790421024889I,220,0,PILOT TOOK OFF WITH THE ENGINE NOT OPERATING PROPERLY. MUSHED BACK TO THE GROUND BEYOND THE RUNWAY.                ,pilot took off with the engine not operating properly .,"[0, 0, 'PER']"
187,19790421024889I,220,1,PILOT TOOK OFF WITH THE ENGINE NOT OPERATING PROPERLY. MUSHED BACK TO THE GROUND BEYOND THE RUNWAY.                ,mushed back to the ground beyond the runway .,"[17, 17, 'FAC']"
188,19790210002629A,221,2,FCD LDG AT NIGHT. HARD LDG ON APT. FUEL STAINS FOUND FROM WING DRAINS TO FUSELAGE. LESS THAN 2 GALS FUEL ONBOARD.  ,fuel stains found from wing drains to fuselage .,"[14, 14, 'VEH']"
189,19790210002629A,221,2,FCD LDG AT NIGHT. HARD LDG ON APT. FUEL STAINS FOUND FROM WING DRAINS TO FUSELAGE. LESS THAN 2 GALS FUEL ONBOARD.  ,fuel stains found from wing drains to fuselage .,"[17, 17, 'VEH']"
190,19790224007709I,225,1,WINDSHIELD FOGGED UP DUE TO INOP HEATER. LANDED LONG AFTER APPROACH AND RAN OFF DEPARTURE END OF RUNWAY.           ,landed long after approach and ran off departure end of runway .,"[18, 18, 'FAC']"
191,19790210002639A,226,0,AIRCRAFT CRASHED ON FIRST TEST FLIGHT AFTER REBUILDING. AILERON CONTROLS REVERSED.                                 ,aircraft crashed on first test flight after rebuilding .,"[0, 0, 'VEH']"
192,19790210002639A,226,1,AIRCRAFT CRASHED ON FIRST TEST FLIGHT AFTER REBUILDING. AILERON CONTROLS REVERSED.                                 ,aileron controls reversed .,"[9, 9, 'VEH']"
193,19790224007469I,227,1,ENGINE QUIT LEVEL FLIGHT. LEFT TANK EMPTY AND ICE IN RIGHT TANK. GAS SEDIMENT BOWL WOULD NOT DRAIN.                ,left tank empty and ice in right tank .,"[6, 6, 'VEH']"
194,19790224007469I,227,1,ENGINE QUIT LEVEL FLIGHT. LEFT TANK EMPTY AND ICE IN RIGHT TANK. GAS SEDIMENT BOWL WOULD NOT DRAIN.                ,left tank empty and ice in right tank .,"[12, 12, 'VEH']"
195,19790216014249A,228,0,PILOT TOOK OFF WITH GUST LOCK IN PLACE.                                                                            ,pilot took off with gust lock in place .,"[0, 0, 'PER']"
196,19790211002709A,229,0,AIRCRAFT FAILED TO LIFTOFF RUNWAY. RAN OFF END INTO SNOW BANK. FROST ON AIRFRAME.                                  ,aircraft failed to liftoff runway .,"[0, 0, 'VEH']"
197,19790209002599A,230,0,"WHILE TAXIING ON TAXIWAY, THE AIRCRAFT WAS STRUCK BY A TRUCK. NO FENCE IS INSTALLED TO KEEP VEHICLES OFF AIRPORT.  ","while taxiing on taxiway , the aircraft was struck by a truck .","[6, 6, 'VEH']"
198,19790209002599A,230,0,"WHILE TAXIING ON TAXIWAY, THE AIRCRAFT WAS STRUCK BY A TRUCK. NO FENCE IS INSTALLED TO KEEP VEHICLES OFF AIRPORT.  ","while taxiing on taxiway , the aircraft was struck by a truck .","[11, 11, 'VEH']"
199,19790209002599A,230,1,"WHILE TAXIING ON TAXIWAY, THE AIRCRAFT WAS STRUCK BY A TRUCK. NO FENCE IS INSTALLED TO KEEP VEHICLES OFF AIRPORT.  ",no fence is installed to keep vehicles off airport .,"[19, 19, 'VEH']"
200,19790209002599A,230,1,"WHILE TAXIING ON TAXIWAY, THE AIRCRAFT WAS STRUCK BY A TRUCK. NO FENCE IS INSTALLED TO KEEP VEHICLES OFF AIRPORT.  ",no fence is installed to keep vehicles off airport .,"[21, 21, 'FAC']"
201,19790605014519I,235,0,CAPTAIN OBSERVED FUEL SYPHONING AND LANDED. TANK CAP HAD BEEN INSTALLED IMPROPERLY.                                ,captain observed fuel syphoning and landed .,"[0, 0, 'PER']"
202,19790508100289I,237,0,PILOT FLEW AIRCRAFT NOT SIGNED OFF AFTER INSPECTION. LOST UPPER ENGINE COWLING IN FLIGHT. HAD NOT BEEN FASTENED.   ,pilot flew aircraft not signed off after inspection .,"[0, 0, 'PER']"
203,19790508100289I,237,0,PILOT FLEW AIRCRAFT NOT SIGNED OFF AFTER INSPECTION. LOST UPPER ENGINE COWLING IN FLIGHT. HAD NOT BEEN FASTENED.   ,pilot flew aircraft not signed off after inspection .,"[2, 2, 'VEH']"
204,19790510009019A,238,0,AIRCRAFT TOOK OFF BUT WAS UNABLE TO MAINIAIN FLIGHT. WITNESSES SAID THERE WAS MODERATE FROST ON THE WINGS.         ,aircraft took off but was unable to mainiain flight .,"[0, 0, 'VEH']"
205,19790510009019A,238,1,AIRCRAFT TOOK OFF BUT WAS UNABLE TO MAINIAIN FLIGHT. WITNESSES SAID THERE WAS MODERATE FROST ON THE WINGS.         ,witnesses said there was moderate frost on the wings .,"[10, 10, 'PER']"
206,19790510009019A,238,1,AIRCRAFT TOOK OFF BUT WAS UNABLE TO MAINIAIN FLIGHT. WITNESSES SAID THERE WAS MODERATE FROST ON THE WINGS.         ,witnesses said there was moderate frost on the wings .,"[18, 18, 'VEH']"
207,19790529041069A,240,1,LEFT OFF ENGINE OIL FILLER CAP. ENGINE LOST POWER ON TAKEOFF. OIL BLOCKED AIR INTAKE. ALTERNATE AIR DEFECT.        ,engine lost power on takeoff .,"[7, 7, 'VEH']"
208,19790603012119A,242,1,"ENGINE STOPPED AFTER 25-FT AGL LIFTOFF. PLT TRIED TO BANK ACFT,STALLED, HIT GROUND. FAILED TO ASSURE FUEL VALVE ON.","plt tried to bank acft , stalled , hit ground .","[7, 7, 'ORG']"
209,19790513010459A,244,0,PILOT LANDED ON WHAT HE THOUGHT TO BE ONE FOOT HIGH GRASS. IT TURNED OUT TO BE THREE FEET HIGH. ACFT NOSED OVER.   ,pilot landed on what he thought to be one foot high grass .,"[0, 0, 'PER']"
210,19790513010459A,244,0,PILOT LANDED ON WHAT HE THOUGHT TO BE ONE FOOT HIGH GRASS. IT TURNED OUT TO BE THREE FEET HIGH. ACFT NOSED OVER.   ,pilot landed on what he thought to be one foot high grass .,"[4, 4, 'PER']"
