,c5_id,doc_idx,sent_idx,c119_input,sentence,entities
121,19781216025369I,180,0,LANDING GEAR SELECTOR INADVERTENTLY LEFT IN UP POSITION. GEAR COLLAPSED ON TAKEOFF. GEAR WARNING HORN INOP.        ,landing gear selector inadvertently left in up position .,"[0, 2, 'OtherScientificTerm']"
122,19781216025369I,180,1,LANDING GEAR SELECTOR INADVERTENTLY LEFT IN UP POSITION. GEAR COLLAPSED ON TAKEOFF. GEAR WARNING HORN INOP.        ,gear collapsed on takeoff .,"[9, 9, 'OtherScientificTerm']"
123,19790102000919I,181,0,LOST DIRECTIONAL CONTROL ON ICY RUNWAY. RIGHT BRAKE MASTER CYLINDER WAS EMPTY. NOT SERVICED FOR 5 MONTHS.          ,lost directional control on icy runway .,"[1, 2, 'OtherScientificTerm']"
124,19790102000919I,181,0,LOST DIRECTIONAL CONTROL ON ICY RUNWAY. RIGHT BRAKE MASTER CYLINDER WAS EMPTY. NOT SERVICED FOR 5 MONTHS.          ,lost directional control on icy runway .,"[4, 5, 'OtherScientificTerm']"
125,19781207022839I,184,1,"PILOT TOOK OFF WITH SNOW BLOWN IN THE ENGINE COMPARTMENT. SNOW MELTED, THEN FROZE UP THE THROTTLE LINKAGE.         ","snow melted , then froze up the throttle linkage .","[18, 19, 'OtherScientificTerm']"
126,19781117041969A,187,1,FROST ON AIRCRAFT.TURBOCHARGERS NOT USED ON TKOF.                                                                  ,turbochargers not used on tkof .,"[4, 4, 'Method']"
127,19781117041969A,187,1,FROST ON AIRCRAFT.TURBOCHARGERS NOT USED ON TKOF.                                                                  ,turbochargers not used on tkof .,"[8, 8, 'OtherScientificTerm']"
128,19790203005099I,191,0,PILOT LOST DIRECTIONAL CONTROL AFTER LOSING RIGHT BRAKE ON LANDING. VEERED OFF RUNWAY. BRAKE WORN OUT.             ,pilot lost directional control after losing right brake on landing .,"[2, 3, 'OtherScientificTerm']"
129,19790203005099I,191,2,PILOT LOST DIRECTIONAL CONTROL AFTER LOSING RIGHT BRAKE ON LANDING. VEERED OFF RUNWAY. BRAKE WORN OUT.             ,brake worn out .,"[15, 15, 'OtherScientificTerm']"
130,19790220007249I,194,0,GRINDING NOISE WITH GEAR RETRACTION. NOSE GEAR PARTIALLY RETRACTED STRUT FLAT AND WHEEL CANTED.                    ,grinding noise with gear retraction .,"[0, 1, 'Task']"
131,19790220007249I,194,0,GRINDING NOISE WITH GEAR RETRACTION. NOSE GEAR PARTIALLY RETRACTED STRUT FLAT AND WHEEL CANTED.                    ,grinding noise with gear retraction .,"[3, 4, 'OtherScientificTerm']"
132,19790318009229I,199,1,ZG FORCED LANDING AFTER ENGINE QUIT. FUEL SELECTOR WAS NOT POSITIONED PROPERLY.                                    ,fuel selector was not positioned properly .,"[7, 8, 'Method']"
133,19790404013469I,201,0,"LOUD NOISE DURING RETRACTION, NOSE GEAR COLLPASED ON LANDING. LOOSE NOSE GEAR DOOR JAMMED AND BROKE MECHANISM. ZK  ","loud noise during retraction , nose gear collpased on landing .","[0, 1, 'OtherScientificTerm']"
134,19790404013469I,201,0,"LOUD NOISE DURING RETRACTION, NOSE GEAR COLLPASED ON LANDING. LOOSE NOSE GEAR DOOR JAMMED AND BROKE MECHANISM. ZK  ","loud noise during retraction , nose gear collpased on landing .","[3, 3, 'OtherScientificTerm']"
135,19790207002469A,202,0,ARMED FLARE GUN DISCHARGED IN CABIN AFTER FALLING FROM GLOVE BOX.PILOT MADE EMERGENCY LANDING.                     ,armed flare gun discharged in cabin after falling from glove box .,"[0, 2, 'OtherScientificTerm']"
136,19790316004819A,203,0,"PILOT UNABLE TO CONTROL AIRCRAFT DURING TAKEOFF, DUE TO RESTRICTED STEERING AND FROST.                             ","pilot unable to control aircraft during takeoff , due to restricted steering and frost .","[10, 11, 'OtherScientificTerm']"
137,19790414012459I,207,1,"ENGINE SUDDENLY STOPPED. FUEL SYSTEM FOUND TO BE CONTAMINATED WITH A COLORLESS, ODERLESS SUBSTANCE                 ","fuel system found to be contaminated with a colorless , oderless substance .","[4, 5, 'Method']"
138,19790410008789A,209,0,FORCED LANDING DUE TO ENGINE FAILURE. THE PILOT SAID WATER FOUND IN FUEL AND IN COMPANY OWNED FUEL TANKER.         ,forced landing due to engine failure .,"[0, 1, 'Task']"
139,19790407008559A,210,0,PILOT SAID THE ELEVATOR CONTROL JAMMED.A PARACHUTE WAS FOUND BETWEEN THE REAR SEAT AND CONTROL STICK.              ,pilot said the elevator control jammed .,"[3, 4, 'Method']"
140,19790407008559A,210,1,PILOT SAID THE ELEVATOR CONTROL JAMMED.A PARACHUTE WAS FOUND BETWEEN THE REAR SEAT AND CONTROL STICK.              ,a parachute was found between the rear seat and control stick .,"[8, 8, 'OtherScientificTerm']"
141,19790321010439A,211,2,INSTRUCTOR CHECKING OUT PILOT IN MULTIENGINE AIRPLANE. STUDENT FEATHERED WRONG ENGINE. EMERGENCY LANDING.          ,emergency landing .,"[13, 14, 'Task']"
142,19790222003429A,213,1,ATTEMPTED TAKEOFF AT 6700 FT ALTITUDE WITH FROST ON WINGS.ACFT SETTLED ONTO ICE AND SNOW COVERED LAKE.             ,acft settled onto ice and snow covered lake .,"[11, 11, 'OtherScientificTerm']"
143,19790412014049I,214,0,PRECAUTIONARY LANDING WHEN ONE SIDE OF THE ENGINE COWL CAME OPEN DUE TO A LOOSE DZUS FASTENER.                     ,precautionary landing when one side of the engine cowl came open due to a loose dzus fastener .,"[0, 1, 'Task']"
144,19790412014049I,214,0,PRECAUTIONARY LANDING WHEN ONE SIDE OF THE ENGINE COWL CAME OPEN DUE TO A LOOSE DZUS FASTENER.                     ,precautionary landing when one side of the engine cowl came open due to a loose dzus fastener .,"[15, 16, 'Method']"
145,19790204002289A,216,0,AFTER A FORCED LANDING ICE WAS FOUND IN GASCOLATOR AND IN FLEXIBLE HOSE BETWEEN AIR FILTER AND CARBURATOR.         ,after a forced landing ice was found in gascolator and in flexible hose between air filter and carburator .,"[8, 8, 'Method']"
146,19790204002289A,216,0,AFTER A FORCED LANDING ICE WAS FOUND IN GASCOLATOR AND IN FLEXIBLE HOSE BETWEEN AIR FILTER AND CARBURATOR.         ,after a forced landing ice was found in gascolator and in flexible hose between air filter and carburator .,"[11, 12, 'OtherScientificTerm']"
147,19790204002289A,216,0,AFTER A FORCED LANDING ICE WAS FOUND IN GASCOLATOR AND IN FLEXIBLE HOSE BETWEEN AIR FILTER AND CARBURATOR.         ,after a forced landing ice was found in gascolator and in flexible hose between air filter and carburator .,"[14, 15, 'OtherScientificTerm']"
148,19790204002289A,216,0,AFTER A FORCED LANDING ICE WAS FOUND IN GASCOLATOR AND IN FLEXIBLE HOSE BETWEEN AIR FILTER AND CARBURATOR.         ,after a forced landing ice was found in gascolator and in flexible hose between air filter and carburator .,"[17, 17, 'Method']"
149,19790319004969A,217,1,ENGINE FAILURE ON TAKEOFF. CONTAMINATED FUEL FOUND IN AIRCRAFT.                                                    ,contaminated fuel found in aircraft .,"[5, 6, 'OtherScientificTerm']"
150,19790210002629A,221,0,FCD LDG AT NIGHT. HARD LDG ON APT. FUEL STAINS FOUND FROM WING DRAINS TO FUSELAGE. LESS THAN 2 GALS FUEL ONBOARD.  ,fcd ldg at night .,"[0, 1, 'Method']"
151,19790210002629A,221,1,FCD LDG AT NIGHT. HARD LDG ON APT. FUEL STAINS FOUND FROM WING DRAINS TO FUSELAGE. LESS THAN 2 GALS FUEL ONBOARD.  ,hard ldg on apt .,"[5, 6, 'OtherScientificTerm']"
152,19790210002629A,221,2,FCD LDG AT NIGHT. HARD LDG ON APT. FUEL STAINS FOUND FROM WING DRAINS TO FUSELAGE. LESS THAN 2 GALS FUEL ONBOARD.  ,fuel stains found from wing drains to fuselage .,"[10, 11, 'OtherScientificTerm']"
153,19790210002629A,221,2,FCD LDG AT NIGHT. HARD LDG ON APT. FUEL STAINS FOUND FROM WING DRAINS TO FUSELAGE. LESS THAN 2 GALS FUEL ONBOARD.  ,fuel stains found from wing drains to fuselage .,"[14, 15, 'OtherScientificTerm']"
154,19790210002629A,221,2,FCD LDG AT NIGHT. HARD LDG ON APT. FUEL STAINS FOUND FROM WING DRAINS TO FUSELAGE. LESS THAN 2 GALS FUEL ONBOARD.  ,fuel stains found from wing drains to fuselage .,"[17, 17, 'OtherScientificTerm']"
155,19790421024749I,224,1,ENGINE QUIT SOON AFTER TAKEOFF. WATER AND DEBRIS FOUND IN THE FUEL SYSTEM.                                         ,water and debris found in the fuel system .,"[12, 13, 'Method']"
156,19790224007709I,225,0,WINDSHIELD FOGGED UP DUE TO INOP HEATER. LANDED LONG AFTER APPROACH AND RAN OFF DEPARTURE END OF RUNWAY.           ,windshield fogged up due to inop heater .,"[0, 0, 'OtherScientificTerm']"
157,19790224007709I,225,0,WINDSHIELD FOGGED UP DUE TO INOP HEATER. LANDED LONG AFTER APPROACH AND RAN OFF DEPARTURE END OF RUNWAY.           ,windshield fogged up due to inop heater .,"[5, 6, 'Method']"
158,19790224007469I,227,2,ENGINE QUIT LEVEL FLIGHT. LEFT TANK EMPTY AND ICE IN RIGHT TANK. GAS SEDIMENT BOWL WOULD NOT DRAIN.                ,gas sediment bowl would not drain .,"[14, 16, 'OtherScientificTerm']"
159,19790312008529I,231,0,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL                                                               ,forced landing after power loss .,"[0, 1, 'Task']"
160,19790312008529I,231,0,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL                                                               ,forced landing after power loss .,"[3, 4, 'OtherScientificTerm']"
161,19790520026369I,233,0,FORCED LANDING DUE TO FUEL EXHAUSTION.                                                                             ,forced landing due to fuel exhaustion .,"[0, 1, 'Task']"
162,19790605014519I,235,0,CAPTAIN OBSERVED FUEL SYPHONING AND LANDED. TANK CAP HAD BEEN INSTALLED IMPROPERLY.                                ,captain observed fuel syphoning and landed .,"[2, 3, 'OtherScientificTerm']"
163,19790615016499I,236,0,FUNNY NOISE DURING GEAR RETRACTION CAUSED BY PART OF THE TOWBAR LEFT ON THE NOSE WHEEL. COULD NOT BE EXTENDED.     ,funny noise during gear retraction caused by part of the towbar left on the nose wheel .,"[0, 1, 'OtherScientificTerm']"
164,19790615016499I,236,0,FUNNY NOISE DURING GEAR RETRACTION CAUSED BY PART OF THE TOWBAR LEFT ON THE NOSE WHEEL. COULD NOT BE EXTENDED.     ,funny noise during gear retraction caused by part of the towbar left on the nose wheel .,"[3, 4, 'OtherScientificTerm']"
165,19790529041069A,240,2,LEFT OFF ENGINE OIL FILLER CAP. ENGINE LOST POWER ON TAKEOFF. OIL BLOCKED AIR INTAKE. ALTERNATE AIR DEFECT.        ,oil blocked air intake .,"[13, 16, 'OtherScientificTerm']"
166,19790529041069A,240,3,LEFT OFF ENGINE OIL FILLER CAP. ENGINE LOST POWER ON TAKEOFF. OIL BLOCKED AIR INTAKE. ALTERNATE AIR DEFECT.        ,alternate air defect .,"[18, 20, 'OtherScientificTerm']"
167,19790424024939I,241,0,"NOISE DURING GEAR RETRACTION, NOSE GEAR COULD NOT BE EXTENDED. DOOR PINS NOT ATTACHED AFTER MAINTENANCE.           ","noise during gear retraction , nose gear could not be extended .","[2, 3, 'OtherScientificTerm']"
168,19790424024939I,241,0,"NOISE DURING GEAR RETRACTION, NOSE GEAR COULD NOT BE EXTENDED. DOOR PINS NOT ATTACHED AFTER MAINTENANCE.           ","noise during gear retraction , nose gear could not be extended .","[5, 6, 'OtherScientificTerm']"
169,19790424024939I,241,1,"NOISE DURING GEAR RETRACTION, NOSE GEAR COULD NOT BE EXTENDED. DOOR PINS NOT ATTACHED AFTER MAINTENANCE.           ",door pins not attached after maintenance .,"[12, 13, 'OtherScientificTerm']"
170,19790515018139A,243,0,ATTEMPTED TAKEOFF WITH FLIGHT CONTROLS IN LOCKED MODE. FACTOR INADEQUATE PRE-FLIGHT CHECK.                         ,attempted takeoff with flight controls in locked mode .,"[3, 4, 'OtherScientificTerm']"
171,19790623022919A,245,0,ENGINE WAS SPUTTERING ON TAKEOFF. ACFT CRASHED & BURNED. FOUND SOME WATER IN FUEL LINES.                           ,engine was sputtering on takeoff .,"[0, 0, 'Material']"
172,19790609016529A,246,1,ROPE BROKE DURING AERO TOW TAKE OFF WHEN GLIDER WAS 140 FEET ABOVE GROUND. CRASH OCCURRED DURING FORCED LANDING.   ,crash occurred during forced landing .,"[18, 19, 'OtherScientificTerm']"
173,19790427100619I,247,0,ENGINE EQUIPPED WITH HYDRAULIC PUMP WAS SHUT DOWN. EMERGENCY PROCEDURES NOT FOLLOWED. NOSE GEAR COLLAPSED.         ,engine equipped with hydraulic pump was shut down .,"[3, 4, 'Method']"
174,19790427100619I,247,2,ENGINE EQUIPPED WITH HYDRAULIC PUMP WAS SHUT DOWN. EMERGENCY PROCEDURES NOT FOLLOWED. NOSE GEAR COLLAPSED.         ,nose gear collapsed .,"[14, 15, 'Material']"
175,19790427100559I,248,0,ENGINE QUIT DUE TO FUEL CONTAMINATION. AIRCRAFT DAMAGED IN AUTOROTATION.                                           ,engine quit due to fuel contamination .,"[4, 5, 'OtherScientificTerm']"
176,19790427100559I,248,1,ENGINE QUIT DUE TO FUEL CONTAMINATION. AIRCRAFT DAMAGED IN AUTOROTATION.                                           ,aircraft damaged in autorotation .,"[10, 10, 'OtherScientificTerm']"
177,19790623014019A,250,0,RUDDER TRIM WAS SET FOR FULL NOSE LEFT TRIM. PILOT RAN OFF LEFT SIDE OF RUNWAY ON TAKEOFF.                         ,rudder trim was set for full nose left trim .,"[0, 1, 'OtherScientificTerm']"
178,19790623014019A,250,0,RUDDER TRIM WAS SET FOR FULL NOSE LEFT TRIM. PILOT RAN OFF LEFT SIDE OF RUNWAY ON TAKEOFF.                         ,rudder trim was set for full nose left trim .,"[5, 8, 'OtherScientificTerm']"
179,19790627017429I,253,0,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,forced landing after power loss .,"[0, 1, 'Task']"
180,19790627017429I,253,0,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,forced landing after power loss .,"[3, 4, 'OtherScientificTerm']"
181,19790503025389I,258,0,"AFTER DEVELOPING ELECTRICAL PROBLEM, PILOT LANDED, HAD ALTERNATOR BELT TIGHTENED, TOOK OFF AGAIN. BELT FAILED.     ","after developing electrical problem , pilot landed , had alternator belt tightened , took off again .","[2, 3, 'OtherScientificTerm']"
182,19790503025389I,258,0,"AFTER DEVELOPING ELECTRICAL PROBLEM, PILOT LANDED, HAD ALTERNATOR BELT TIGHTENED, TOOK OFF AGAIN. BELT FAILED.     ","after developing electrical problem , pilot landed , had alternator belt tightened , took off again .","[9, 10, 'OtherScientificTerm']"
183,19790503025389I,258,1,"AFTER DEVELOPING ELECTRICAL PROBLEM, PILOT LANDED, HAD ALTERNATOR BELT TIGHTENED, TOOK OFF AGAIN. BELT FAILED.     ",belt failed .,"[17, 17, 'OtherScientificTerm']"
184,19790429025299I,259,1,"NOSE GEAR NOT LOCKED FOR LANDING,COLLAPSED. HAD BEEN RETRACTED WITH FLAT STRUT, CAUSING LINKAGE TO SEPERATE.       ","had been retracted with flat strut , causing linkage to seperate .","[13, 14, 'OtherScientificTerm']"
185,19790429025299I,259,1,"NOSE GEAR NOT LOCKED FOR LANDING,COLLAPSED. HAD BEEN RETRACTED WITH FLAT STRUT, CAUSING LINKAGE TO SEPERATE.       ","had been retracted with flat strut , causing linkage to seperate .","[17, 17, 'OtherScientificTerm']"
186,19790515027029I,261,0,"ALTERNATOR BELT BROKE, ELECTRICAL SYSTEM FAILED. PILOT FAILED TO AVOID PREVENTABLE GEAR UP LANDING.                ","alternator belt broke , electrical system failed .","[0, 1, 'OtherScientificTerm']"
187,19790515027029I,261,0,"ALTERNATOR BELT BROKE, ELECTRICAL SYSTEM FAILED. PILOT FAILED TO AVOID PREVENTABLE GEAR UP LANDING.                ","alternator belt broke , electrical system failed .","[4, 5, 'Method']"
188,19790525014229A,262,0,HELICOPTER BEGAN TO VIBRATE DURING GROUND RUN UP. SELF DESTRUCTED. IMPROPERLY SERVICED STRUTS CAUSED GR RESONANCE. ,helicopter began to vibrate during ground run up .,"[0, 0, 'OtherScientificTerm']"
189,19790525014229A,262,2,HELICOPTER BEGAN TO VIBRATE DURING GROUND RUN UP. SELF DESTRUCTED. IMPROPERLY SERVICED STRUTS CAUSED GR RESONANCE. ,improperly serviced struts caused gr resonance .,"[12, 14, 'OtherScientificTerm']"
190,19790525014229A,262,2,HELICOPTER BEGAN TO VIBRATE DURING GROUND RUN UP. SELF DESTRUCTED. IMPROPERLY SERVICED STRUTS CAUSED GR RESONANCE. ,improperly serviced struts caused gr resonance .,"[16, 17, 'OtherScientificTerm']"
191,19790425024979I,263,0,PILOT UNABLE TO MAINTAIN ALTITUDE DUE TO POWER LOSS.FOUND WATER IN THE FUEL.                                       ,pilot unable to maintain altitude due to power loss .,"[7, 8, 'OtherScientificTerm']"
192,19790519010229A,266,0,INSTRUMENT PANEL LIGHT SWITCH DEFECTIVE. PILOT UNABLE TO DIM LIGHTS. COULD NOT SEE OUT.ATTEMPTED FORCED LANDING.   ,instrument panel light switch defective .,"[0, 3, 'OtherScientificTerm']"
193,19790507025919I,267,1,FUEL EXHAUSTION ONE TANK UNABLE TO RESTART ENGINE. USED BOOST PUMP AFTER PUSHING AND PULLING ENGINE CONTROLS.      ,used boost pump after pushing and pulling engine controls .,"[10, 11, 'Method']"
194,19790719019309I,270,0,PILOTS FAILED TO CHECK POSITION OF GEAR HANDLE AND GEAR RETRACTION ON TAKEOFF ROLL.                                ,pilots failed to check position of gear handle and gear retraction on takeoff roll .,"[6, 7, 'OtherScientificTerm']"
195,19790719019309I,270,0,PILOTS FAILED TO CHECK POSITION OF GEAR HANDLE AND GEAR RETRACTION ON TAKEOFF ROLL.                                ,pilots failed to check position of gear handle and gear retraction on takeoff roll .,"[9, 10, 'OtherScientificTerm']"
196,19790809030499I,271,1,ZA AFTER INSTRUCTIONAL MANUEVERS ENGINE FAILED. GASCOLATOR SHOWED FUEL CONTAMINATED WITH DIRT AND WATER.           ,gascolator showed fuel contaminated with dirt and water .,"[7, 7, 'Method']"
197,19790725018519A,273,1,LANDED WITH AIRPLANES NOSE NOT ALIGNED WITH RUNWAY. FOUND RUDDER PEDAL JAMMED WITH SMALL BOTTLE.                   ,found rudder pedal jammed with small bottle .,"[10, 11, 'OtherScientificTerm']"
198,19790813030889I,278,1,PILOT FAILED TO SECURE OIL CAP PROPERLY AT PREVIOUS STOP. LANDED WITH LOW OIL PRESSURE.                            ,landed with low oil pressure .,"[13, 15, 'OtherScientificTerm']"
199,19790807029669I,280,0,AIRSPEED INDICATOR INOP DUE TO PLUG ON END OF PITOT TUBE. LOST DIRECTIONAL CONTROL ON LANDING. ILLEGAL SOLO.       ,airspeed indicator inop due to plug on end of pitot tube .,"[0, 2, 'OtherScientificTerm']"
200,19790807029669I,280,1,AIRSPEED INDICATOR INOP DUE TO PLUG ON END OF PITOT TUBE. LOST DIRECTIONAL CONTROL ON LANDING. ILLEGAL SOLO.       ,lost directional control on landing .,"[12, 14, 'OtherScientificTerm']"
201,19790823023209I,281,1,AIRCRAFT RAN OFF RUNWAY DURING LANDING ROLL. BRAKE DISC PADS TOTALLY WORN.                                         ,brake disc pads totally worn .,"[8, 10, 'OtherScientificTerm']"
202,19790728024469A,283,0,"OIL FILLER CAP WAS LOOSE. NO OIL FOUND AT WRECK SIGHT, ALTHOUGH A HOLE WAS KNOCKED IN OIL PAN BY IMPACT FORCES.    ",oil filler cap was loose .,"[0, 2, 'OtherScientificTerm']"
