c5,c119,c119_output
19781228040429A,ELT IMPACT SWITCH INOP.                                                                                            ,[[]]
19790203005099I,PILOT LOST DIRECTIONAL CONTROL AFTER LOSING RIGHT BRAKE ON LANDING. VEERED OFF RUNWAY. BRAKE WORN OUT.             ,[[]]
19790207005159I,"FORCED LANDING AFTER ENGINE QUIT, FOUND ICE IN FUEL STRAINER.                                                      ",[[]]
19790210006409I,FORCED LANDING AFTER ENGINE QUIT. FOUND WATER IN FUEL.                                                             ,[[]]
19790220007249I,GRINDING NOISE WITH GEAR RETRACTION. NOSE GEAR PARTIALLY RETRACTED STRUT FLAT AND WHEEL CANTED.                    ,[[]]
19790223006939I,WHILE DEPARTING GATE JET BLAST CAUSED A BAGGAGE CART TO ROLL INTO B99 WHICH WAS FOLLOWING CLOSE BEHIND.            ,[[]]
19790306009619I,TAXIED INTO DRAINAGE DITCH AT NIGHT. LANDING LIGHT INOPERABLE.                                                     ,[[]]
19790313008789I,PILOT TAXIED OFF RAMP AT NIGHT. LANDING LIGHT WAS BURNED OUT                                                       ,[[]]
19790316009739I,"NOSE WHEEL SANK DOWN IN HOLE ON RAMP, PROP STRUCK GROUND                                                           ",[[]]
19790318009229I,ZG FORCED LANDING AFTER ENGINE QUIT. FUEL SELECTOR WAS NOT POSITIONED PROPERLY.                                    ,[[]]
19790318009019I,PRECAUTIONARY LANDING MADE DUE TO LOW OVERCASE AND INSTRUMENT LIGHT INOPERATIVE.                                   ,[[]]
19790404013469I,"LOUD NOISE DURING RETRACTION, NOSE GEAR COLLPASED ON LANDING. LOOSE NOSE GEAR DOOR JAMMED AND BROKE MECHANISM. ZK  ",[[]]
19790207002469A,ARMED FLARE GUN DISCHARGED IN CABIN AFTER FALLING FROM GLOVE BOX.PILOT MADE EMERGENCY LANDING.                     ,[[]]
19790316004819A,"PILOT UNABLE TO CONTROL AIRCRAFT DURING TAKEOFF, DUE TO RESTRICTED STEERING AND FROST.                             ",[[]]
19790224005689A,WITNESSES SAID THE PILOT DID NOT REMOVE SNOW FROM THE WINGS PRIOR TO TAKEOFF. AIRCRAFT FOUND 4 DAYS LATER.         ,[[]]
19790214002969A,"FAILED TO ASSURE SEAT WAS LOCKED.STARTED ENGINE,SEAT SLID BACK.PILOT WAS UNABLE REACH CONTROLS.HIT PARKED ACFT.    ",[[]]
19790207005339I,FORWARD CARGO DOOR CAME OFF AFTER TAKEOFF. DOOR WAS NOT LATCHED.                                                   ,[[]]
19790414012459I,"ENGINE SUDDENLY STOPPED. FUEL SYSTEM FOUND TO BE CONTAMINATED WITH A COLORLESS, ODERLESS SUBSTANCE                 ",[[]]
19790211007509A,ENGINE STOPPED ON CLIMB-OUT. MADE EMERGENCY CRASH LANDING. WATER IN FUEL.                                          ,[[]]
19790410008789A,FORCED LANDING DUE TO ENGINE FAILURE. THE PILOT SAID WATER FOUND IN FUEL AND IN COMPANY OWNED FUEL TANKER.         ,[[]]
19790407008559A,PILOT SAID THE ELEVATOR CONTROL JAMMED.A PARACHUTE WAS FOUND BETWEEN THE REAR SEAT AND CONTROL STICK.              ,[[]]
19790321010439A,INSTRUCTOR CHECKING OUT PILOT IN MULTIENGINE AIRPLANE. STUDENT FEATHERED WRONG ENGINE. EMERGENCY LANDING.          ,[[]]
19790207002459A,ENGINE FAILED ON TAKEOFF. FOUND WATER IN FUEL TANKS.                                                               ,[[]]
19790222003429A,ATTEMPTED TAKEOFF AT 6700 FT ALTITUDE WITH FROST ON WINGS.ACFT SETTLED ONTO ICE AND SNOW COVERED LAKE.             ,[[]]
19790412014049I,PRECAUTIONARY LANDING WHEN ONE SIDE OF THE ENGINE COWL CAME OPEN DUE TO A LOOSE DZUS FASTENER.                     ,[[]]
19790222003439A,ACRFT WAS SERVICED 65 DAYS PRIOR TO ACCIDENT. HAD NOT BEEN FLOWN PRIOR TO DATE OF ACCIDENT. WATER FOUND IN FUEL.   ,[[]]
19790204002289A,AFTER A FORCED LANDING ICE WAS FOUND IN GASCOLATOR AND IN FLEXIBLE HOSE BETWEEN AIR FILTER AND CARBURATOR.         ,[[]]
19790319004969A,ENGINE FAILURE ON TAKEOFF. CONTAMINATED FUEL FOUND IN AIRCRAFT.                                                    ,[[]]
19790405013359I,PILOT ATTEMPTED TAKEOFF WITH OBSTRUCTION (MAGAZINE) BETWEEN RUDDER AND VERTICAL STABILIZER ZE.                     ,[[]]
19790316004809A,ENGINE STOPPED ON FINAL APPROACH. AIRCRAFT STRUCK GROUND SHORT OF RUNWAY. WATER IN FUEL.                           ,[[]]
19790421024889I,PILOT TOOK OFF WITH THE ENGINE NOT OPERATING PROPERLY. MUSHED BACK TO THE GROUND BEYOND THE RUNWAY.                ,[[]]
19790210002629A,FCD LDG AT NIGHT. HARD LDG ON APT. FUEL STAINS FOUND FROM WING DRAINS TO FUSELAGE. LESS THAN 2 GALS FUEL ONBOARD.  ,[[]]
19790318010729A,ENGINE STOPPED ON EMPTY TANK DURING ILS APPROACH. WOULD NOT START ON FULL TANK. WATER IN FUEL.CRASHED SHORT OF RWY.,[[]]
19790309032649A,"CARGO DOOR CAME OPEN IN FLIGHT. AFTER LANDING,THE DOOR WAS PROPERLY LATCHED. THE FAILURE COULD NOT BE DUPLICATED.  ",[[]]
19790421024749I,ENGINE QUIT SOON AFTER TAKEOFF. WATER AND DEBRIS FOUND IN THE FUEL SYSTEM.                                         ,[[]]
19790224007709I,WINDSHIELD FOGGED UP DUE TO INOP HEATER. LANDED LONG AFTER APPROACH AND RAN OFF DEPARTURE END OF RUNWAY.           ,[[]]
19790210002639A,AIRCRAFT CRASHED ON FIRST TEST FLIGHT AFTER REBUILDING. AILERON CONTROLS REVERSED.                                 ,"[[('TEST FLIGHT AFTER REBUILDING', '/location/location/contains', 'AIRCRAFT')]]"
19790224007469I,ENGINE QUIT LEVEL FLIGHT. LEFT TANK EMPTY AND ICE IN RIGHT TANK. GAS SEDIMENT BOWL WOULD NOT DRAIN.                ,[[]]
19790216014249A,PILOT TOOK OFF WITH GUST LOCK IN PLACE.                                                                            ,[[]]
19790211002709A,AIRCRAFT FAILED TO LIFTOFF RUNWAY. RAN OFF END INTO SNOW BANK. FROST ON AIRFRAME.                                  ,[[]]
19790209002599A,"WHILE TAXIING ON TAXIWAY, THE AIRCRAFT WAS STRUCK BY A TRUCK. NO FENCE IS INSTALLED TO KEEP VEHICLES OFF AIRPORT.  ",[[]]
19790312008529I,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL                                                               ,[[]]
19790421024669I,GEAR COLLAPSED AFTER LANDING DUE TO BROKEN EXTENSION CABLE. EMERGENCY EXTENSION CRANK NOT PROPERLY STOWED.         ,[[]]
19790520026369I,FORCED LANDING DUE TO FUEL EXHAUSTION.                                                                             ,[[]]
19790603029089I,ENGINE WENT TO IDLE WHEN THROTTLE CABLE HOUSING SLIPPED OUT OF CLAMP. HAD NOT BEEN PROPERLY SECURED.               ,[[]]
19790605014519I,CAPTAIN OBSERVED FUEL SYPHONING AND LANDED. TANK CAP HAD BEEN INSTALLED IMPROPERLY.                                ,[[]]
19790615016499I,FUNNY NOISE DURING GEAR RETRACTION CAUSED BY PART OF THE TOWBAR LEFT ON THE NOSE WHEEL. COULD NOT BE EXTENDED.     ,[[]]
19790508100289I,PILOT FLEW AIRCRAFT NOT SIGNED OFF AFTER INSPECTION. LOST UPPER ENGINE COWLING IN FLIGHT. HAD NOT BEEN FASTENED.   ,[[]]
19790510009019A,AIRCRAFT TOOK OFF BUT WAS UNABLE TO MAINIAIN FLIGHT. WITNESSES SAID THERE WAS MODERATE FROST ON THE WINGS.         ,[[]]
19790528028209I,"FORCED LANDING AFTER ENGINE QUIT, FOUND WATER IN FUEL.                                                             ",[[]]
19790529041069A,LEFT OFF ENGINE OIL FILLER CAP. ENGINE LOST POWER ON TAKEOFF. OIL BLOCKED AIR INTAKE. ALTERNATE AIR DEFECT.        ,[[]]
19790424024939I,"NOISE DURING GEAR RETRACTION, NOSE GEAR COULD NOT BE EXTENDED. DOOR PINS NOT ATTACHED AFTER MAINTENANCE.           ",[[]]
19790603012119A,"ENGINE STOPPED AFTER 25-FT AGL LIFTOFF. PLT TRIED TO BANK ACFT,STALLED, HIT GROUND. FAILED TO ASSURE FUEL VALVE ON.",[[]]
19790515018139A,ATTEMPTED TAKEOFF WITH FLIGHT CONTROLS IN LOCKED MODE. FACTOR INADEQUATE PRE-FLIGHT CHECK.                         ,[[]]
19790513010459A,PILOT LANDED ON WHAT HE THOUGHT TO BE ONE FOOT HIGH GRASS. IT TURNED OUT TO BE THREE FEET HIGH. ACFT NOSED OVER.   ,[[]]
19790623022919A,ENGINE WAS SPUTTERING ON TAKEOFF. ACFT CRASHED & BURNED. FOUND SOME WATER IN FUEL LINES.                           ,[[]]
19790609016529A,ROPE BROKE DURING AERO TOW TAKE OFF WHEN GLIDER WAS 140 FEET ABOVE GROUND. CRASH OCCURRED DURING FORCED LANDING.   ,[[]]
19790427100619I,ENGINE EQUIPPED WITH HYDRAULIC PUMP WAS SHUT DOWN. EMERGENCY PROCEDURES NOT FOLLOWED. NOSE GEAR COLLAPSED.         ,[[]]
19790427100559I,ENGINE QUIT DUE TO FUEL CONTAMINATION. AIRCRAFT DAMAGED IN AUTOROTATION.                                           ,[[]]
19790524200519I,FUMES NOTED IN PASSENGER CABIN. EMERGENCY LANDING MADE. AFT FUEL CAP DAMAGED BY IMPROPER INSTALLATION.             ,[[]]
19790623014019A,RUDDER TRIM WAS SET FOR FULL NOSE LEFT TRIM. PILOT RAN OFF LEFT SIDE OF RUNWAY ON TAKEOFF.                         ,[[]]
19790605014429I,"PILOT ATTEMPTED TAKEOFF WITH FAULTY ENGINE, LANDED IN STREET, DAMAGED SPEED LIMIT SIGN DURING TAXI BACK TO FIELD   ",[[]]
19790429005459A,ACFT NOT FLOWN FOR 2 WKS. SEVERE RAIN. PILOT SAID THAT THERE WAS WATER IN FUEL                                     ,[[]]
19790627017429I,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,[[]]
19790610014749I,PILOT TOOK OFF WITH TANKS NEARLY EMPTY. ENGINE QUIT AFTER LIFT OFF.                                                ,[[]]
19790609011809A,AFTER TAKEOFF LOST ELECT. POWER. LANDED ON AIRPORT. LANDING GEAR NOT LOCKED DOWN. GENERATORS NOT TURNED ON.        ,[[]]
19790622017199I,STUDENT PILOT HAD TOPPED HIS TANKS AND GOT WATER IN THE FUEL. ENGINE QUIT TWICE BUT HE GOT IT ON THE RUNWAY AT HOME,[[]]
19790625015009A,ENGINE FAILED IN FLT. TWO & ONE HALF QUARTS OF WATER WERE DRAINED FROM THE GAS TANK AFTER THE ACCIDENT.            ,[[]]
19790503025389I,"AFTER DEVELOPING ELECTRICAL PROBLEM, PILOT LANDED, HAD ALTERNATOR BELT TIGHTENED, TOOK OFF AGAIN. BELT FAILED.     ",[[]]
19790429025299I,"NOSE GEAR NOT LOCKED FOR LANDING,COLLAPSED. HAD BEEN RETRACTED WITH FLAT STRUT, CAUSING LINKAGE TO SEPERATE.       ",[[]]
19790513026659I,"LOSS OF OIL PREESURE PRECEEDED ENGINE SHUTDOWN. VECTORS TO AIRPORT, 8 QUARTS OIL ADDED. ENGINE HAD MINOR OIL LEAK. ",[[]]
19790515027029I,"ALTERNATOR BELT BROKE, ELECTRICAL SYSTEM FAILED. PILOT FAILED TO AVOID PREVENTABLE GEAR UP LANDING.                ",[[]]
19790525014229A,HELICOPTER BEGAN TO VIBRATE DURING GROUND RUN UP. SELF DESTRUCTED. IMPROPERLY SERVICED STRUTS CAUSED GR RESONANCE. ,[[]]
19790425024979I,PILOT UNABLE TO MAINTAIN ALTITUDE DUE TO POWER LOSS.FOUND WATER IN THE FUEL.                                       ,[[]]
19790511011259A,"ATTEMPTED TAKE OFF WITH ICE ON AIRFRAME. MADE PREMATURE LIFT OFF,SETTLED TO GROUND,STRUCK DITCH.                   ",[[]]
19790622017219I,PILOT TOPPED TANKS AND LOST POWER DURING CLIMB. THE FUEL WAS CONTAMINATED WITH WATER                               ,[[]]
19790519010229A,INSTRUMENT PANEL LIGHT SWITCH DEFECTIVE. PILOT UNABLE TO DIM LIGHTS. COULD NOT SEE OUT.ATTEMPTED FORCED LANDING.   ,[[]]
19790507025919I,FUEL EXHAUSTION ONE TANK UNABLE TO RESTART ENGINE. USED BOOST PUMP AFTER PUSHING AND PULLING ENGINE CONTROLS.      ,[[]]
19790602009889A,ENGINE FAILED ENROUTE. PILOT DITCHED IN THE OCEAN. PILOT CLAIMED FUEL CONTAMINATION WAS CAUSE OF ACCIDENT.         ,[[]]
19790609024769A,ENG. FAILED ON TAKEOFF. WATER IN FUEL. ACFT PARKED OUTSIDE FOR 11 MONTHS WITH PARTIALLY EMPTY FUEL TANKS.          ,[[]]
19790719019309I,PILOTS FAILED TO CHECK POSITION OF GEAR HANDLE AND GEAR RETRACTION ON TAKEOFF ROLL.                                ,[[]]
19790809030499I,ZA AFTER INSTRUCTIONAL MANUEVERS ENGINE FAILED. GASCOLATOR SHOWED FUEL CONTAMINATED WITH DIRT AND WATER.           ,[[]]
19790729022479I,PILOT FAILED TO EXTEND GEAR BEFORE LANDING.                                                                        ,[[]]
19790725018519A,LANDED WITH AIRPLANES NOSE NOT ALIGNED WITH RUNWAY. FOUND RUDDER PEDAL JAMMED WITH SMALL BOTTLE.                   ,[[]]
19790726019139A,ENGINE ACCESS DOOR CAME LOSE AND ENGINE SPUTTERED AFTER TAKE OFF. INSTRUCTOR ATTEMPED 180 BACK TO RUNWAY. UNABLE.  ,[[]]
19790718017739A,PILOT SEAT SLID BACK ON TAKEOFF.LOST CONTROL.VEERED OFF RUNWAY.FAILED TO ASCERTAIN SEAT LOCKED BEFORE TAKE OFF.    ,[[]]
19790807029619I,PILOT FAILED TO SECURE OIL CAP ON PREFLIGHT. OIL WAS STREAMING OVER COWL AT LIFTOFF.                               ,[[]]
19790807024709A,PILOT ABORTED TAKEOFF & WHILE APPLYING BRAKES SEAT CAME LOOSE CAUSING PILOT'S FEET TO RELEASE BRAKES. ACFT CRASHED ,[[]]
19790813030889I,PILOT FAILED TO SECURE OIL CAP PROPERLY AT PREVIOUS STOP. LANDED WITH LOW OIL PRESSURE.                            ,[[]]
19790703018439I,ENGINE STOPPED SHORTLY AFTER TAKE-OFF. AIRCRAFT STRUCK RUNWAY GEAR UP. PILOT DRAINED 3 QUARTS OF WATER FROM TANKS. ,[[]]
19790807029669I,AIRSPEED INDICATOR INOP DUE TO PLUG ON END OF PITOT TUBE. LOST DIRECTIONAL CONTROL ON LANDING. ILLEGAL SOLO.       ,[[]]
19790823023209I,AIRCRAFT RAN OFF RUNWAY DURING LANDING ROLL. BRAKE DISC PADS TOTALLY WORN.                                         ,[[]]
19790813023739A,ENGINE FAILED DUE TO WATER AND TRASH IN FUEL. AIRCRAFT REFUELED FROM A BARREL. NO FILTER USED.                     ,[[]]
19790728024469A,"OIL FILLER CAP WAS LOOSE. NO OIL FOUND AT WRECK SIGHT, ALTHOUGH A HOLE WAS KNOCKED IN OIL PAN BY IMPACT FORCES.    ",[[]]
19790720021329A,HELICOPTER TOOK OFF WITH SLING LOAD ATTACHED. CRASHED WHEN LOAD WEDGED IN TREES. IMPROPER PREFLIGHT.               ,[[]]
19790817031829I,ZA ZG STUDENT PILOT RAN OUT OF GAS AFTER 1 HOUR FLIGHT. FUEL GAUGES ALSO READ INCORRECTLY.                         ,[[]]
19790705018829I,"ENGINE QUIT ON TAKEOFF DUE TO WATER IN FUEL. PILOT LANDED GEAR UP, HAD FAILED TO DRAIN WING SUMPS IN PREFLIGHT.    ",[[]]
19790816031569I,FLUCTUATION AND GRADUAL LOSS OF OIL PRESSURE BEFORE SHUTTING ENGINE DOWN. LOOSE OIL FILLER CAP.                    ,[[]]
19790820032669I,WHILE EN ROUTE OIL PRESSURE DROPPED TO 10 PSI. LANDED ON HIGHWAY AND FOUND OIL CAP HAD NOT BEEN PROPERLY SEATED.   ,[[]]
19790718019229I,GROUND STAND BAGGAGE CART WITH INOPERATIVE BRAKES ROLLED INTO SIDE OF PARKED AIRCRAFT. 9 INCH TEAR IN FUSELAGE.    ,[[]]
19790729018879A,NOSE GEAR COLLAPSED ON LANDING ROLL. FOUND HYDRAULIC RESERVOIR TOO LOW ON FLUID TO OPERATE LANDING GEAR.           ,[[]]
19790829023019A,ENGINE STOPPED DURING SPRAY RUN. LANDED IN SOYBEAN FIELD. FLIPPED OVER. WATER IN FUEL.                             ,[[]]
19790801021959A,ENGINE FAILURE DUE TO WATER IN FUEL.                                                                               ,[[]]
19790820029909A,"CABIN DOOR OPENED ON TAKEOFF ROLL. PILOT ABORTED TAKEOFF. UNABLE TO STOP ON RUNWAY, RAN OFF END INTO ROCKS.        ",[[]]
19790812030579I,"DURING TAKEOFF ROLL, GEAR COLLAPSED. GEAR SWITCH IN UP POSITION.                                                   ",[[]]
19790808027309A,ENGINE FAILED DURING TAKEOFF. PILOT ATTEMPTED RETURN TO RUNWAY. INSUFFICIENT ALTITUDE. WATER IN FUEL.              ,[[]]
19790712020439I,STOPPED ON RUNWAY AFTER LANDING. NOSE GEAR TORQUE LINK APEX PIN WAS NOT INSTALLED.                                 ,[[]]
19790716019189I,AIRSTAIR DOOR CAME OPEN AFTER TAKEOFF. DURING LANDING DOOR DRUG ON RUNWAY TEARING LOOSE FROM AIRCRAFT.             ,[[]]
19790710018689I,ELECTRICAL FAILURE RESULTED IN MANUAL GEAR EXTENSION. PILOT FAILED TO REENGAGE CLUTCH TO LOCK GEAR IN PLACE.       ,[[]]
19790918023659I,PILOT OWNER FORGOT TO RECONNECT NOSE GEAR DOOR RETRACT RODS WHICH RESULTED IN JAMMING THE NOSE GEAR.               ,[[]]
19790927050049I,PILOT REPORTED UNSAFE GEAR INDICATION. LANDED WITHOUT INCIDENT. GEAR LIGHT WAS SELECTED TO THE DIM POSITION.       ,[[]]
19790928049769I,ENGINE COWL LOOSE IN FLIGHT. ENGINE SHUT DOWN. COWL HAD NOT BEEN PROPERLY SECURED.                                 ,[[]]
19790929049639I,GEAR COLLAPSED 200 FEET AFTER START OF TAKEOFF RUN. SELECTOR SWITCH FOUND NOT IN THE FULL DOWN POSITION.           ,[[]]
19791017051209I,ENGINE STOPPED DUE TO OBSTRUCTED FUEL VENT LINE.                                                                   ,[[]]
19791022054789I,ENGINE STOPPED DUE TO FUEL STARVATION. NEWLY INSTALLED FUEL CAP WAS NOT VENTED.                                    ,[[]]
19790904034369I,ZA ZG ZH EMERGENCY LANDING DUE TO FUEL CONTAMINATED WITH WATER.                                                    ,[[]]
19791022029739A,ENGINE STOPPED AFTER LIFTOFF ON A TOUCH AND GO LANDING. HIT TREES. FOUND WATER IN FUEL.                            ,[[]]
19791030053329I,PILOT TOOK OFF AND CONTINUED NIGHT FLIGHT WITH BATTERY DISCHARING. MISUSED EMERGENCY GEAR SYSTEM.                  ,[[]]
19791108054919I,"COCKPIT DOOR PARTIALLY OPENED AT ROTATION. PILOT ABORTED, RAN OFF END OF RUNWAY. PROP AND ONE MAIN GEAR DAMAGED.   ",[[]]
19790916031359A,ENGINE STOPPED ON TAKEOFF. LANDED OFF END RUNWAY. FOUND WATER IN FUEL SYSTEM.                                      ,[[]]
19790919027319A,ENGINE FAILED DURING TAKEOFF DUE TO WATER IN FUEL. AIRCRAFT CRASHED DURING ATTEMPTED EMERGENCY LANDING.            ,[[]]
19791102034159A,PILOT ATTEMPTED 180 DEGREE TURN WHEN ENGINE FAILED AFTER TAKEOFF. ENGINE FAILURE ATTRIBUTED TO WATR IN FUEL.       ,[[]]
19791103056779I,"ENGINE QUIT FROM TOO RICH A MIXTURE, LANDED SHORT. PRIMER WAS UNLOCKED, MIXTURE FULL RICH, CARB HEAT ON.           ",[[]]
19790928027659A,FOUND LEFT FUEL CAP IMPROPERLY INSTALLED. FUEL STAINS ON TOP OF LEFT WING.                                         ,[[]]
19791014005659A,STUDENT PILOT CARRYING PASSENGERS CRASHED SHORTLY AFTER TAKEOFF. WATER FOUND IN STRAINER. AIRCRAFT OUT OF LICENSE  ,[[]]
19791002050939I,PILOT RAN OUT OF FUEL DUE TO OPEN BOWL DRAIN ON THE FUEL STRAINER. HAD PREVIOUS PROBLEM IWTH STICKING DRAIN.       ,[[]]
19791029027649A,PILOT FAILED TO PROPERLY SECURE SEAT. SEAT SLID BACK ON TAKEOFF.                                                   ,[[]]
19791116043249A,PILOT NOTICED & DISREGARDED BROKEN EXHAUST PIPE. AIRLINE CAUGHT FIRE IN AIR. TRIED TO RETURN. EXPLODED ON FINAL.   ,[[]]
19790929042239I,TAXIED INTO UNMARKED MANHOLE NEAR UNLIGHTED TAXIWAY. AIRPLANES LANDING/TAXI LIGHT INOPERATIVE.                     ,[[]]
19791023031609A,ENGINE RAN ROUGH. STUDENT PILOT MISSED 1ST LANDING APPROCH. ENGINE QUIT ON BASE ON 2ND TRY. HIT TREES.             ,"[[('LANDING', '/location/location/contains', 'BASE')]]"
19791014052729I,"ENGINE BECAME ROUGH, PILOT CHECKED FOR CARB ICE. MADE PRECAUTIONARY LANDING IN A FIELD. PRIMER UNLOCKED AND OUT.   ",[[]]
19791015052549I,ENGINE QUIT AND WAS SHUTDOWN. CAUSE FOUND TO BE FUEL STARVATION DUE TO MISSING FUEL CAP.                           ,[[]]
19791222048669I,PILOT ELECTED TO LAND GEAR UP DUE TO UNSAFE NOSE GEAR INDICATION. NO MALFUNCTION FOUND.                            ,[[]]
