,index,input,head,relation,tail
165,96,PILOT INADVERTANTLY PUT GEAR HANDLE IN UP POSITION WHILE TAXIING. DURING RUNUP TURNED HYDRAULIC ON. GEAR RETRACTED.,PILOT,has part,TAXIING
166,96,PILOT INADVERTANTLY PUT GEAR HANDLE IN UP POSITION WHILE TAXIING. DURING RUNUP TURNED HYDRAULIC ON. GEAR RETRACTED.,TAXIING,part of,PILOT
167,97,"AFTER WORKING ON HOME-BUILT, PILOT TOOK OFF WITHOUT CONNECTING AILERON CONTROLS.                                   ",PILOT,has part,AILERON
168,97,"AFTER WORKING ON HOME-BUILT, PILOT TOOK OFF WITHOUT CONNECTING AILERON CONTROLS.                                   ",AILERON,part of,PILOT
169,98,ENGINE SPUTTERED AND QUIT AT CRUISE. LANDED IN MARSHY AREA AND TIPPED UP ON NOSE. WATER IN FUEL.                   ,WATER IN FUEL,located in the administrative territorial entity,MARSHY AREA
170,99,LOGGING OPNS. CABLE CAUGHT ON L SKID.                                                                              ,COVID-19 pandemic,has effect,COVID-19 pandemic
171,99,LOGGING OPNS. CABLE CAUGHT ON L SKID.                                                                              ,COVID-19 pandemic,has cause,COVID-19 pandemic
172,100,"FLOAT PLANE RIDING LOW IN THE WATER AFTER NORMAL LANDING, SANK. MUST HAVE HAD WATER IN FLOATS, BALL COVERS GONE.   ",SANK,subclass of,FLOAT
173,101,FLOAT STRUT COLLAPSED DURING TAKEOFF RUN. WAS DAMAGED FROM PREVIOUS HARD LANDING. WIRED TO A BRACE BY THE PILOT.   ,TAKEOFF,instance of,FLOAT STRUT
174,102,SPRING LOADED TANK DRAIN VALVE LEFT PARTIALLY OPEN. SPRAY HELICOPTER RAN OUT OF FUEL.                              ,SPRING LOADED TANK DRAIN VALVE,instance of,FUEL
175,103,ENGINE QUIT DUE TO WATER IN THE FUEL SYSTEM.                                                                       ,ENGINE QUIT,part of,FUEL SYSTEM
176,103,ENGINE QUIT DUE TO WATER IN THE FUEL SYSTEM.                                                                       ,FUEL SYSTEM,has part,ENGINE QUIT
177,104,ACORNS LODGED IN CARB AIR BOX ASSEMBLY.                                                                            ,CARB,parent organization,ASSEMBLY
178,104,ACORNS LODGED IN CARB AIR BOX ASSEMBLY.                                                                            ,ASSEMBLY,subsidiary,CARB
179,105,PRECAUTIONARY LANDING DUE TO LOW POWER. CARBURETOR HEAT WAS PARTIALLY OPEN CAUSING AN OVER RICH MIXTURE.           ,LANDING,has effect,MIXTURE
180,105,PRECAUTIONARY LANDING DUE TO LOW POWER. CARBURETOR HEAT WAS PARTIALLY OPEN CAUSING AN OVER RICH MIXTURE.           ,MIXTURE,has cause,LANDING
181,106,"NOSE GEAR COULD NOT BE FULLY EXTENDED, COLLAPSED ON TOUCHDOWN. NOSE GEAR DOORS HAD BEEN LEFT UNHOOKED, JAMMED.     ",NOSE GEAR,use,TOUCHDOWN
182,106,"NOSE GEAR COULD NOT BE FULLY EXTENDED, COLLAPSED ON TOUCHDOWN. NOSE GEAR DOORS HAD BEEN LEFT UNHOOKED, JAMMED.     ",NOSE GEAR,use,TOUCHDOWN
183,107,PILOT RETURNED DUE TO CONTROL PROBLEMS. FOUND THAT THE INBOARD END OF AILERON PUSH ROD WAS NOT CONNECTED.          ,AILERON,has part,PUSH ROD
184,107,PILOT RETURNED DUE TO CONTROL PROBLEMS. FOUND THAT THE INBOARD END OF AILERON PUSH ROD WAS NOT CONNECTED.          ,PUSH ROD,part of,AILERON
185,108,ROPE CAUGHT ON GLIDER WHEEL BRACKET.                                                                               ,ROPE CAUGHT ON,part of,GLIDER
186,108,ROPE CAUGHT ON GLIDER WHEEL BRACKET.                                                                               ,GLIDER,has part,ROPE CAUGHT ON
187,109,OIL PR DROPPED TO ZERO.PLT SHUT DN ENG.WING HIT TREE ADJACENT TO IL CAP NOT SECURED.                               ,PLT,shares border with,IL
188,109,OIL PR DROPPED TO ZERO.PLT SHUT DN ENG.WING HIT TREE ADJACENT TO IL CAP NOT SECURED.                               ,IL,shares border with,PLT
189,110,"LOOSE BATTERY POST,LOSS OF ALTERNATOR EXCITING CURRENT.                                                            ",LOSS OF ALTERNATOR EXCITING CURRENT,facet of,LOOSE BATTERY POST
190,111,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,FORCED LANDING,product or material produced,FUEL
191,111,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,FUEL,manufacturer,FORCED LANDING
192,112,BECAME AIRBORNE AFTER TKOF ABORTED.                                                                                ,BECAME AIRBORNE,replaced by,TKOF
193,112,BECAME AIRBORNE AFTER TKOF ABORTED.                                                                                ,TKOF,replaces,BECAME AIRBORNE
194,113,FLIGHT APPARENTLY TOOK OFF WITH THE REAR CABIN ENTRY DOOR OPEN. DOOR WAS CLOSED IN FLIGHT.                         ,CABIN,has part,DOOR
195,113,FLIGHT APPARENTLY TOOK OFF WITH THE REAR CABIN ENTRY DOOR OPEN. DOOR WAS CLOSED IN FLIGHT.                         ,DOOR,part of,CABIN
196,114,FULL NOSE DOWN TRIM.                                                                                               ,NOSE TRIM,instance of,video game
197,115,"TKOF FROM TRAILER,NO LOAD. R SKID TIEDOWN NOT REMOVED.                                                             ",TKOF,instance of,TRAILER
198,116,PILOT LANDED ON BEACH AFTER NOTING SMOKE AND FUMES IN COCKPIT CAUSED BY GRASS AND DIRT IN ENGINE COMPARTMENT       ,PILOT,uses,ENGINE
199,116,PILOT LANDED ON BEACH AFTER NOTING SMOKE AND FUMES IN COCKPIT CAUSED BY GRASS AND DIRT IN ENGINE COMPARTMENT       ,ENGINE,used by,PILOT
200,117,PILOT LANDED AFTER NOTING OIL ON WINDSHIELD. OIL CAP WAS LOOSE.                                                    ,WINDSHIELD,product or material produced,OIL
201,118,PILOT STRUCK WIRES AFTER ENGINE STOPPED AND STARTED AGAIN AFTER SWITCHING TANK. VENT STOPPED UP BY MUD DAUBERS.    ,ENGINE,has part,TANK
202,118,PILOT STRUCK WIRES AFTER ENGINE STOPPED AND STARTED AGAIN AFTER SWITCHING TANK. VENT STOPPED UP BY MUD DAUBERS.    ,TANK,part of,ENGINE
203,119,ENGINE QUIT AT 250 FEET ON CLIMBOUT. WATER AND OTHER FOREIGN MATERIAL FOUND IN THE GASCOLATOR BOWL.                ,WATER AND OTHER FOREIGN MATERIAL,part of,GASCOLATOR BOWL
204,119,ENGINE QUIT AT 250 FEET ON CLIMBOUT. WATER AND OTHER FOREIGN MATERIAL FOUND IN THE GASCOLATOR BOWL.                ,GASCOLATOR BOWL,has part,WATER AND OTHER FOREIGN MATERIAL
205,120,ENGINE STOPPED SOON AFTER TAKEOFF DUE TO FUEL SELECTOR MOVED BY A PASSENGER DURING LOADING.                        ,TAKEOFF,instance of,ENGINE
206,121,ENGINE STOPPED ON NEWLY PURCHASED AIRPLANE DUE TO WATER IN THE FUEL SYSTEM. HAD BEEN STORED OUTSIDE.               ,AIRPLANE,has part,FUEL
207,121,ENGINE STOPPED ON NEWLY PURCHASED AIRPLANE DUE TO WATER IN THE FUEL SYSTEM. HAD BEEN STORED OUTSIDE.               ,FUEL,part of,AIRPLANE
208,122,MUD DOBBER(WASP)NEST IN FUEL VENT LINE.                                                                            ,MUD DOBBER(WASP),product or material produced,FUEL
209,122,MUD DOBBER(WASP)NEST IN FUEL VENT LINE.                                                                            ,FUEL,manufacturer,MUD DOBBER(WASP)
210,123,NO NARRATIVE.                                                                                                      ,NO NARRATIVE,instance of,film
211,124,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.                                                                       ,LNDD,has part,FLOODED
212,124,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.                                                                       ,LNDD,has part,FIELD
213,124,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.                                                                       ,FLOODED,part of,LNDD
214,124,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.                                                                       ,FLOODED,part of,FIELD
215,124,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.                                                                       ,FIELD,part of,LNDD
216,124,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.                                                                       ,FIELD,part of,FLOODED
217,125,LOSS OF ENGINE POWER AFTER TAKEOFF. LANDED STRAIGHT AHEAD IN OAT FIELD. WATER IN FUEL.                             ,TAKEOFF,product or material produced,FUEL
218,126,PLT INADVERTENTLY MOVED MIXTURE CONTROL TO CUT OFF POSITION WHILEEMPTING TO LEAN MIXTURE.                          ,PLT,has part,MIXTURE
219,126,PLT INADVERTENTLY MOVED MIXTURE CONTROL TO CUT OFF POSITION WHILEEMPTING TO LEAN MIXTURE.                          ,PLT,has part,MIXTURE
220,126,PLT INADVERTENTLY MOVED MIXTURE CONTROL TO CUT OFF POSITION WHILEEMPTING TO LEAN MIXTURE.                          ,MIXTURE,part of,PLT
221,126,PLT INADVERTENTLY MOVED MIXTURE CONTROL TO CUT OFF POSITION WHILEEMPTING TO LEAN MIXTURE.                          ,MIXTURE,part of,PLT
222,127,"PILOT DEPARTED WITH INOPERATIVE RADIO, THEN UNABLE TO FIND DESTINATION. WHEN NEARLY OUT OF FUEL FOUND AN AIRPORT.  ",FUEL,instance of,AIRPORT
223,128,ACFT BEING FERRIED FOR MAINT. SEAT RETAINERS MISSING.                                                              ,FERRIED,said to be the same as,MAINT
224,128,ACFT BEING FERRIED FOR MAINT. SEAT RETAINERS MISSING.                                                              ,MAINT,said to be the same as,FERRIED
225,129,"AIRCRAFT VEERED LEFT DURING TAKEOFF, GOT AIRBORNE. NOSE GEAR DID NOT CENTER DUE TO INFLATION AND CAM ADJUSTMENT    ",TAKEOFF,instance of,AIRBORNE
226,130,FLIGHT HAD FILED IFR BUT TOOK OFF VFR. WAS CONSIDERED A RADIO FAILURE BY ATC. ALSO CARGO DOOR WAS OPENED ON TAKEOFF,IFR,opposite of,VFR
227,130,FLIGHT HAD FILED IFR BUT TOOK OFF VFR. WAS CONSIDERED A RADIO FAILURE BY ATC. ALSO CARGO DOOR WAS OPENED ON TAKEOFF,VFR,opposite of,IFR
228,131,PILOT REFUELED FROM A 55 GAL DRUM AND DID NOT CHECK FOR WATER. ENGINE QUIT ON TAKEOFF DUE TO WATER IN THE FUEL.    ,TAKEOFF,elevation above sea level,55
229,132,STUDENT PILOT LOST POWER ON TAKEOFF DUE TO MAIN FUEL SUMP LEFT OPEN DURING PREFLIGHT.OVERSHOT ON AIRPORT LANDING   ,TAKEOFF,instance of,AIRPORT
230,133,STUDENT PILOT RAN OUT OF FUEL. IT IS LIKELY THAT THE FUEL DRAIN WAS RUNNING AND NOT DETECTED.                      ,FUEL DRAIN,facet of,FUEL
231,134,FLIGHT RETURNED AFTER OIL LOSS. PILOT FAILED TO SECURE OIL STICK.                                                  ,PILOT FAILED TO SECURE OIL STICK,product or material produced,OIL
232,135,RAN OFF SIDE OF RUNWAY AFTER LOOSE WHEEL FAIRING JAMMED TIRE ON TAKEOFF.                                           ,RAN OFF SIDE OF RUNWAY,located in the administrative territorial entity,TAKEOFF
233,136,"LEFT GEAR COLLAPSED ON ROLL OUT, HYDRAULIC SYSTEM LOW ON FLUID.                                                    ",LEFT GEAR COLLAPSED ON ROLL OUT,part of,HYDRAULIC SYSTEM LOW ON FLUID
234,136,"LEFT GEAR COLLAPSED ON ROLL OUT, HYDRAULIC SYSTEM LOW ON FLUID.                                                    ",HYDRAULIC SYSTEM LOW ON FLUID,has part,LEFT GEAR COLLAPSED ON ROLL OUT
235,137,FORCED LANDING AFTER ENGINE QUIT. DRAINED WATER FROM FUEL TANK.                                                    ,FUEL TANK,instance of,ENGINE
236,138,GEAR RETRACTED ON TAKEOFF. FOUND FAULTY GEAR ACTUATOR SWITCH.                                                      ,TAKEOFF,product or material produced,GEAR
237,139,15 MINUTES AFTER TAKEOFF AIRCRAFT WAS LANDED ON GOLF COURSE DUE TO FUEL EXHAUSTION.                                ,TAKEOFF,significant event,FUEL EXHAUSTION
238,139,15 MINUTES AFTER TAKEOFF AIRCRAFT WAS LANDED ON GOLF COURSE DUE TO FUEL EXHAUSTION.                                ,FUEL EXHAUSTION,participant,TAKEOFF
239,140,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.        ",LANDING,different from,BROKE
240,140,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.        ",BROKE,different from,LANDING
241,141,UNABLE TO EXTEND NOSE GEAR BEFORE LANDING. GEAR WAS JAMMED DUE TO DEFLATED NOSE GEAR STRUT.                        ,NOSE GEAR,has part,DEFLATED NOSE GEAR STRUT
242,141,UNABLE TO EXTEND NOSE GEAR BEFORE LANDING. GEAR WAS JAMMED DUE TO DEFLATED NOSE GEAR STRUT.                        ,DEFLATED NOSE GEAR STRUT,part of,NOSE GEAR
243,141,UNABLE TO EXTEND NOSE GEAR BEFORE LANDING. GEAR WAS JAMMED DUE TO DEFLATED NOSE GEAR STRUT.                        ,DEFLATED NOSE GEAR STRUT,part of,NOSE GEAR
244,141,UNABLE TO EXTEND NOSE GEAR BEFORE LANDING. GEAR WAS JAMMED DUE TO DEFLATED NOSE GEAR STRUT.                        ,NOSE GEAR,has part,DEFLATED NOSE GEAR STRUT
245,142,FORCED LANDING AFTER POWER LOSS. HELICOPTER HAD BEEN SERVICED WITH JET FUEL.                                       ,JET FUEL,significant event,POWER LOSS
246,143,WING FLOATS DAMAGED ON LANDING. NOSE GAR DOOR LINKAGE HAD BROKEN CAUSING SHARP TURN.                               ,NOSE GAR,subclass of,LINKAGE
247,144,ABORTED TAKEOFF WHEN FRONT BAGGAGE DOOR POPPED OPEN.                                                               ,TAKEOFF,said to be the same as,BAGGAGE
248,144,ABORTED TAKEOFF WHEN FRONT BAGGAGE DOOR POPPED OPEN.                                                               ,TAKEOFF,said to be the same as,POPPED
249,144,ABORTED TAKEOFF WHEN FRONT BAGGAGE DOOR POPPED OPEN.                                                               ,BAGGAGE,said to be the same as,TAKEOFF
250,144,ABORTED TAKEOFF WHEN FRONT BAGGAGE DOOR POPPED OPEN.                                                               ,BAGGAGE,said to be the same as,POPPED
251,144,ABORTED TAKEOFF WHEN FRONT BAGGAGE DOOR POPPED OPEN.                                                               ,POPPED,said to be the same as,TAKEOFF
252,144,ABORTED TAKEOFF WHEN FRONT BAGGAGE DOOR POPPED OPEN.                                                               ,POPPED,said to be the same as,BAGGAGE
253,145,"EXPLOSION HEARD DURING ENGINE START, PILOT MISTOOK FOR BACKFIRE, BEGAN FLIGHT. LATER FOUND EXHAUST TUNNELS DAMAGED.",PILOT,has part,ENGINE
254,145,"EXPLOSION HEARD DURING ENGINE START, PILOT MISTOOK FOR BACKFIRE, BEGAN FLIGHT. LATER FOUND EXHAUST TUNNELS DAMAGED.",ENGINE,part of,PILOT
255,146,PILOT UNABLE TO GET THE NOSE WHEEL DOWN. A TOW BAR WAS WEDGED INTO THE WHEEL WELL.                                 ,TOW BAR,has part,NOSE WHEEL
256,146,PILOT UNABLE TO GET THE NOSE WHEEL DOWN. A TOW BAR WAS WEDGED INTO THE WHEEL WELL.                                 ,NOSE WHEEL,part of,TOW BAR
257,147,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,FORCED LANDING,product or material produced,FUEL
258,147,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,FUEL,manufacturer,FORCED LANDING
259,148,AIRCRAFT STRUCK DITCH WHILE TAXIING AT NIGHT WITHOUT TAXI LIGHT. BATTERY WAS TOO WEAK DUE TO GENERATOR FAILURE.    ,TAXI,different from,TAXI LIGHT
260,148,AIRCRAFT STRUCK DITCH WHILE TAXIING AT NIGHT WITHOUT TAXI LIGHT. BATTERY WAS TOO WEAK DUE TO GENERATOR FAILURE.    ,TAXI LIGHT,different from,TAXI
261,149,"WHILE TAXIING TO MAINTENANCE HANGAR, PILOT LOST NOSE WHEEL STEERING. WINGTIP HIT HANGAR, CAUGHT ON FIRE.           ",HANGAR,subclass of,TAXIING
262,149,"WHILE TAXIING TO MAINTENANCE HANGAR, PILOT LOST NOSE WHEEL STEERING. WINGTIP HIT HANGAR, CAUGHT ON FIRE.           ",HANGAR,subclass of,TAXIING
263,150,ENGINE SHUTDOWN DUE TO SMOKE FROM NACELLE. GEAR RETRACTED ON LANDING ROLLOUT.                                      ,NACELLE,significant event,ENGINE SHUTDOWN
264,151,PILOT WAS AWARE OF EXCESSIVE WATER IN FUEL.                                                                        ,PILOT WAS AWARE,facet of,FUEL
265,152,AIRCRAFT HAD TOTAL ELECTRICAL FAILURE ON FINAL. GEAR PARTIALLY EXTENDED AND COLLAPSED ON TOUCHDOWN.                ,AIRCRAFT HAD TOTAL ELECTRICAL FAILURE,product or material produced,GEAR
266,152,AIRCRAFT HAD TOTAL ELECTRICAL FAILURE ON FINAL. GEAR PARTIALLY EXTENDED AND COLLAPSED ON TOUCHDOWN.                ,GEAR,product or material produced,AIRCRAFT HAD TOTAL ELECTRICAL FAILURE
267,153,GENERATOR SHORTING.                                                                                                ,GENERATOR SHORTING,country,Canada
268,154,ACFT STRUCK COM POLES & CONCRETE WALL & BURNED. NO 4 ROD ASY (PN 41A2) FAILED FOR UNKN RSN.                        ,NO 4 ROD ASY,replaced by,UNKN RSN
269,154,ACFT STRUCK COM POLES & CONCRETE WALL & BURNED. NO 4 ROD ASY (PN 41A2) FAILED FOR UNKN RSN.                        ,UNKN RSN,replaces,NO 4 ROD ASY
270,155,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER,has part,TRAILER
271,155,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER,has part,TRAILER
272,155,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,TRAILER,part of,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAIDED HEPER
273,155,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,TRAILER,part of,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TETHERED HEPER
274,156,DMGD WING & AILERON DRG PREVIOUS LDG.                                                                              ,DMGD WING,instance of,LDG
275,157,"ENGINE LOST POWER AFTER LIFTOFF, LANDED GEAR UP ON THE TAKEOFF RUNWAY. HAD BEEN TOPPED OFF WITH JET FUEL.          ",LIFTOFF,location,TAKEOFF
276,158,ENGINE QUIT AFTER LIFTOFF DUE TO WATER IN FUEL. LANDED ON REMAINING RUNWAY GEAR UP.                                ,LIFTOFF,facet of,ENGINE
277,159,AIRCRAFT FAILED TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE. STRUCK A FENCE AND WENT INVERTED.                      ,AIRCRAFT FAILED TO CLIMB,has cause,ICE
278,159,AIRCRAFT FAILED TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE. STRUCK A FENCE AND WENT INVERTED.                      ,ICE,has effect,AIRCRAFT FAILED TO CLIMB
279,160,BAGGAGE CART WAS BLOWN INTO PARKED AIRCRAFT BY JET BLAST. BRAKES WERE INOPERATIVE ON CART.                         ,BAGGAGE CART,participant in,JET BLAST
280,160,BAGGAGE CART WAS BLOWN INTO PARKED AIRCRAFT BY JET BLAST. BRAKES WERE INOPERATIVE ON CART.                         ,JET BLAST,participant,BAGGAGE CART
281,161,RAN OFF SIDE OF TAXIWAY AT NIGHT. LANDING LIGHT INOPERATIVE.                                                       ,LANDING LIGHT INOPERATIVE,located in the administrative territorial entity,TAXIWAY
