c5_id,c119_input,entities,labels_raw,labels,confidence
19790726019139A,ENGINE ACCESS DOOR CAME LOSE AND ENGINE SPUTTERED AFTER TAKE OFF. INSTRUCTOR ATTEMPED 180 BACK TO RUNWAY. UNABLE.  ,180,"[{'value': 'CARDINAL', 'confidence': 0.9999942779541016}]",CARDINAL,0.9999942779541016
19790726019139A,ENGINE ACCESS DOOR CAME LOSE AND ENGINE SPUTTERED AFTER TAKE OFF. INSTRUCTOR ATTEMPED 180 BACK TO RUNWAY. UNABLE.  ,RUNWAY,"[{'value': 'FAC', 'confidence': 0.9612013697624207}]",FAC,0.9612013697624207
19790703018439I,ENGINE STOPPED SHORTLY AFTER TAKE-OFF. AIRCRAFT STRUCK RUNWAY GEAR UP. PILOT DRAINED 3 QUARTS OF WATER FROM TANKS. ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.99993896484375}]",ORG,0.99993896484375
19790703018439I,ENGINE STOPPED SHORTLY AFTER TAKE-OFF. AIRCRAFT STRUCK RUNWAY GEAR UP. PILOT DRAINED 3 QUARTS OF WATER FROM TANKS. ,3 QUARTS,"[{'value': 'CARDINAL', 'confidence': 0.9920045435428619}]",CARDINAL,0.9920045435428619
19790823023209I,AIRCRAFT RAN OFF RUNWAY DURING LANDING ROLL. BRAKE DISC PADS TOTALLY WORN.                                         ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.999945878982544}]",PRODUCT,0.999945878982544
19790817031829I,ZA ZG STUDENT PILOT RAN OUT OF GAS AFTER 1 HOUR FLIGHT. FUEL GAUGES ALSO READ INCORRECTLY.                         ,1 HOUR,"[{'value': 'TIME', 'confidence': 0.9999776482582092}]",TIME,0.9999776482582092
19790820032669I,WHILE EN ROUTE OIL PRESSURE DROPPED TO 10 PSI. LANDED ON HIGHWAY AND FOUND OIL CAP HAD NOT BEEN PROPERLY SEATED.   ,10 PSI,"[{'value': 'QUANTITY', 'confidence': 0.9999915957450867}]",QUANTITY,0.9999915957450867
19790718019229I,GROUND STAND BAGGAGE CART WITH INOPERATIVE BRAKES ROLLED INTO SIDE OF PARKED AIRCRAFT. 9 INCH TEAR IN FUSELAGE.    ,9 INCH,"[{'value': 'QUANTITY', 'confidence': 0.999986469745636}]",QUANTITY,0.999986469745636
19790829023019A,ENGINE STOPPED DURING SPRAY RUN. LANDED IN SOYBEAN FIELD. FLIPPED OVER. WATER IN FUEL.                             ,SOYBEAN FIELD,"[{'value': 'LOC', 'confidence': 0.9965812563896179}]",LOC,0.9965812563896179
19790716019189I,AIRSTAIR DOOR CAME OPEN AFTER TAKEOFF. DURING LANDING DOOR DRUG ON RUNWAY TEARING LOOSE FROM AIRCRAFT.             ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.818558394908905}]",PRODUCT,0.818558394908905
19790929049639I,GEAR COLLAPSED 200 FEET AFTER START OF TAKEOFF RUN. SELECTOR SWITCH FOUND NOT IN THE FULL DOWN POSITION.           ,200 FEET,"[{'value': 'QUANTITY', 'confidence': 0.9999909996986389}]",QUANTITY,0.9999909996986389
19791108054919I,"COCKPIT DOOR PARTIALLY OPENED AT ROTATION. PILOT ABORTED, RAN OFF END OF RUNWAY. PROP AND ONE MAIN GEAR DAMAGED.   ",ONE,"[{'value': 'CARDINAL', 'confidence': 0.9364689588546753}]",CARDINAL,0.9364689588546753
19791102034159A,PILOT ATTEMPTED 180 DEGREE TURN WHEN ENGINE FAILED AFTER TAKEOFF. ENGINE FAILURE ATTRIBUTED TO WATR IN FUEL.       ,180 DEGREE,"[{'value': 'QUANTITY', 'confidence': 0.9999696612358093}]",QUANTITY,0.9999696612358093
19791014005659A,STUDENT PILOT CARRYING PASSENGERS CRASHED SHORTLY AFTER TAKEOFF. WATER FOUND IN STRAINER. AIRCRAFT OUT OF LICENSE  ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9999947547912598}]",ORG,0.9999947547912598
19790929042239I,TAXIED INTO UNMARKED MANHOLE NEAR UNLIGHTED TAXIWAY. AIRPLANES LANDING/TAXI LIGHT INOPERATIVE.                     ,TAXIWAY,"[{'value': 'FAC', 'confidence': 0.9998618364334106}]",FAC,0.9998618364334106
19791023031609A,ENGINE RAN ROUGH. STUDENT PILOT MISSED 1ST LANDING APPROCH. ENGINE QUIT ON BASE ON 2ND TRY. HIT TREES.             ,1ST,"[{'value': 'ORDINAL', 'confidence': 0.9999337196350098}]",ORDINAL,0.9999337196350098
19791023031609A,ENGINE RAN ROUGH. STUDENT PILOT MISSED 1ST LANDING APPROCH. ENGINE QUIT ON BASE ON 2ND TRY. HIT TREES.             ,2ND,"[{'value': 'ORDINAL', 'confidence': 0.9999699592590332}]",ORDINAL,0.9999699592590332
19791222048699I,FLIGHT DIVERTED FOR ADDITIONAL FUEL. AIRCRAFT WAS IMPROPERLY FUELED FOR DEPARTURE.                                 ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.5074940323829651}]",PRODUCT,0.5074940323829651
19791129033509A,TRIED TAKEOFF FROM TRAILER. SKID TIEDOWN FELL BACK IN PLACE. HELICOPTER ROLLED OVER OFF TRAILER.                   ,SKID,"[{'value': 'ORG', 'confidence': 0.9962494969367981}]",ORG,0.9962494969367981
19791129033509A,TRIED TAKEOFF FROM TRAILER. SKID TIEDOWN FELL BACK IN PLACE. HELICOPTER ROLLED OVER OFF TRAILER.                   ,TIEDOWN,"[{'value': 'PRODUCT', 'confidence': 0.9209326505661011}]",PRODUCT,0.9209326505661011
19800114013749I,"DURING COPILOT LANDING, HE REVERSED ONE PROP MORE THAN OTHER.                                                      ",ONE,"[{'value': 'CARDINAL', 'confidence': 0.9999898672103882}]",CARDINAL,0.9999898672103882
19800113015049I,PILOT TAXIED TO NORMAL TIE DOWN AREA AND AIRCRAFT SANK INTO MUD.                                                   ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9999163150787354}]",ORG,0.9999163150787354
19800120016369I,AIRCRAFT DIVERTED TO LOS ANGELES DUE TO STICKING FLAP. LUBRICATED FLAP JACKSCREW. RETURNED TO SERVICE.             ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9999912977218628}]",ORG,0.9999912977218628
19800120016369I,AIRCRAFT DIVERTED TO LOS ANGELES DUE TO STICKING FLAP. LUBRICATED FLAP JACKSCREW. RETURNED TO SERVICE.             ,LOS ANGELES,"[{'value': 'GPE', 'confidence': 0.999985933303833}]",GPE,0.999985933303833
19800128019739I,SHOOTING TOUCH & GO LANDINGS. TEMPERATURE 16 BELOW ZERO FAHRENHEIT. ENGINE STOPPED. ICE CRYSTALS FOUND IN FUEL.    ,16,"[{'value': 'CARDINAL', 'confidence': 0.9995470643043518}]",CARDINAL,0.9995470643043518
19800128019739I,SHOOTING TOUCH & GO LANDINGS. TEMPERATURE 16 BELOW ZERO FAHRENHEIT. ENGINE STOPPED. ICE CRYSTALS FOUND IN FUEL.    ,BELOW ZERO FAHRENHEIT,"[{'value': 'QUANTITY', 'confidence': 0.7964977820714315}]",QUANTITY,0.7964977820714315
19800127019329I,FORCED LANDING FROM ENGINE FAILURE. DESCREPANCY HAD BEEN WRITTEN UP AND AERO CLUB CAUTIONED ABOUT NEEDED MAINT.    ,AERO CLUB,"[{'value': 'ORG', 'confidence': 0.9998495876789093}]",ORG,0.9998495876789093
19800217031679I,ENGINE LOST RPM DUE TO WATER IN FUEL TANKS AND FUEL SYSTEM. AIRCRAFT STRUCK FENCE DURING FORCED LANDING.           ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9999469518661499}]",ORG,0.9999469518661499
19800215002609A,TRIED TO TAKE OFF WITH EXTERNAL LOAD. LINE CAUGHT ON A SKID. LOST CONTROL OF AIRCRAFT. AIRCRAFT NOSE-DIVED.        ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9999923706054688}]",ORG,0.9999923706054688
19800215002609A,TRIED TO TAKE OFF WITH EXTERNAL LOAD. LINE CAUGHT ON A SKID. LOST CONTROL OF AIRCRAFT. AIRCRAFT NOSE-DIVED.        ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9999942779541016}]",ORG,0.9999942779541016
19800319040039I,"POWER LOSS ONE HOUR AFTER DEPARTURE, CAUSED BY LOSS OF OIL. LOOSE B-NUT ON OIL LINE AT OIL COOLER.                 ",ONE HOUR,"[{'value': 'TIME', 'confidence': 0.9995333254337311}]",TIME,0.9995333254337311
19800331045949I,ON TAKEOFF ROLL AT 60 MPH RIGHT MAIN GEAR STRUCK A WATER FILLED POTHOLE. FLIGHT ABORTED.                           ,60 MPH,"[{'value': 'QUANTITY', 'confidence': 0.9999909400939941}]",QUANTITY,0.9999909400939941
19800225005279A,SEAT SLID BACKWARDS DURING TAXI FOR TAKEOFF. PILOT UNABLE TO REACH CONTROLS. AIRPLANE RAN INTO A DITCH.            ,SEAT,"[{'value': 'ORG', 'confidence': 0.911676287651062}]",ORG,0.911676287651062
19800328007979A,"PILOT RAN OUT OF FUEL. TRIED LANDING ON ROAD, HIT CAR. KILLED TWO PERSONS. PILOT HAD BEEN DRINKING.                ",TWO,"[{'value': 'CARDINAL', 'confidence': 0.9999964237213135}]",CARDINAL,0.9999964237213135
19800410050199I,WHEEL CAME OFF ON LANDING. OWNER HAD REMOVED BRAKE ASSEMBLY DAY PREVIOUS.                                          ,DAY PREVIOUS,"[{'value': 'DATE', 'confidence': 0.9999907612800598}]",DATE,0.9999907612800598
19800604051679I,"STUDENT PREFLIGHTED PLANE. STATED GAS TANKS FULL. AFTER 1.2 HOURS, RAN OUT OF GAS. LANDED IN FIELD.                ",1.2 HOURS,"[{'value': 'TIME', 'confidence': 0.9999818205833435}]",TIME,0.9999818205833435
19800615052619I,AIRCRAFT RAN OFF EDGE OF TAXIWAY AT NIGHT. AIRCRAFT TAXI LIGHT INOPERATIVE.                                        ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.998450756072998}]",ORG,0.998450756072998
19800615052619I,AIRCRAFT RAN OFF EDGE OF TAXIWAY AT NIGHT. AIRCRAFT TAXI LIGHT INOPERATIVE.                                        ,TAXIWAY,"[{'value': 'GPE', 'confidence': 0.9999926090240479}]",GPE,0.9999926090240479
19800615052619I,AIRCRAFT RAN OFF EDGE OF TAXIWAY AT NIGHT. AIRCRAFT TAXI LIGHT INOPERATIVE.                                        ,NIGHT,"[{'value': 'TIME', 'confidence': 0.9999419450759888}]",TIME,0.9999419450759888
19800615052619I,AIRCRAFT RAN OFF EDGE OF TAXIWAY AT NIGHT. AIRCRAFT TAXI LIGHT INOPERATIVE.                                        ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9996123909950256}]",ORG,0.9996123909950256
19800429039119A,"ON TAXIWAY, RUNWAY FELL APART, LEAVING A BIG HOLE. PLANE NOSE WHEEL FELL INTO THE HOLE.                            ",TAXIWAY,"[{'value': 'FAC', 'confidence': 0.9998655319213867}]",FAC,0.9998655319213867
19800421009329A,BEGAN GEAR RETRACTION ON CLIMBOUT WITH EMERGENCY GEAR HANDLE ENGAGED. DISTRACTEDPILOT. PROPS & STEP HIT RUNWAY.    ,BEGAN,"[{'value': 'ORG', 'confidence': 0.9866905212402344}]",ORG,0.9866905212402344
19800819039089A,ENGINE FAILED AFTER TAKEOFF. AIRCRAFT CRASHED INTO TREES.                                                          ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9991834759712219}]",PRODUCT,0.9991834759712219
19800717026269A,"LIFTED EXTERNAL LOAD. LONG LINE CAUGHT ON SKID, PULLED HELICOPTER DOWN INTO TREES. FAILED TO DUMP LOAD.            ",SKID,"[{'value': 'PRODUCT', 'confidence': 0.8488717079162598}]",PRODUCT,0.8488717079162598
19800711024979A,PILOT DID NOT DO A COMPLETE PREFLIGHT. CONTROL WAS LOCKED ON TAKEOFF. PLANE CRASHED AFTER LIFTOFF FROM RUNWAY.     ,RUNWAY,"[{'value': 'FAC', 'confidence': 0.9916121959686279}]",FAC,0.9916121959686279
19800716027379A,FIRST FLIGHT AFTER REPAIRS. LOST CONTROL ON CLIMBOUT. FOUND AILERON QUICK DISCONNECTS NOT CONNECTED.               ,FIRST,"[{'value': 'ORDINAL', 'confidence': 0.9999828338623047}]",ORDINAL,0.9999828338623047
19800711025329A,STUDENT PILOT TAXIING FOR TAKEOFF LOST CONTROL AND CRASHED INTO DITCH OFF SIDE OF TAXIWAY.                         ,TAXIWAY,"[{'value': 'FAC', 'confidence': 0.9997199177742004}]",FAC,0.9997199177742004
19800828077119I,"ENGINE POWER LOSS AFTER TAKEOFF, LANDED IN CANE FIELD. SUSPECT FUEL CONTAMINATION.                                 ",CANE FIELD,"[{'value': 'GPE', 'confidence': 0.9932621717453003}]",GPE,0.9932621717453003
19801001089029I,AIRCRAFT BEGAN TO POP AND SPUTTER AFTER LIFTOFF. LANDED IN FIELD.INLET FUEL SCREEN CHAMBER FULL OF WATER.          ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9992187023162842}]",PRODUCT,0.9992187023162842
19801002072439I,ZN PILOT DID NOT GET GREEN LIGHTS WITH GEAR EXTENSION AND DID NOT TRY TO EXTEND MANUALLY. GEAR COLLAPSED ON LANDING,ZN PILOT,"[{'value': 'PRODUCT', 'confidence': 0.9999769926071167}]",PRODUCT,0.9999769926071167
19801009081049I,PILOT STARTED TO TAXI FROM TIEDOWN SPOT WHEN RIGHT BRAKE FAILED. AIRCRAFT STRUCK PARKED AIRCRAFT.                  ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9999440908432007}]",ORG,0.9999440908432007
19801009081049I,PILOT STARTED TO TAXI FROM TIEDOWN SPOT WHEN RIGHT BRAKE FAILED. AIRCRAFT STRUCK PARKED AIRCRAFT.                  ,AIRCRAFT,"[{'value': 'FAC', 'confidence': 0.44485586881637573}]",FAC,0.44485586881637573
19801013077609I,"EMERGENCY LANDING DUE TO LOSS OF OIL. AIRCRAFT JUST SERVICED, OIL CAP NOT SECURED, PILOT FAILED TO CHECK.          ",AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9999737739562988}]",PRODUCT,0.9999737739562988
19801101078729I,"AIRCRAFT LOST BRAKE WHILE MAKING LEFT TURN. ON APPLICATION OF RIGHT BRAKE,AIRCRAFT LEFT RUNWAY AND STRUCK TREES.   ",AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9968383312225342}]",ORG,0.9968383312225342
19800923070849I,"TOOK OFF WITH ONE GENERATOR INOPERATIVE, THE OTHER THEN FAILED, CAUSING INSUFFICIENT POWER TO LOCK LANDING GEAR.   ",ONE,"[{'value': 'CARDINAL', 'confidence': 0.9999927282333374}]",CARDINAL,0.9999927282333374
19801026075989I,AIRCRAFT TOOK OFF WITH WING TIP MISSING.                                                                           ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9999935626983643}]",ORG,0.9999935626983643
19800926071449I,UNSCHEDULED LANDING AFTER CABLE BLEW INTO TAIL ROTOR CAUSING IT TO SEPERATE AIRCRAFT.                              ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.6126661896705627}]",ORG,0.6126661896705627
19801116083749I,FORCED LANDING AFTER ONE ENGINE QUIT;FOUND ICE IN AUXILIARY FUEL SYSTEM.                                           ,ONE,"[{'value': 'CARDINAL', 'confidence': 0.8098011016845703}]",CARDINAL,0.8098011016845703
19801219084719I,"ZG PILOT COULD NOT KEEP RIGHT ENGINE RUNNING.  ON INSPECTION, WATER FOUND IN FUEL.                                 ",ZG PILOT,"[{'value': 'PRODUCT', 'confidence': 0.9802773296833038}]",PRODUCT,0.9802773296833038
19801223085169I,AIRCRAFT TAXIING ONTO RUNWAY FOR TAKEOFF HIT A LARGE UNMARKED HOLE ON EDGE OF RUNWAY AND RUNWAY INTERSECTION.      ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.40844571590423584}]",ORG,0.40844571590423584
19801223085169I,AIRCRAFT TAXIING ONTO RUNWAY FOR TAKEOFF HIT A LARGE UNMARKED HOLE ON EDGE OF RUNWAY AND RUNWAY INTERSECTION.      ,RUNWAY,"[{'value': 'FAC', 'confidence': 0.993653416633606}]",FAC,0.993653416633606
19801223085169I,AIRCRAFT TAXIING ONTO RUNWAY FOR TAKEOFF HIT A LARGE UNMARKED HOLE ON EDGE OF RUNWAY AND RUNWAY INTERSECTION.      ,RUNWAY,"[{'value': 'FAC', 'confidence': 0.9996151924133301}]",FAC,0.9996151924133301
19801223085169I,AIRCRAFT TAXIING ONTO RUNWAY FOR TAKEOFF HIT A LARGE UNMARKED HOLE ON EDGE OF RUNWAY AND RUNWAY INTERSECTION.      ,RUNWAY,"[{'value': 'FAC', 'confidence': 0.9985520243644714}]",FAC,0.9985520243644714
19801227089509I,ZA ZG ZK NOSE WHEEL AND LOWER STRUT SEPARATED FROM THE AIRCRAFT AFTER LIFT OFF DUE TO A BROKEN AND MISSING BOLT.   ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9826200604438782}]",PRODUCT,0.9826200604438782
19810216012039I,ZG CABIN FILLED WITH SMOKE. AIRCRAFT RETURNED. FOUND PIECE OF CHARREL CLOTH FROM ENGINE PLUG LAYING ON EXHAUST.    ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9999278783798218}]",PRODUCT,0.9999278783798218
19801207087329I,RAN OFF END OF ICY RUNWAY AFTER ABORTING TAKEOFF. FOUND FROST ON AIRCRAFT.                                         ,ICY RUNWAY,"[{'value': 'FAC', 'confidence': 0.9997897744178772}]",FAC,0.9997897744178772
19801207087329I,RAN OFF END OF ICY RUNWAY AFTER ABORTING TAKEOFF. FOUND FROST ON AIRCRAFT.                                         ,AIRCRAFT,"[{'value': 'FAC', 'confidence': 0.5604129433631897}]",FAC,0.5604129433631897
19810203002549A,ENGINE STOPPED ON FINAL APPROACH. AIRCRAFT CRASHED WHEN PILOT ATTEMPTED EMERGENCY LANDING. FUEL CONTAMINATION.     ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9991567134857178}]",PRODUCT,0.9991567134857178
19801209089649I,ZE NOSE WHEEL STEERING DAMAGED BY A 3 INCH VERTICAL RIDGE IN NEWLY LAID RUNWAY SURFACE. SURFACE NOT COMPLIANCE 139 ,3 INCH,"[{'value': 'QUANTITY', 'confidence': 0.9999934434890747}]",QUANTITY,0.9999934434890747
19801209089649I,ZE NOSE WHEEL STEERING DAMAGED BY A 3 INCH VERTICAL RIDGE IN NEWLY LAID RUNWAY SURFACE. SURFACE NOT COMPLIANCE 139 ,139,"[{'value': 'CARDINAL', 'confidence': 0.9999942779541016}]",CARDINAL,0.9999942779541016
19801225078089A,FORGOT TO REMOVE WHEELS & TOWBAR PRIOR TO FLIGHT. TOWBAR STRUCK GROUND FIRST ON LANDING. HELICOPTER ROLLED OVER.   ,TOWBAR,"[{'value': 'PRODUCT', 'confidence': 0.9210845232009888}]",PRODUCT,0.9210845232009888
19801225078089A,FORGOT TO REMOVE WHEELS & TOWBAR PRIOR TO FLIGHT. TOWBAR STRUCK GROUND FIRST ON LANDING. HELICOPTER ROLLED OVER.   ,TOWBAR,"[{'value': 'PRODUCT', 'confidence': 0.9997207522392273}]",PRODUCT,0.9997207522392273
19801225078089A,FORGOT TO REMOVE WHEELS & TOWBAR PRIOR TO FLIGHT. TOWBAR STRUCK GROUND FIRST ON LANDING. HELICOPTER ROLLED OVER.   ,FIRST,"[{'value': 'ORDINAL', 'confidence': 0.9708077311515808}]",ORDINAL,0.9708077311515808
19810315025039I,ENROUTE PILOT SMELLED SMOKE AND SAW FIRE IN AFT PART OF AIRCRAFT. EMERGENCY LANDING. BATTERY BURNED. NO BATTERY LID,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9999905824661255}]",PRODUCT,0.9999905824661255
19810516026109A,"FAILED TO LOCK CANOPY BEFORE TAKEOFF. CANOPY CAME OPEN. LOST CONTROL. LANDED IN MUDDY FIELD, FLIPPED OVER.         ",MUDDY FIELD,"[{'value': 'LOC', 'confidence': 0.9999821186065674}]",LOC,0.9999821186065674
19810424018779A,SPOILERS WERE DEPLOYED ON CLIMBOUT ON GLIDER. TOW PILOT RELEASED GLIDER TO CLEAR WIRES. GLIDER CRASHED.            ,CLEAR WIRES,"[{'value': 'LOC', 'confidence': 0.9998859763145447}]",LOC,0.9998859763145447
19810718058739I,AIRCRAFT TOUCHED DOWN ON CONCRETE PART OF DRAINAGE AREA ON NEW AIRPORT. DAMAGED GEAR PROPELLER AND WING.           ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.99996018409729}]",ORG,0.99996018409729
19810710059589I,ZA AFTER TAKEOFF PIECE OF COWLING DEPARTED AIRCRAFT. RETURNED. FOUND LATCHES HAD NOT BEEN SECURED PROPERLY.        ,ZA,"[{'value': 'PERSON', 'confidence': 0.8978300094604492}]",PERSON,0.8978300094604492
19810801064069I,"ZA FUEL LEAKING IN FLIGHT,RETURNED, DURING LANDING NOSE GEAR WALKING BEAM FAILED. WALKING BEAM PN 1-261.           ",BEAM,"[{'value': 'PRODUCT', 'confidence': 0.7040907740592957}]",PRODUCT,0.7040907740592957
19810801064069I,"ZA FUEL LEAKING IN FLIGHT,RETURNED, DURING LANDING NOSE GEAR WALKING BEAM FAILED. WALKING BEAM PN 1-261.           ",1-261,"[{'value': 'CARDINAL', 'confidence': 0.9920742511749268}]",CARDINAL,0.9920742511749268
19810627056699I,"DURING TAXI AT NIGHT STRUCK UNLIGHTED RUNWAY LIGHT, DAMAGING 2 BLADES ON RIGHT PROPELLER.                          ",2,"[{'value': 'CARDINAL', 'confidence': 0.9999911785125732}]",CARDINAL,0.9999911785125732
19810731058459A,PILOT TOOK OFF WITH CONTROL LOCK ON AND CRASHED AFTER CLIMBING TO ALTITUDE OF FORTY FEET.                          ,FORTY FEET,"[{'value': 'QUANTITY', 'confidence': 0.9999867081642151}]",QUANTITY,0.9999867081642151
19810727060849A,TRIED TO TAKE OFF WITH TIEDOWN ROPE ATTACHED TO SKID. LOST CONTROL. HELICOPTER ROLLED OFF TOP OF BUILDING.         ,SKID,"[{'value': 'PRODUCT', 'confidence': 0.71990966796875}]",PRODUCT,0.71990966796875
19810625036259A,"TRIED TO TAKEOFF FROM TRAILER-BED WITH ONE SKID TIE-DOWN STILL FASTENED. HELICOPTER TOPPLED OVER, HIT GROUND CREW. ",ONE,"[{'value': 'CARDINAL', 'confidence': 0.988664984703064}]",CARDINAL,0.988664984703064
19810814063719I,ZA ZG ZH ZK HEAVY RAIN WITH OIL ON WINDSHIELD. LANDED OK. NO OIL LEAKS. ALSO NON COMPLIANCE WITH 91.27 AND 91.31.  ,91.27,"[{'value': 'LAW', 'confidence': 0.9983580708503723}]",LAW,0.9983580708503723
19810814063719I,ZA ZG ZH ZK HEAVY RAIN WITH OIL ON WINDSHIELD. LANDED OK. NO OIL LEAKS. ALSO NON COMPLIANCE WITH 91.27 AND 91.31.  ,91.31,"[{'value': 'LAW', 'confidence': 0.9970034956932068}]",LAW,0.9970034956932068
19810831064689I,DURING TAXI PILOT MISUNDERSTOOD INSTRUCTIONS. TAXXIED ON ROAD STRUCK SIGN. THIS IS FIFTH OCCURRENCE ON THIS AIRPORT,FIFTH,"[{'value': 'ORDINAL', 'confidence': 0.999910831451416}]",ORDINAL,0.999910831451416
19810906078699I,AIRCRAFT FORCED TO LAND DUE TO FUEL EXHAUSTION. FLIGHT AND GROUND CREWS FAILED TO DETERMINE FUEL ON BOARD.         ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9988434314727783}]",PRODUCT,0.9988434314727783
19810925065659A,PILOT ATTEMPTED ILS APPROACH WHEN AIRCRAFT DID NOT HAVE GLIDE SLOPE RECEIVER CAPABILITIES.                         ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9945794343948364}]",ORG,0.9945794343948364
19810818050309A,"DURING PRECAUTIONARY LANDING, WING STRUCK HIGH VEGETATION ON SIDE OF RUNWAY CAUSING LOSS OF DIRECTIONAL CONTROL.   ",WING,"[{'value': 'PERSON', 'confidence': 0.8581534624099731}]",PERSON,0.8581534624099731
19810831053449A,AIRCRAFT NOSE WHEEL BROKE OFF AFTER PILOT ABORTED TAKEOFF. ELEVATOR TRIM POSITION WAS FACTOR.                      ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9999265670776367}]",PRODUCT,0.9999265670776367
