,doc_idx,sent_idx,original_sentence,input,mention,biencoder_predicted_entity,crossencoder_predicted_entity
123,603,3,RAN ONE TANK DRY EN ROUTE. FUEL SELECTOR WOULD NOT MOVE TO OTHER TANK. LANDED ON A ROAD. FUEL SELECTOR LACKED LUBE., fuel selector lacked lube.,lube,Personal lubricant,Personal lubricant
124,604,0,"PILOT FORGOT TO REMOVE AILERON/ELEVATOR CONTROL LOCK, AIRCRAFT ROLLED INVERTED AND CRASHED AFTER TAKEOFF.          ","pilot forgot to remove aileron/elevator control lock, aircraft rolled inverted and crashed after takeoff.",aileron,Aileron,Aileron
125,609,2,"VIBRATION AFTER LIFTOFF. UNABLE TO CLIMB. LANDED ON GRASS NEAR RUNWAY, STRUCK FENCE. ICE & SNOW ON AIRCRAFT.       "," landed on grass near runway, struck fence.",runway,Runway,Runway
126,611,0,PILOT REPORTED LOSS OF OIL IN ENGINE AND DIVERTED TO MEMPHIS. FOUND OIL TANK CAP MISSING. OIL CAP 315510704.       ,pilot reported loss of oil in engine and diverted to memphis.,memphis,"Memphis, Tennessee","Memphis, Tennessee"
127,616,0,LOST BOTH ENGINES ON AN IFR CLIMBOUT. CRASHED INTO TREES AND BURNED TRYING TO RETURN. WAS SERVICED WITH JET FUEL.  ,lost both engines on an ifr climbout.,ifr,Instrument flight rules,Instrument flight rules
128,617,0,PILOT FORGOT TO REMOVE CONTROL LOCK ON AILERON AND COULN'T CONTROL AIRCRAFT DURING LANDING.                        ,pilot forgot to remove control lock on aileron and couln't control aircraft during landing.,aileron,Aileron,Aileron
129,630,1,RIGHT ENGINE OIL QUANITY DECREASED. DIVERTED TO HOUSTON. FOUND OIL CAP OFF ON RIGHT ENGINE.                        , diverted to houston.,houston,Houston,Houston
130,635,0,"TOOK OFF WITH FORWARD BAGGAGE DOOR OPEN. TWO PIECES OF BAGGAGE FELL OUT,CARGO DOOR WARNING LIGHT INOPERATIVE.      ",took off with forward baggage door open.,door open,Paragliding at the 2018 Asian Games – Women's individual accuracy,Door
131,639,0,"COWLING CAME OPEN IN FLIGHT, STRUCK AND LOOSENED OTHER SIDE. COWLING CAME OFF, CRACKED WINDSHIELD, REAR WINDOW.    ","cowling came open in flight, struck and loosened other side.",cowling,Cowling,Cowling
132,639,1,"COWLING CAME OPEN IN FLIGHT, STRUCK AND LOOSENED OTHER SIDE. COWLING CAME OFF, CRACKED WINDSHIELD, REAR WINDOW.    "," cowling came off, cracked windshield, rear window.",cowling,Cowling,Cowling
133,641,1,TOW ROPE BROKE DURING CLIMB OUT AT 200 FEET. SAILPLANE CRASHED DURING ATTEMPTED LANDING ON RIVER LEVEE.            , sailplane crashed during attempted landing on river levee.,river levee,Levee,Levee
134,642,0,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.            ",loose cowling on takeoff.,cowling,Cowling,Cowling
135,642,1,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.            ", cowling came off on returning to land.,cowling,Cowling,Cowling
136,650,1,PILOT SWERVED OFF RUNWAY ON TAKEOFF ROLL WHEN SEAT HEIGHT RETAINING PIN SLIPPED FROM RETAINING HOLE. SEAT DROPPED. , seat dropped.,seat,Seat,Seat
137,651,0,PARACHUTIST WAS UNABLE TO OPEN MAIN CHUTE DUE TO BRIDLE LINE UNDER BREAST STRAP. RESERVE NOT DEPLOYED.             ,parachutist was unable to open main chute due to bridle line under breast strap.,parachutist,Paramotor,Parachuting
138,656,1,PILOT UNABLE TO PRESSURIZE. FOUND ACCESS DOOR SLIGHTLY OPEN. DEPRESSURIZED. DOOR OPENED FULLY. STOPPED BY FUSELAGE., found access door slightly open.,open,Open secret,Door
139,664,0,TOW PLANE RELEASED GLIDER AFTER LIFT OFF BECAUSE IT WOULD NOT CLIMB. GLIDER HAD SPOILERS EXTENDED.                 ,tow plane released glider after lift off because it would not climb.,tow,Towing,Take-off warning system
140,674,1,LONG GROUND RUN. JET WASH DAMAGED APPROACH LIGHTS AT RUNWAY DEPARTURE END. ENGINE ANTI ICE NOT USED.               , jet wash damaged approach lights at runway departure end.,runway,Runway,Runway
141,676,1,"PILOT WAS ATTEMPTING NIGHT LANDING ON UNLIGHTED STRIP. CARLIGHTS DIRECTED WRONG WAY, AIRCRAFT LANDED SHORT.        "," carlights directed wrong way, aircraft landed short.",carlights,Landing lights,Landing
142,677,1,LOST POWER AT CRUISE ALTITUDE. LANDED ON LAKE. BROKE THROUGH ICE. FOUND RAGS IN CARBURETOR AIR INTAKE BOX.         , landed on lake.,lake,Lake,Lake
143,683,0,ENGINE COWLING CAME LOOSE AFTER TAKEOFF. COWLING STRUCK WINDSHIELD. RETURNED. SUSPECT COWLING NOT PROPERLY SECURED.,engine cowling came loose after takeoff.,cowling,Cowling,Cowling
144,683,1,ENGINE COWLING CAME LOOSE AFTER TAKEOFF. COWLING STRUCK WINDSHIELD. RETURNED. SUSPECT COWLING NOT PROPERLY SECURED., cowling struck windshield.,cowling,Cowling,Cowling
145,683,3,ENGINE COWLING CAME LOOSE AFTER TAKEOFF. COWLING STRUCK WINDSHIELD. RETURNED. SUSPECT COWLING NOT PROPERLY SECURED., suspect cowling not properly secured.,cowling,Cowling,Cowling
146,685,2,ON TAKEOFF HEARD A NOISE FOLLOWED BY A VIBRATION. RETURNED. FOUND COWLING MISSING. COWLING WAS NOT PROPERLY SECURED, found cowling missing.,cowling,Cowling,Cowling
147,685,3,ON TAKEOFF HEARD A NOISE FOLLOWED BY A VIBRATION. RETURNED. FOUND COWLING MISSING. COWLING WAS NOT PROPERLY SECURED, cowling was not properly secured.,cowling,Cowling,Cowling
148,686,2,ENGINE QUIT ON TAKEOFF. LANDED STRAIGHT AHEAD OFF END OF RUNWAY. FUEL FILTER DRAIN PARTLY OPEN. LEAKING.           , fuel filter drain partly open.,open,Open-channel flow,Intake
149,689,2,NO AIRSPEED ON DEPARTURE. CONTINUED TO DESTINATION. FAA RAMP CHECK SHOWED PITOT PLUGGED WITH MUD. NO BIENNIAL.     , faa ramp check showed pitot plugged with mud.,faa,Federal Aviation Administration,Federal Aviation Administration
150,702,0,TOW ROPE RELEASED GLIDER AT 75 FEET DURING TAKEOFF. GLIDER CRASHED WHEN PILOT TRIED 180 DEGREE TURN BACK TO RUNWAY.,tow rope released glider at 75 feet during takeoff.,tow rope,Tow hitch,Rope
151,705,0,SUPPORT STRAPS CARRIED IN OPEN SLING LOAD BUCKET BLEW INTO TAIL ROTOR DURING DESCENT FOR LANDING. LOST TAIL CONTROL,support straps carried in open sling load bucket blew into tail rotor during descent for landing.,open,Paragliding at the 2018 Asian Games – Women's individual accuracy,Airlock
152,715,0,AIRCRAFT CRASHED ON FINAL APPROACH AS PILOT WAS RETURNING AFTER COWLING CAME LOOSE AFTER TAKEOFF.                  ,aircraft crashed on final approach as pilot was returning after cowling came loose after takeoff.,cowling,Cowling,Cowling
153,716,2,CIRCUIT BREAKER TRIPPED ON GEAR RETRACTION. MADE PRECAUTIONARY LANDING. TOWBAR HAD BEEN LEFT IN NOSE WHEEL.        , towbar had been left in nose wheel.,towbar,Tow hitch,Tow hitch
154,721,0,LEFT WING BAGGAGE DOOR DAME OPEN ON TAKEOFF ROLL. ABORTED BUT UNABLE TO STOP ON WET SLUSH. RAN OFF END OF RUNWAY.  ,left wing baggage door dame open on takeoff roll.,open,Paragliding at the 2018 Asian Games – Women's individual accuracy,Open secret
155,724,2,ENGINE QUIT WHILE APPROACHING AIRPORT. LANDED SHORT IN MUD AND FLIPPED OVER. MUD DAUBERS HAD BLOCKED FUEL VENTS.   , mud daubers had blocked fuel vents.,mud daubers,Mud dauber,Mud dauber
156,726,2,LOUD BANG NEAR ENGINE. ABORTED TAKE OFF. NOSE BAGGAGE DOORLOCKED BUT OPEN. BRACKET THAT HOLDS DOOR WAS BROKEN.     , nose baggage doorlocked but open.,open,2012 TEAN International,Open secret
157,733,1,LANDED ON A ROAD DUE TO FUEL EXHAUSTION 30 MINUTES AFTER TAKEOFF. SUSPECT FUEL SUMP FROZE IN OPEN POSITION         , suspect fuel sump froze in open position         .,open,Bobsleigh at the 2014 Winter Olympics,Open secret
158,753,0,PILOT FORGOT TO REMOVE AILERON CONTROL LOCK AND COULD NOT CONTROL AIRCRAFT AFTER TAKEOFF.                          ,pilot forgot to remove aileron control lock and could not control aircraft after takeoff.,aileron,Aileron,Aileron
159,755,0,CFI GAVE ENGINE OUT ON TAKEOFF. STUDENT USED WRONG RUDDER. FAILED CUT POWER CFI FAILED TO ACT. STRUCK DIRT BANK.   ,cfi gave engine out on takeoff.,cfi,CFE Company,Corporate Finance Institute
160,760,1,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT, pilot had neglected to secure cowling after replacing it.,cowling,Cowling,Cowling
161,764,0,DURING CLIMBING TURN TO DOWNWIND CANOPY CAME OPEN. BOTH HANDS SEEN TRYING TO CLOSE CANOPY. SPUN IN.                ,during climbing turn to downwind canopy came open.,open,Paragliding at the 2018 Asian Games – Women's individual accuracy,Ski jumping at the 2018 Winter Olympics – Men's large hill team
162,775,1,STUDENT PILOT CARRYING PASSENGER ATTEMPTED TAKEOFF WITH FULL FLAPS EXTENDED. ARICRAFT STALLED AFTER LIFT OFF.      , aricraft stalled after lift off.,aricraft,Alisport,Beechcraft
163,776,0,FOLLOWING NR2 HYDRAULIC FAILURE PILOT PULLED FLOATATION T HANDLE INSTEAD OF EMERGENCY GEAR EXTENSION HANDLE.       ,following nr2 hydraulic failure pilot pulled floatation t handle instead of emergency gear extension handle.,nr2,NRSN2,Testicular receptor 2
164,780,0,THE AMPHIBIAM AIRCRAFT MADE A LAKE LANDING WITH THE WHEELS EXTENDED. THE AIRCRAFT NOSED OVER IN THE WATER.         ,the amphibiam aircraft made a lake landing with the wheels extended.,amphibiam,Amphiuma,Amphibian
165,782,0,NOTIFIED BY OTHER AIRCRAFT NR 2 ENGINE COWLING WAS OPEN. ABORTED TAKEOFF. CENTER AND FORWARD LATCHES NOT LATCHED.  ,notified by other aircraft nr 2 engine cowling was open.,open,Open secret,Open secret
166,783,1,LOOSE FRONT SEAT BELT BLOCKED RUDDER DURING A PRACTICE SPIN. PILOT WAS UNABLE TO STOP SPIN PRIOR TO GROUND IMPACT. , pilot was unable to stop spin prior to ground impact.,pilot,Aircraft pilot,Aircraft pilot
167,788,1,PILOT NEGLECTED TO CHECK IF SEAT WAS LOCKED IN TRACK. SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT THE RUNWAY.    , seat slid back on takeoff roll.,seat,Seat,Seat
168,790,0,FAILED TO REMOVE WOODEN AILERON GUST LOCKS PRIOR TO TAKEOFF. WAS ABLE TO CIRCLE AND LAND USING THE RUDDER.         ,failed to remove wooden aileron gust locks prior to takeoff.,aileron,Aileron,Aileron
169,793,2,UNEVEN FUEL BURN DUE TO MUD DAUBER BLOCKAGE IN FUEL VENT. ENGINE QUIT. AIRCRAFT NOSED OVER IN OPEN FIELD.          , aircraft nosed over in open field.,open,Open terrain,Open terrain
170,794,2,UNABLE TO GLIDE TO AIRPORT AFTER ENGINE QUIT. FUEL EXHAUSTION. FUEL STRAINER DRAIN VALVE FOUND TO BE HALF OPEN.    , fuel strainer drain valve found to be half open.,open,Valve,Valve
171,802,1,STRUCK TREE AND NOSED OVER DURING EMERGENCY LANDING DUE TO LACK OF ENGINE RESPONSE. PRIMER IN OPEN POSITION.       , primer in open position.,open,2014–15 Maltese First Division,Open constituencies
172,803,1,DURING PREFLIGHT PILOT FAILED TO ENSURE NOSE BAGGAGE DOOR WAS LOCKED. SUITCASE FELL FROM AIRCRAFT ON CLIMB.        , suitcase fell from aircraft on climb.,suitcase,Suitcase,Suitcase
173,804,2,NO AIRSPEED ON TAKEOFF ROLL. ABORTED BUT OVERRAN THE RUNWAY. COPILOT HAD NEGLECTED TO REMOVE PITOT STATIC COVERS.  , copilot had neglected to remove pitot static covers.,copilot,Aircrew,Aircrew
174,810,0,"AIRCRAFT LOST POWER ON TAKEOFF, DITCHED IN OCEAN. AIRCRAFT HAD BEEN SERVICED WITH 147 GALLONS OF JET A FUEL.       ","aircraft lost power on takeoff, ditched in ocean.",ocean,Ocean,Ocean
175,816,2,"ENGINE QUIT AFTER TAKEOFF. LANDED IN FIELD. 2 QUARTS OF WATER IN LEFT FUEL TANK, WATER IN CARBURETOR, GASCOLATOR.  "," 2 quarts of water in left fuel tank, water in carburetor, gascolator.",carburetor,Carburetor,Carburetor
176,817,2,WHILE TAXIING LOST NOSEWHEEL STEERING AND BRAKES. STRUCK 2 AIRCRAFT AND FENCE. CIRCUIT BREAKER HYDRAULIC PUMP OPEN., circuit breaker hydraulic pump open.,hydraulic pump open,Hydraulic pump,Hydraulic pump
177,818,0,"PILOT LEFT FUEL STRAINER VALVE IN THE OPEN POSITION. FUEL STARVATION, BOTH ENGINES QUIT, EMERGENCY LANDING.        ",pilot left fuel strainer valve in the open position.,open,Air-operated valve,Valve
178,824,0,ENGINE COWLING CAME LOOSE ON INBOARD SIDE. NORMAL LANDING MADE. COWLING FASTNERS WERE UNLOCKED.                    ,engine cowling came loose on inboard side.,cowling,Cowling,Cowling
179,824,2,ENGINE COWLING CAME LOOSE ON INBOARD SIDE. NORMAL LANDING MADE. COWLING FASTNERS WERE UNLOCKED.                    , cowling fastners were unlocked.,cowling,Cowling,Cowling
180,828,0,OPEN CREW DOOR SEPARATED FROM AIRCRAFT DUE TO JET BLAST FROM ANOTHER AIRCRAFT.                                     ,open crew door separated from aircraft due to jet blast from another aircraft.,open,Paragliding at the 2018 Asian Games – Women's individual accuracy,Airlock
181,829,0,WHILE DEADHEADING TO BASE REAR CARGO DOOR CAME OPEN.                                                               ,while deadheading to base rear cargo door came open.,open,Paragliding at the 2018 Asian Games – Women's individual accuracy,Open secret
182,831,1,AFTER STARTING ENGINE AN EXPLOSION OCCURRED FOLLOWED BY FIRE. AD 721101 HAD NOT BEEN COMPLIED WITH.                , ad 721101 had not been complied with.,ad,ISO 3166-2:AD,Airworthiness Directive
183,835,0,"NOTAM SAID 50 FT WIDTH SNOW CLEARED. AREA CLEARED WAS 30 FT WITH CURVE. WHEEL STRUCK SNOWBANK, ENGINES INTO SNOW.  ",notam said 50 ft width snow cleared.,notam,NOTAM,NOTAM
184,837,4,"ENGINE QUIT, RESTART SEVERAL TIMES WITH PARTIAL POWER. SAFE LANDING. WATER IN TANKS. LOW FUEL. STC FOR AUTO GAS.   ", stc for auto gas.,stc,Standard cubic foot,Salt Trading Corporation
185,848,0,"RETURNING WITH OPEN NOSE BAGGAGE DOOR, LEFT PROP FEATHERED, GEAR DOWN. BANKED LEFT AND NOSED INTO TREES AND GROUND.","returning with open nose baggage door, left prop feathered, gear down.",open,Paragliding at the 2018 Asian Games – Women's individual accuracy,Open coach
186,856,2,PILOT WAS DESCENDING TO LOWER ALTITUDE DUE TO ICING. LOST CONTROL. ALTIMETER NOT IFR CERTIFIED. ICING FORECAST.    , altimeter not ifr certified.,altimeter,Altimeter,Altimeter
187,857,0,LEFT FORWARD BAGGAGE DOOR REPORTED OPEN IN FLIGHT. RETURNED TO LAND. DOOR LATCH FOUND TO BE UNDAMAGED.             ,left forward baggage door reported open in flight.,open,2012 TEAN International,Open secret
188,858,2,LOUD NOISE WITH GEAR RETRACTION. UNABLE TO EXTEND. SHIMMY DAMPER ROD END BROKE. GROUND TUG EXCEEDED NOSE TURN LIMIT, shimmy damper rod end broke.,shimmy,Shimmy,Shimmy
189,869,0,"OPERATOR DISPATCHED AIRPLANE WITH HSI SLAVE INOP. SHOT APPROACH OFF COURSE AND PAST AIRPORT, STRUCK TREES.         ",operator dispatched airplane with hsi slave inop.,hsi,Humane Society International,Horizontal situation indicator
190,872,3,WENT OFF SIDE OF RUNWAY ON ROLLOUT. NO DAMAGE. NOSE STRUT WAS HIGH. PILOT UNCONCERNED DUE TO GRAVEL SHOULDER.      , pilot unconcerned due to gravel shoulder.,gravel,Gravel,Gravel
191,878,2,"LOST POWER DURING TAKEOFF FROM FARM STRIP. LANDED IN FIELD,FLIPPED INVERTED. WATER FOUND IN CARBURETOR BOWL.       ", water found in carburetor bowl.,carburetor bowl,Carburetor,Carburetor
192,888,2,THE AIRCRAFT HIT WIRES DURING AN EMERGENCY LANDING. SUSPECT THE ENGINE QUIT DUE TO CARB ICE. STARTER INOPERATIVE.  , starter inoperative.,starter,Starter (engine),Starter (engine)
193,898,1,IMPROPER GEAR EXTENSION PROCEDURE AND NOSE GEAR COLLAPSED ON LANDING. OWNER DID NOT ADEQUATELY BRIEF PIC.          , owner did not adequately brief pic.,pic,Jeff Pico,Charles Pic
194,900,1,ROLLED OFF SIDE OF TAXIWAY DUE TO LACK OF NOSE WHEEL STEERING. PILOT HAD INADVERTENTLY BUMPED SWITCH TO OFF.       , pilot had inadvertently bumped switch to off.,pilot,Aircraft pilot,PILOT
195,914,0,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,elevator control jammed shen harness caught on elevator cable.,shen,Shen,Shenyang
196,915,1,"MUD NESTS BLOCKED FUEL CAP VENTS, FUEL STARVATION. STALLED ON TURN TO FIELD 4 MILES WEST OF GREENBRIER VALLEY ARPT.", stalled on turn to field 4 miles west of greenbrier valley arpt.,greenbrier valley,Greenbrier River,Greenbrier (Great Smoky Mountains)
197,922,1,ENGINE LOST OIL PRESSURE AND QUIT.  LANDED IN SWAMP.  NO MALFUNCTIONS FOUND.  INDICATES NO OIL PRIOR TO FLIGHT.    ,  landed in swamp.,swamp,Swamp,Swamp
198,928,0,IMPROPERLY SECURED CARGO DEPARTED THE HELICOPTER FROM AN OPEN CARGO DOOR STRIKING TAIL AND MAIN ROTORS.            ,improperly secured cargo departed the helicopter from an open cargo door striking tail and main rotors.,open,Paragliding at the 2018 Asian Games – Women's individual accuracy,Destiny
199,933,0,AIRCRAFT WAS TAXIED INTO AN OPEN TRENCH DAMAGING NOSE GEAR AND FIREWALL.                                           ,aircraft was taxied into an open trench damaging nose gear and firewall.,open,Open terrain,Trench
200,941,0,LANDED SHORT OF RUNWAY IN TUNDRA AFTER ENGINES QUIT FROM FUEL STARVATION. FUEL CAP HAD NOT BEEN SECURED ON ONE WING,landed short of runway in tundra after engines quit from fuel starvation.,tundra,Tundra,Tundra
201,947,0,PLEXIGLASS CANOPY UNLATCHED ON TAKEOFF. LOST CONTROL TRYING TO LATCH CANOPY. STRUCK A PARKED AIRCRAFT AND A TRUCK. ,plexiglass canopy unlatched on takeoff.,plexiglass,Poly(methyl methacrylate),Poly(methyl methacrylate)
202,960,2,ENGINE QUIT AFTER TAKEOFF. LANDED ON GOLF COURSE WHERE AIRCRAFT FLIPPED OVER. WATER IN GASCOLATOR AND CARBURETOR.  , water in gascolator and carburetor.,gascolator,Gascolator,Gascolator
203,960,2,ENGINE QUIT AFTER TAKEOFF. LANDED ON GOLF COURSE WHERE AIRCRAFT FLIPPED OVER. WATER IN GASCOLATOR AND CARBURETOR.  , water in gascolator and carburetor.,carburetor,Carburetor,Carburetor
204,965,2,GEAR COLLAPSED ON ROLLOUT. GEAR HANDLE WAS NOT IN DETENT POSITION. NO HORN HEARD UNTIL COLLAPSE.                   , no horn heard until collapse.,horn,Horn (instrument),Horn (instrument)
205,974,0,LEFT UPPER ENGINE COWLING CAME LOOSE AND SEPARATED AIRCRAFT. ONE LATCH HAD STRESS DAMAGE.                          ,left upper engine cowling came loose and separated aircraft.,cowling,Cowling,Cowling
206,976,2,ENGINE RAN ROUGH IN FLIGHT AND QUIT ON ROLLOUT. FUEL FILLER CAP LAYING ON WING. NON IFR RATED PILOT FILED IFR.     , non ifr rated pilot filed ifr.,non ifr,Instrument flight rules,Instrument flight rules
207,976,2,ENGINE RAN ROUGH IN FLIGHT AND QUIT ON ROLLOUT. FUEL FILLER CAP LAYING ON WING. NON IFR RATED PILOT FILED IFR.     , non ifr rated pilot filed ifr.,ifr,Instrument flight rules,Instrument flight rules
208,977,1,"ATTEMPTED TAKEOFF FROM OFFSHORE RIG WITH TIEDOWN ROPE ATTACHED. NOSED DOWN WITH BLADES STRIKING DECK, FELL IN GULF."," nosed down with blades striking deck, fell in gulf.",gulf,Gulf,Gulf
209,989,0,LEFT UPPER COWLING CAME LOOSE ON THE CLIMBOUT. LANDED SAFELY. NOT FASTENED PROPERLY PRIOR TO TAKEOFF.              ,left upper cowling came loose on the climbout.,cowling,Cowling,Cowling
210,992,1,DECREASE IN OIL QUANTITY NOTED AFTER LEVEL OFF. RETURNED TO FIND LEFT ENGINE OIL CAP AJAR.                         , returned to find left engine oil cap ajar.,ajar,R2a agar,"Ajar, Afghanistan"
211,1009,1,MAIN ROTOR BLADES STRUCK THE SHIP AS AIRCRAFT LIFTED OFF WITH A SKID TIEDOWN ROPE ATTACHED. AIRCRAFT SANK IN OCEAN., aircraft sank in ocean.,ocean,Ocean,Ocean
212,1014,1,LOUD SNAP HEARD WITH ROTOR ENGAGEMENT. ROTOR BLADES FAILED NEAR THE ROOTS. SUSPECT IMPROPER ROTOR ENGAGEMENT.      , rotor blades failed near the roots.,rotor,Turbine,Rotorcraft
213,1020,0,"DURING TAKEOFF, THE CANOPY BLEW OPEN. CUT AWAY FROM THE TOWPLANE AT 10 FEET AGL. GLIDER THEN NOSED INTO THE RUNWAY.","during takeoff, the canopy blew open.",open,Paragliding at the 2018 Asian Games – Women's individual accuracy,Ski jumping at the 2018 Winter Olympics – Men's large hill team
