,index,input,sentence,head,relation,tail
128,72,gear collapsed on rollout. pilot had electrical failure on final. failed to use emergency gear extension.          ,<triplet> electrical failure <subj> gear extension <obj> has cause <triplet> gear extension <subj> electrical failure <obj> has effect,gear extension,has effect,electrical failure
129,73,nose gear fell into hole in taxiway while taxiing. hole was covered over with mud and loose gravel.                ,<triplet> road <subj> taxi <obj> used by <triplet> taxi <subj> road <obj> uses,road,used by,taxi
130,73,nose gear fell into hole in taxiway while taxiing. hole was covered over with mud and loose gravel.                ,<triplet> road <subj> taxi <obj> used by <triplet> taxi <subj> road <obj> uses,taxi,uses,road
131,74,taxiing aircraft struck parked aircraft. found worn out & ineffective brakes as cause.                             ,<triplet> struck <subj> brakes <obj> has cause <triplet> brakes <subj> struck <obj> has effect,struck,has cause,brakes
132,74,taxiing aircraft struck parked aircraft. found worn out & ineffective brakes as cause.                             ,<triplet> struck <subj> brakes <obj> has cause <triplet> brakes <subj> struck <obj> has effect,brakes,has effect,struck
133,75,landed short of runway after engine quit on short final. found water in fuel.                                      ,<triplet> Long Island <subj> New York City <obj> located in the administrative territorial entity <triplet> New York City <subj> Long Island <obj> has part,Long Island,located in the administrative territorial entity,New York City
134,75,landed short of runway after engine quit on short final. found water in fuel.                                      ,<triplet> Long Island <subj> New York City <obj> located in the administrative territorial entity <triplet> New York City <subj> Long Island <obj> has part,New York City,has part,Long Island
135,76,forced landing on highway after engine lost power. found fuel gasolator contaminated.                              ,<triplet> forced landing on highway after engine lost power <subj> fuel gasolator <obj> has cause <triplet> fuel gasolator <subj> forced landing on highway after engine lost power <obj> has effect,forced landing on highway after engine lost power,has cause,fuel gasolator
136,76,forced landing on highway after engine lost power. found fuel gasolator contaminated.                              ,<triplet> forced landing on highway after engine lost power <subj> fuel gasolator <obj> has cause <triplet> fuel gasolator <subj> forced landing on highway after engine lost power <obj> has effect,fuel gasolator,has effect,forced landing on highway after engine lost power
137,77,"pilot extended gear manually due to electrical failure,gear collapsed after touchdown.                             ",<triplet> collapsed <subj> electrical failure <obj> subclass of,collapsed,subclass of,electrical failure
138,78,"pilot had carb. heat on, could not turn it off, engine stopped. control valve found stuck from ice at 1/2 open.    ",<triplet> carb <subj> engine <obj> part of <triplet> engine <subj> carb <obj> has part,carb,part of,engine
139,78,"pilot had carb. heat on, could not turn it off, engine stopped. control valve found stuck from ice at 1/2 open.    ",<triplet> carb <subj> engine <obj> part of <triplet> engine <subj> carb <obj> has part,engine,has part,carb
140,79,water in fuel caused engine to quit on takeoff. damage to gear when plane hit taxiway lip after landing.           ,<triplet> landing <subj> takeoff <obj> different from,landing,different from,takeoff
141,80,engine stopped due to vacuum in the tank. pilot using a non-vented cap. right tank was not fueled due to fuel leak.,<triplet> engine stopped <subj> fuel leak <obj> has cause <triplet> fuel leak <subj> engine stopped <obj> has effect,engine stopped,has cause,fuel leak
142,80,engine stopped due to vacuum in the tank. pilot using a non-vented cap. right tank was not fueled due to fuel leak.,<triplet> engine stopped <subj> fuel leak <obj> has cause <triplet> fuel leak <subj> engine stopped <obj> has effect,fuel leak,has effect,engine stopped
143,81,plt aware of full nose down trim. 0.10 lvl alcohol in liver spec.45lbs force rqd for lvl flt.                      ,<triplet> lvl <subj> alcohol <obj> facet of,lvl,facet of,alcohol
144,82,"forced landing due to oil leak, found loose oil cap.                                                               ",<triplet> Leipzig <subj> Germany <obj> country <triplet> Germany <subj> Leipzig <obj> contains administrative territorial entity,Leipzig,country,Germany
145,82,"forced landing due to oil leak, found loose oil cap.                                                               ",<triplet> Leipzig <subj> Germany <obj> country <triplet> Germany <subj> Leipzig <obj> contains administrative territorial entity,Germany,contains administrative territorial entity,Leipzig
146,83,brakes were ineffective on landing. ran through fence.                                                             ,<triplet> George Orwell <subj> Nineteen Eighty-Four <obj> notable work <triplet> Nineteen Eighty-Four <subj> George Orwell <obj> author,George Orwell,notable work,Nineteen Eighty-Four
147,83,brakes were ineffective on landing. ran through fence.                                                             ,<triplet> George Orwell <subj> Nineteen Eighty-Four <obj> notable work <triplet> Nineteen Eighty-Four <subj> George Orwell <obj> author,Nineteen Eighty-Four,author,George Orwell
148,84,flight returned due to mag. failure. pilots took off before repairs were completed.                                ,<triplet> 1947 <subj> 1947 <obj> point in time,1947,point in time,1947
149,85,engine cowling separated from engine in flight.                                                                    ,<triplet> engine <subj> flight <obj> use <triplet> flight <subj> engine <obj> uses,engine,use,flight
150,85,engine cowling separated from engine in flight.                                                                    ,<triplet> engine <subj> flight <obj> use <triplet> flight <subj> engine <obj> uses,flight,uses,engine
151,86,gusting to 30k.                                                                                                    ,<triplet> World War I <subj> World War II <obj> followed by <triplet> World War II <subj> World War I <obj> follows,World War I,followed by,World War II
152,86,gusting to 30k.                                                                                                    ,<triplet> World War I <subj> World War II <obj> followed by <triplet> World War II <subj> World War I <obj> follows,World War II,follows,World War I
153,87,failure of 2 tires as aircraft was cleared for takeoff.                                                            ,<triplet> St. Petersburg <subj> Russia <obj> located in the administrative territorial entity <triplet> Russia <subj> St. Petersburg <obj> contains administrative territorial entity,St. Petersburg,located in the administrative territorial entity,Russia
154,87,failure of 2 tires as aircraft was cleared for takeoff.                                                            ,<triplet> St. Petersburg <subj> Russia <obj> located in the administrative territorial entity <triplet> Russia <subj> St. Petersburg <obj> contains administrative territorial entity,Russia,contains administrative territorial entity,St. Petersburg
155,88,fuel cap off aircraft. thorough draining of sumps with water in fuel. engine quit. landed on freeway.              ,<triplet> sumps <subj> engine <obj> part of <triplet> engine <subj> sumps <obj> has part,sumps,part of,engine
156,88,fuel cap off aircraft. thorough draining of sumps with water in fuel. engine quit. landed on freeway.              ,<triplet> sumps <subj> engine <obj> part of <triplet> engine <subj> sumps <obj> has part,engine,has part,sumps
157,89,unscheduled landing due to oil coming from engines. both oil caps not locked properly.                             ,<triplet> oil caps <subj> engine <obj> part of <triplet> engine <subj> oil caps <obj> has part,oil caps,part of,engine
158,89,unscheduled landing due to oil coming from engines. both oil caps not locked properly.                             ,<triplet> oil caps <subj> engine <obj> part of <triplet> engine <subj> oil caps <obj> has part,engine,has part,oil caps
