c5,c119,c119_output,c119_score
19780617046219I,FLIGHT RETURNED DUE TO MAG. FAILURE. PILOTS TOOK OFF BEFORE REPAIRS WERE COMPLETED.                                ,FLIGHT RETURNED DUE TO MAG. FAILURE. PILOTS TOOK OFF BEFORE REPAIRS WERE COMPLETED.                                ,-0.34900543093681335
19780427013859I,ENGINE COWLING SEPARATED FROM ENGINE IN FLIGHT.                                                                    ,ENGINE COWLING SEPARATED FROM ENGINE IN FLIGHT. {                                                                     } [ ENGINE COWLING SEPARATED FROM ENGINE COWLING SEPARATED FROM ENGINE IN FLIGHT.                                                                                          INE COWLING SEPARATED FROM ENGINE COWLING SEPARATED FROM ENGINE IN FLIGHT.                                            ,-0.3864356577396393
19780520014159A,GUSTING TO 30K.                                                                                                    ,GUSTING TO 30K. {                                                                                                     } [                                                                                                                                                                ,-0.3942371606826782
19780427013959I,FAILURE OF 2 TIRES AS AIRCRAFT WAS CLEARED FOR TAKEOFF.                                                            ,FAILURE OF 2 TIRES AS AIRCRAFT WAS CLEARED FOR TAKEOFF.                                                            ,-0.39781320095062256
19780429014759I,FUEL CAP OFF AIRCRAFT. THOROUGH DRAINING OF SUMPS WITH WATER IN FUEL. ENGINE QUIT. LANDED ON FREEWAY.              ,FUEL CAP OFF AIRCRAFT. THOROUGH DRAINING OF SUMPS WITH WATER IN FUEL. ENGINE QUIT. LANDED ON FREEWAY.              ,-0.13398711383342743
19780501031459I,UNSCHEDULED LANDING DUE TO OIL COMING FROM ENGINES. BOTH OIL CAPS NOT LOCKED PROPERLY.                             ,UNSCHEDULED LANDING DUE TO { OIL } [ Oil ] COMING FROM ENGINES. BOTH { OIL } [ Oil ] CAPS NOT LOCKED PROPERLY.                             ,-0.24247047305107117
19780503031639I,PILOT UNABLE TO EXTEND GEAR DUE TO FAULTY GEAR ACTUATOR.                                                           ,"['PILOT UNABLE TO EXTEND GEAR DUE TO FAULTY GEAR ACTUATOR. {                                                            } [ PILOT UNABLE TO EXTEND GEAR DUE TO FAULTY GEAR DUE TO FAULTY GEAR ACTUATOR.                                        .                        OT UNABLE TO EXTEND GEAR DUE TO FAULTY GEAR DUE TO FAULTY GEAR ACTUATOR.                                  OT UNABLE TO EXTEND GEAR DUE TO FAULTY GEAR DUE TO FAULTY GEAR ACTUATOR.                                 ', ' UNABLE TO EXTEND GEAR DUE TO FAULTY GEAR DUE TO FAULTY GEAR ACTUATOR.                                    UNABLE TO EXTEND GEAR DUE TO FAULTY GEAR DUE TO FAULTY GEAR ACTUATOR.', ' UNABLE TO EXTEND GEAR DUE TO FAULTY GEAR DUE TO FAULTY GEAR ACTUATOR.       . UNABLE TO EXTEND GEAR DUE TO FAULTY GEAR DUE TO FAULTY GEAR DUE TO FAULTY GEAR DUE TO FAULTY GEAR ACTUATOR. UNABLE TO EXTEND GEAR DUE TO FAULTY GEAR DUE TO FAULTY GEAR DUE TO FAULTY GEAR DUE TO FAULTY GEAR DUE TO FAULTY GEAR ACTUATOR.', '']",-0.2877669930458069
19780504031959I,"DOOR POPPED OPEN ON TAKEOFF, PILOT LOST CONTROL WHILE TRYING TO LATCH DOOR, RAN OFF SIDE OF RUNWAY.                ","DOOR POPPED OPEN ON { TAKEOFF } [ TAKEOFF, Illinois ], PILOT LOST CONTROL WHILE TRYING TO LATCH DOOR, RAN OFF SIDE OF RUNWAY.                ",-0.6478615999221802
19780514033439I,ENGINE FIRE CAUSED BY BIRDS NEST.                                                                                  ,ENGINE FIRE CAUSED BY BIRDS NEST.                                                                                  ,-0.4087873101234436
19780518033959I,ON THIRD TOUCH AND GO ENGINE BACKFIRED AND QUIT. LANDED STRAIGHT AHEAD. PROBABLY WATER IN FUEL.                    ,ON THIRD TOUCH AND GO ENGINE BACKFIRED AND QUIT. LANDED STRAIGHT AHEAD. PROBABLY WATER IN FUEL.                    ,-0.19950348138809204
19780519033989I,JETWAY WAS EXTENDED INTO SIDE OF AIRCRAFT AS IT TAXIIED INTO THE PARKING AREA.                                     ,JETWAY WAS EXTENDED INTO SIDE OF AIRCRAFT AS IT TAXIIED INTO THE PARKING AREA.                                     ,-0.39569899439811707
19780522035289I,ENGINE QUIT ON TAKEOFF. WATER IN FUEL.                                                                             ,ENGINE QUIT ON TAKEOFF. WATER IN FUEL.                                                                             ,-0.4144046902656555
19780526040429I,PILOT INADVERTANTLY PUT GEAR HANDLE IN UP POSITION WHILE TAXIING. DURING RUNUP TURNED HYDRAULIC ON. GEAR RETRACTED.,PILOT INADVERTANTLY PUT { GEAR } [ Equipment ] HANDLE IN UP POSITION WHILE TAXIING. DURING RUNUP TURNED HYDRAULIC ON. { GEAR } [ Equipment ] RETRACTED.,-0.2274322509765625
19780528040689I,"AFTER WORKING ON HOME-BUILT, PILOT TOOK OFF WITHOUT CONNECTING AILERON CONTROLS.                                   ","AFTER WORKING ON HOME-BUILT, PILOT TOOK OFF WITHOUT CONNECTING { AILERON } [ Ailron, California ] CONTROLS.                                   ",-0.7952576875686646
19780529040959I,ENGINE SPUTTERED AND QUIT AT CRUISE. LANDED IN MARSHY AREA AND TIPPED UP ON NOSE. WATER IN FUEL.                   ,"ENGINE SPUTTERED AND QUIT AT CRUISE. LANDED IN { MARSHY AREA } [ Marshy Area, New York ] AND TIPPED UP ON NOSE. WATER IN { FUEL } [ Fez, New York ].                   ",-0.38208454847335815
19780515023299A,LOGGING OPNS. CABLE CAUGHT ON L SKID.                                                                              ,LOGGING OPNS. CABLE CAUGHT ON L SKID. {                                                                               } [                                                                         GING OPNS. CABLE CAUGHT ON L SKID.                               GING OPNS. CABLE CAUGHT ON L SKID.                                      GING OPNS.,-0.3832906186580658
19780603041599I,"FLOAT PLANE RIDING LOW IN THE WATER AFTER NORMAL LANDING, SANK. MUST HAVE HAD WATER IN FLOATS, BALL COVERS GONE.   ","FLOAT PLANE RIDING LOW IN THE WATER AFTER NORMAL LANDING, SANK. MUST HAVE HAD WATER IN FLOATS, BALL COVERS GONE.   ",-0.4512580633163452
19780603041629I,FLOAT STRUT COLLAPSED DURING TAKEOFF RUN. WAS DAMAGED FROM PREVIOUS HARD LANDING. WIRED TO A BRACE BY THE PILOT.   ,FLOAT STRUT COLLAPSED DURING TAKEOFF RUN. WAS DAMAGED FROM PREVIOUS HARD LANDING. { WIRED } [ Wired (magazine) ] TO A BRACE BY THE PILOT.   ,-0.22074951231479645
19780610045289I,SPRING LOADED TANK DRAIN VALVE LEFT PARTIALLY OPEN. SPRAY HELICOPTER RAN OUT OF FUEL.                              ,SPRING LOADED TANK DRAIN VALVE LEFT PARTIALLY OPEN. SPRAY HELICOPTER RAN OUT OF FUEL.                              ,-0.2723466455936432
19780613045599I,ENGINE QUIT DUE TO WATER IN THE FUEL SYSTEM.                                                                       ,ENGINE QUIT DUE TO WATER IN THE { FUEL } [ Fiji ] SYSTEM.                                                                       ,-0.38428136706352234
19780527014729A,ACORNS LODGED IN CARB AIR BOX ASSEMBLY.                                                                            ,ACORNS LODGED IN { CARB AIR BOX } [ CARB AIR BOX ] ASSEMBLY.                                                                            ,-0.41614633798599243
19780616046119I,PRECAUTIONARY LANDING DUE TO LOW POWER. CARBURETOR HEAT WAS PARTIALLY OPEN CAUSING AN OVER RICH MIXTURE.           ,PRECAUTIONARY LANDING DUE TO LOW POWER. CARBURETOR HEAT WAS PARTIALLY OPEN CAUSING AN OVER RICH MIXTURE.           ,-0.10438629984855652
19780616046129I,"NOSE GEAR COULD NOT BE FULLY EXTENDED, COLLAPSED ON TOUCHDOWN. NOSE GEAR DOORS HAD BEEN LEFT UNHOOKED, JAMMED.     ","NOSE GEAR COULD NOT BE FULLY EXTENDED, COLLAPSED ON TOUCHDOWN. NOSE GEAR DOORS HAD BEEN LEFT UNHOOKED, JAMMED.     ",-0.4579559564590454
19780619046649I,PILOT RETURNED DUE TO CONTROL PROBLEMS. FOUND THAT THE INBOARD END OF AILERON PUSH ROD WAS NOT CONNECTED.          ,PILOT RETURNED DUE TO CONTROL PROBLEMS. FOUND THAT THE INBOARD END OF { AILERON } [ Athens ] PUSH ROD WAS NOT CONNECTED.          ,-0.2421768307685852
19780622016229A,ROPE CAUGHT ON GLIDER WHEEL BRACKET.                                                                               ,"['ROPE CAUGHT ON { GLIDER WHEEL } [ Glider (sailor) ] BRACKET.                                                                               {  } [ ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.ROPE CAUGHT.                                                                                                                                                                    ', '', '']",-0.354565292596817
19780429007189A,OIL PR DROPPED TO ZERO.PLT SHUT DN ENG.WING HIT TREE ADJACENT TO IL CAP NOT SECURED.                               ,OIL PR DROPPED TO ZERO.PLT SHUT DN ENG.WING HIT TREE ADJACENT TO IL CAP NOT SECURED.                               ,-0.29523736238479614
19780623018469A,"LOOSE BATTERY POST,LOSS OF ALTERNATOR EXCITING CURRENT.                                                            ","LOOSE BATTERY POST,LOSS OF ALTERNATOR EXCITING CURRENT. {                                                             } [                              .                  ",-0.49872133135795593
19780509032859I,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN { FUEL } [ Fiji ].                                                              ,-0.4899958074092865
19780607020299A,BECAME AIRBORNE AFTER TKOF ABORTED.                                                                                ,BECAME AIRBORNE AFTER TKOF ABORTED. {                                                                                 } [ BECAME AIRBORNE AFTER TKOF ABORTED.                                                                                                            AME AIRBORNE AFTER TKOF ABORTED.                                              ,-0.3925722539424896
19780603041639I,FLIGHT APPARENTLY TOOK OFF WITH THE REAR CABIN ENTRY DOOR OPEN. DOOR WAS CLOSED IN FLIGHT.                         ,FLIGHT APPARENTLY TOOK OFF WITH THE REAR CABIN ENTRY DOOR OPEN. DOOR WAS CLOSED IN FLIGHT.                         ,-0.24484670162200928
19780607010749A,FULL NOSE DOWN TRIM.                                                                                               ,FULL NOSE DOWN TRIM. {                                                                                                } [                                                                                                                                           NOSE DOWN TRIM.                                                   NOSE DOWN TRIM.                            NOSE DOWN TRIM.                           . NOSE DOWN TRIM.                               NOSE DOWN TRIM.                . NOSE DOWN TRIM.                    . NOSE DOWN DOWN TRIM.               .,-0.3915172517299652
19780607016509A,"TKOF FROM TRAILER,NO LOAD. R SKID TIEDOWN NOT REMOVED.                                                             ","['TKOF FROM TRAILER,NO LOAD. R SKID TIEDOWN NOT REMOVED. {                                                              } [ TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.R SKID TIEDOWN NOT REMOVED.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.R SKID TIEDOWN NOT REMOVED.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.R SKID TIEDOWN NOT REMOVED.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.R SKID TIEDOWN NOT REMOVED.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.TKOF FROM TRAILER,NO LOAD.R SKID TIEDOWN NOT REMOVED.TKOF FROM TRAILER,NO LOAD.R SKID TIEDOWN NOT REMOVED.TKOF FROM TRAILER,NO LOAD.R SKID TIEDOWN NOT REMOVED.{                                                                                                                                                                                                                                                   ', '', '', '', '', '', '', '', '']",-0.3077915608882904
19780623036259I,PILOT LANDED ON BEACH AFTER NOTING SMOKE AND FUMES IN COCKPIT CAUSED BY GRASS AND DIRT IN ENGINE COMPARTMENT       ,PILOT LANDED ON { BEACH } [ Beach ] AFTER NOTING SMOKE AND FUMES IN { COCKPIT } [ Cockpit ] CAUSED BY { GRASS } [ Grass ] AND DIRT IN ENGINE COMPARTMENT       ,-0.10494445264339447
19780623036419I,PILOT LANDED AFTER NOTING OIL ON WINDSHIELD. OIL CAP WAS LOOSE.                                                    ,PILOT LANDED AFTER NOTING OIL ON WINDSHIELD. OIL CAP WAS LOOSE.                                                    ,-0.3588356673717499
19780624034629I,PILOT STRUCK WIRES AFTER ENGINE STOPPED AND STARTED AGAIN AFTER SWITCHING TANK. VENT STOPPED UP BY MUD DAUBERS.    ,PILOT STRUCK WIRES AFTER ENGINE STOPPED AND STARTED AGAIN AFTER SWITCHING TANK. VENT STOPPED UP BY MUD DAUBERS.    ,-0.20882615447044373
19780625035919I,ENGINE QUIT AT 250 FEET ON CLIMBOUT. WATER AND OTHER FOREIGN MATERIAL FOUND IN THE GASCOLATOR BOWL.                ,ENGINE QUIT AT 250 FEET ON CLIMBOUT. WATER AND OTHER FOREIGN MATERIAL FOUND IN THE { GASCOLATOR } [ Gulf Coast of the United States ] BOWL.                ,-0.16978712379932404
19780625035779I,ENGINE STOPPED SOON AFTER TAKEOFF DUE TO FUEL SELECTOR MOVED BY A PASSENGER DURING LOADING.                        ,ENGINE STOPPED SOON AFTER TAKEOFF DUE TO { FUEL } [ Fiji ] SELECTOR MOVED BY A PASSENGER DURING LOADING.                        ,-0.23345111310482025
19780626034739I,ENGINE STOPPED ON NEWLY PURCHASED AIRPLANE DUE TO WATER IN THE FUEL SYSTEM. HAD BEEN STORED OUTSIDE.               ,ENGINE STOPPED ON NEWLY PURCHASED AIRPLANE DUE TO WATER IN THE FUEL SYSTEM. HAD BEEN STORED OUTSIDE.               ,-0.2389681488275528
19780812020899A,MUD DOBBER(WASP)NEST IN FUEL VENT LINE.                                                                            ,MUD DOBBER(WASP)NEST IN FUEL VENT LINE. {                                                                             } [ MUD DOBBER(WASP)NEST IN FUEL VENT LINE.                                                                                     BBER(WASP)NEST IN FUEL VENT LINE.                                          EL VENT LINE.                           BBER(WASP)NEST IN FUEL VENT LINE.BBER(WASP)NEST IN FUEL VENT LINE.BBER(WASP)NEST IN FUEL VENT LINE.BBER(WASP)NEST IN FUEL VENT LINE.BBER(WASP)NEST IN FUEL VENT LINE.,-0.3235998749732971
19780712023399A,NO NARRATIVE.                                                                                                      ,NO NARRATIVE. {                                                                                                       } [                                                                                                                                                               ,-0.368070513010025
19780810035619A,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.                                                                       ,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.                                                                       ,-0.40446680784225464
19780820049069I,LOSS OF ENGINE POWER AFTER TAKEOFF. LANDED STRAIGHT AHEAD IN OAT FIELD. WATER IN FUEL.                             ,LOSS OF ENGINE POWER AFTER TAKEOFF. LANDED STRAIGHT AHEAD IN OAT FIELD. WATER IN FUEL.                             ,-0.2956344783306122
19780805024609A,PLT INADVERTENTLY MOVED MIXTURE CONTROL TO CUT OFF POSITION WHILEEMPTING TO LEAN MIXTURE.                          ,PLT INADVERTENTLY MOVED MIXTURE CONTROL TO CUT OFF POSITION WHILEEMPTING TO LEAN MIXTURE.                          ,-0.29374903440475464
19780704042039I,"PILOT DEPARTED WITH INOPERATIVE RADIO, THEN UNABLE TO FIND DESTINATION. WHEN NEARLY OUT OF FUEL FOUND AN AIRPORT.  ","PILOT DEPARTED WITH INOPERATIVE RADIO, THEN UNABLE TO FIND DESTINATION. WHEN NEARLY OUT OF { FUEL } [ Puerto Rico ] FOUND AN { AIRPORT } [ Airport ].  ",-0.7067874073982239
19780822026439A,ACFT BEING FERRIED FOR MAINT. SEAT RETAINERS MISSING.                                                              ,ACFT BEING FERRIED FOR MAINT. SEAT RETAINERS MISSING.                                                              ,-0.3773365914821625
