c5,c119,c119_coref,c119_ner,c119_pos,c119_lemmatized,c119_dependency,c119_sentiment,corefs
19841122063039A,ENGINE QUIT ON TAKEOFF LANDED IN FIELD. WRINKLES IN FUEL BLADDERS. MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN.   ,[],"[('ENGINE', 'ORG'), ('MILKY SUBSTANCE', 'ORG'), ('FUEL SCREEN', 'ORG')]","[('ENGINE', 'PROPN'), ('QUIT', 'VERB'), ('ON', 'ADP'), ('TAKEOFF', 'NOUN'), ('LANDED', 'VERB'), ('IN', 'ADP'), ('FIELD', 'PROPN'), ('.', 'PUNCT'), ('WRINKLES', 'NOUN'), ('IN', 'ADP'), ('FUEL', 'PROPN'), ('BLADDERS', 'PROPN'), ('.', 'PUNCT'), ('MILKY', 'PROPN'), ('SUBSTANCE', 'VERB'), ('IN', 'ADP'), ('CARB', 'PROPN'), ('BOWL', 'PROPN'), ('AND', 'CCONJ'), ('FUEL', 'PROPN'), ('SCREEN', 'PROPN'), ('.', 'PUNCT'), ('  ', 'SPACE')]","['ENGINE', 'QUIT', 'on', 'takeoff', 'land', 'in', 'FIELD', '.', 'wrinkles', 'in', 'FUEL', 'BLADDERS', '.', 'MILKY', 'SUBSTANCE', 'in', 'CARB', 'BOWL', 'and', 'FUEL', 'SCREEN', '.', '  ']","[('ENGINE', 'nsubj', 'QUIT'), ('QUIT', 'ROOT', 'QUIT'), ('ON', 'prep', 'QUIT'), ('TAKEOFF', 'compound', 'LANDED'), ('LANDED', 'ROOT', 'LANDED'), ('IN', 'prep', 'LANDED'), ('FIELD', 'pobj', 'IN'), ('.', 'punct', 'LANDED'), ('WRINKLES', 'ROOT', 'WRINKLES'), ('IN', 'prep', 'WRINKLES'), ('FUEL', 'compound', 'BLADDERS'), ('BLADDERS', 'pobj', 'IN'), ('.', 'punct', 'WRINKLES'), ('MILKY', 'compound', 'SUBSTANCE'), ('SUBSTANCE', 'ROOT', 'SUBSTANCE'), ('IN', 'prep', 'SUBSTANCE'), ('CARB', 'compound', 'BOWL'), ('BOWL', 'pobj', 'IN'), ('AND', 'cc', 'BOWL'), ('FUEL', 'compound', 'SCREEN'), ('SCREEN', 'conj', 'BOWL'), ('.', 'punct', 'SUBSTANCE'), ('  ', '', '.')]",0.0,[]
19841107064049I,OPEN CREW DOOR SEPARATED FROM AIRCRAFT DUE TO JET BLAST FROM ANOTHER AIRCRAFT.                                     ,[],[],"[('OPEN', 'ADJ'), ('CREW', 'NOUN'), ('DOOR', 'NOUN'), ('SEPARATED', 'VERB'), ('FROM', 'ADP'), ('AIRCRAFT', 'PROPN'), ('DUE', 'PROPN'), ('TO', 'ADP'), ('JET', 'PROPN'), ('BLAST', 'PROPN'), ('FROM', 'ADP'), ('ANOTHER', 'DET'), ('AIRCRAFT', 'PROPN'), ('.', 'PUNCT'), ('                                    ', 'SPACE')]","['open', 'crew', 'DOOR', 'separate', 'from', 'AIRCRAFT', 'DUE', 'to', 'JET', 'BLAST', 'from', 'another', 'AIRCRAFT', '.', '                                    ']","[('OPEN', 'amod', 'DOOR'), ('CREW', 'compound', 'DOOR'), ('DOOR', 'compound', 'SEPARATED'), ('SEPARATED', 'ROOT', 'SEPARATED'), ('FROM', 'prep', 'SEPARATED'), ('AIRCRAFT', 'compound', 'BLAST'), ('DUE', 'compound', 'BLAST'), ('TO', 'compound', 'BLAST'), ('JET', 'compound', 'BLAST'), ('BLAST', 'pobj', 'FROM'), ('FROM', 'prep', 'SEPARATED'), ('ANOTHER', 'det', 'AIRCRAFT'), ('AIRCRAFT', 'pobj', 'FROM'), ('.', 'punct', 'SEPARATED'), ('                                    ', '', '.')]",-0.0625,[]
19841201072309I,WHILE DEADHEADING TO BASE REAR CARGO DOOR CAME OPEN.                                                               ,[],[],"[('WHILE', 'ADP'), ('DEADHEADING', 'VERB'), ('TO', 'ADP'), ('BASE', 'PROPN'), ('REAR', 'PROPN'), ('CARGO', 'PROPN'), ('DOOR', 'PROPN'), ('CAME', 'PROPN'), ('OPEN', 'PROPN'), ('.', 'PUNCT'), ('                                                              ', 'SPACE')]","['while', 'deadheade', 'to', 'BASE', 'REAR', 'CARGO', 'DOOR', 'CAME', 'OPEN', '.', '                                                              ']","[('WHILE', 'mark', 'DEADHEADING'), ('DEADHEADING', 'advcl', 'CAME'), ('TO', 'prep', 'DEADHEADING'), ('BASE', 'compound', 'DOOR'), ('REAR', 'compound', 'DOOR'), ('CARGO', 'compound', 'DOOR'), ('DOOR', 'pobj', 'TO'), ('CAME', 'ROOT', 'CAME'), ('OPEN', 'acomp', 'CAME'), ('.', 'punct', 'CAME'), ('                                                              ', '', '.')]",-0.4,[]
19841105073069I,LANDED IMMEDIATELY AFTER TAKEOFF ON SAME RUNWAY. OVER ONE PINT OF WATER WAS IN TANKS AND SYSTEM.                   ,[],"[('ONE', 'CARDINAL')]","[('LANDED', 'PROPN'), ('IMMEDIATELY', 'PROPN'), ('AFTER', 'ADP'), ('TAKEOFF', 'NOUN'), ('ON', 'ADP'), ('SAME', 'PROPN'), ('RUNWAY', 'PROPN'), ('.', 'PUNCT'), ('OVER', 'ADP'), ('ONE', 'NUM'), ('PINT', 'NOUN'), ('OF', 'ADP'), ('WATER', 'PROPN'), ('WAS', 'VERB'), ('IN', 'ADP'), ('TANKS', 'PROPN'), ('AND', 'CCONJ'), ('SYSTEM', 'PROPN'), ('.', 'PUNCT'), ('                  ', 'SPACE')]","['LANDED', 'IMMEDIATELY', 'after', 'takeoff', 'on', 'SAME', 'RUNWAY', '.', 'over', 'one', 'PINT', 'of', 'WATER', 'be', 'in', 'TANKS', 'and', 'SYSTEM', '.', '                  ']","[('LANDED', 'compound', 'IMMEDIATELY'), ('IMMEDIATELY', 'ROOT', 'IMMEDIATELY'), ('AFTER', 'prep', 'IMMEDIATELY'), ('TAKEOFF', 'compound', 'RUNWAY'), ('ON', 'compound', 'RUNWAY'), ('SAME', 'compound', 'RUNWAY'), ('RUNWAY', 'pobj', 'AFTER'), ('.', 'punct', 'IMMEDIATELY'), ('OVER', 'advmod', 'WAS'), ('ONE', 'nummod', 'PINT'), ('PINT', 'nsubj', 'WAS'), ('OF', 'prep', 'PINT'), ('WATER', 'pobj', 'OF'), ('WAS', 'ROOT', 'WAS'), ('IN', 'prep', 'WAS'), ('TANKS', 'pobj', 'IN'), ('AND', 'cc', 'TANKS'), ('SYSTEM', 'conj', 'TANKS'), ('.', 'punct', 'WAS'), ('                  ', '', '.')]",0.0,[]
19841116062419A,AFTER STARTING ENGINE AN EXPLOSION OCCURRED FOLLOWED BY FIRE. AD 721101 HAD NOT BEEN COMPLIED WITH.                ,[],[],"[('AFTER', 'ADP'), ('STARTING', 'PROPN'), ('ENGINE', 'PROPN'), ('AN', 'DET'), ('EXPLOSION', 'NOUN'), ('OCCURRED', 'NOUN'), ('FOLLOWED', 'NOUN'), ('BY', 'ADP'), ('FIRE', 'PROPN'), ('.', 'PUNCT'), ('AD', 'NOUN'), ('721101', 'NUM'), ('HAD', 'VERB'), ('NOT', 'ADV'), ('BEEN', 'VERB'), ('COMPLIED', 'VERB'), ('WITH', 'PROPN'), ('.', 'PUNCT'), ('               ', 'SPACE')]","['after', 'STARTING', 'ENGINE', 'an', 'explosion', 'occurred', 'FOLLOWED', 'by', 'FIRE', '.', 'ad', '721101', 'have', 'not', 'be', 'comply', 'WITH', '.', '               ']","[('AFTER', 'ROOT', 'AFTER'), ('STARTING', 'compound', 'ENGINE'), ('ENGINE', 'pobj', 'AFTER'), ('AN', 'det', 'EXPLOSION'), ('EXPLOSION', 'appos', 'ENGINE'), ('OCCURRED', 'compound', 'FOLLOWED'), ('FOLLOWED', 'appos', 'EXPLOSION'), ('BY', 'compound', 'FIRE'), ('FIRE', 'pobj', 'AFTER'), ('.', 'punct', 'AFTER'), ('AD', 'ROOT', 'AD'), ('721101', 'nummod', 'AD'), ('HAD', 'aux', 'COMPLIED'), ('NOT', 'neg', 'COMPLIED'), ('BEEN', 'aux', 'COMPLIED'), ('COMPLIED', 'ROOT', 'COMPLIED'), ('WITH', 'advmod', 'COMPLIED'), ('.', 'punct', 'COMPLIED'), ('               ', '', '.')]",0.0,[]
19841220069339A,"DID NOT SET IN ALTIMETER SETTING, READ 300 FEET HIGH. LOW AT MINIMUM DESCENT ALTITUDE, IMPACTED TREES.             ",[],"[('READ', 'ORG'), ('300', 'CARDINAL'), ('MINIMUM DESCENT ALTITUDE', 'ORG'), ('IMPACTED TREES', 'ORG')]","[('DID', 'VERB'), ('NOT', 'ADV'), ('SET', 'VERB'), ('IN', 'ADP'), ('ALTIMETER', 'PROPN'), ('SETTING', 'PROPN'), (',', 'PUNCT'), ('READ', 'PROPN'), ('300', 'NUM'), ('FEET', 'PROPN'), ('HIGH', 'ADV'), ('.', 'PUNCT'), ('LOW', 'ADJ'), ('AT', 'PROPN'), ('MINIMUM', 'PROPN'), ('DESCENT', 'PROPN'), ('ALTITUDE', 'PROPN'), (',', 'PUNCT'), ('IMPACTED', 'PROPN'), ('TREES', 'PROPN'), ('.', 'PUNCT'), ('            ', 'SPACE')]","['do', 'not', 'set', 'in', 'ALTIMETER', 'SETTING', ',', 'READ', '300', 'FEET', 'high', '.', 'low', 'AT', 'MINIMUM', 'DESCENT', 'ALTITUDE', ',', 'IMPACTED', 'TREES', '.', '            ']","[('DID', 'aux', 'SET'), ('NOT', 'neg', 'SET'), ('SET', 'ROOT', 'SET'), ('IN', 'prep', 'SET'), ('ALTIMETER', 'compound', 'SETTING'), ('SETTING', 'pobj', 'IN'), (',', 'punct', 'SET'), ('READ', 'nmod', 'HIGH'), ('300', 'nummod', 'FEET'), ('FEET', 'compound', 'HIGH'), ('HIGH', 'dep', 'SET'), ('.', 'punct', 'SET'), ('LOW', 'compound', 'ALTITUDE'), ('AT', 'compound', 'ALTITUDE'), ('MINIMUM', 'compound', 'ALTITUDE'), ('DESCENT', 'compound', 'ALTITUDE'), ('ALTITUDE', 'dep', 'TREES'), (',', 'punct', 'ALTITUDE'), ('IMPACTED', 'compound', 'TREES'), ('TREES', 'ROOT', 'TREES'), ('.', 'punct', 'TREES'), ('            ', '', '.')]",0.08,[]
19850103004479I,"AFTER TAKEOFF, PILOT HAD FLUCTUATING OIL PRESSURE. RETURNED TO AIRPORT. FOUND ENGINE OIL LOW. SERVICED, CHECKED OK.",[],"[('TAKEOFF', 'ORG')]","[('AFTER', 'ADP'), ('TAKEOFF', 'PROPN'), (',', 'PUNCT'), ('PILOT', 'PROPN'), ('HAD', 'PROPN'), ('FLUCTUATING', 'NOUN'), ('OIL', 'NOUN'), ('PRESSURE', 'NOUN'), ('.', 'PUNCT'), ('RETURNED', 'NOUN'), ('TO', 'ADP'), ('AIRPORT', 'PROPN'), ('.', 'PUNCT'), ('FOUND', 'PROPN'), ('ENGINE', 'PROPN'), ('OIL', 'PROPN'), ('LOW', 'PROPN'), ('.', 'PUNCT'), ('SERVICED', 'ADV'), (',', 'PUNCT'), ('CHECKED', 'NOUN'), ('OK', 'INTJ'), ('.', 'PUNCT')]","['after', 'TAKEOFF', ',', 'PILOT', 'HAD', 'fluctuating', 'oil', 'pressure', '.', 'RETURNED', 'to', 'AIRPORT', '.', 'FOUND', 'ENGINE', 'OIL', 'LOW', '.', 'serviced', ',', 'checked', 'ok', '.']","[('AFTER', 'prep', 'FLUCTUATING'), ('TAKEOFF', 'pobj', 'AFTER'), (',', 'punct', 'FLUCTUATING'), ('PILOT', 'nsubj', 'FLUCTUATING'), ('HAD', 'aux', 'FLUCTUATING'), ('FLUCTUATING', 'ROOT', 'FLUCTUATING'), ('OIL', 'compound', 'PRESSURE'), ('PRESSURE', 'dobj', 'FLUCTUATING'), ('.', 'punct', 'FLUCTUATING'), ('RETURNED', 'compound', 'AIRPORT'), ('TO', 'compound', 'AIRPORT'), ('AIRPORT', 'ROOT', 'AIRPORT'), ('.', 'punct', 'AIRPORT'), ('FOUND', 'compound', 'ENGINE'), ('ENGINE', 'compound', 'LOW'), ('OIL', 'compound', 'LOW'), ('LOW', 'ROOT', 'LOW'), ('.', 'punct', 'LOW'), ('SERVICED', 'ROOT', 'SERVICED'), (',', 'punct', 'SERVICED'), ('CHECKED', 'compound', 'OK'), ('OK', 'appos', 'SERVICED'), ('.', 'punct', 'SERVICED')]",0.25,[]
19850105026449I,ENGINE LOST POWER DURING CLIMB. LANDED ON ROAD. WATER FOUND IN FUEL TANKS.                                         ,[],"[('ENGINE', 'ORG')]","[('ENGINE', 'PROPN'), ('LOST', 'PROPN'), ('POWER', 'NOUN'), ('DURING', 'ADP'), ('CLIMB', 'PROPN'), ('.', 'PUNCT'), ('LANDED', 'VERB'), ('ON', 'PROPN'), ('ROAD', 'PROPN'), ('.', 'PUNCT'), ('WATER', 'NOUN'), ('FOUND', 'VERB'), ('IN', 'ADP'), ('FUEL', 'PROPN'), ('TANKS', 'PROPN'), ('.', 'PUNCT'), ('                                        ', 'SPACE')]","['ENGINE', 'LOST', 'power', 'during', 'CLIMB', '.', 'land', 'ON', 'ROAD', '.', 'water', 'find', 'in', 'FUEL', 'TANKS', '.', '                                        ']","[('ENGINE', 'nsubj', 'LOST'), ('LOST', 'ROOT', 'LOST'), ('POWER', 'compound', 'CLIMB'), ('DURING', 'amod', 'CLIMB'), ('CLIMB', 'dobj', 'LOST'), ('.', 'punct', 'LOST'), ('LANDED', 'ROOT', 'LANDED'), ('ON', 'compound', 'ROAD'), ('ROAD', 'dobj', 'LANDED'), ('.', 'punct', 'LANDED'), ('WATER', 'nsubj', 'FOUND'), ('FOUND', 'ROOT', 'FOUND'), ('IN', 'prep', 'FOUND'), ('FUEL', 'compound', 'TANKS'), ('TANKS', 'pobj', 'IN'), ('.', 'punct', 'FOUND'), ('                                        ', '', '.')]",0.0,[]
19850103007209I,"NOTAM SAID 50 FT WIDTH SNOW CLEARED. AREA CLEARED WAS 30 FT WITH CURVE. WHEEL STRUCK SNOWBANK, ENGINES INTO SNOW.  ",[],"[('NOTAM', 'ORG'), ('50', 'CARDINAL'), ('AREA', 'GPE'), ('30', 'CARDINAL'), ('ENGINES INTO SNOW', 'ORG')]","[('NOTAM', 'PROPN'), ('SAID', 'VERB'), ('50', 'NUM'), ('FT', 'PROPN'), ('WIDTH', 'PROPN'), ('SNOW', 'NOUN'), ('CLEARED', 'VERB'), ('.', 'PUNCT'), ('AREA', 'NOUN'), ('CLEARED', 'PROPN'), ('WAS', 'VERB'), ('30', 'NUM'), ('FT', 'PROPN'), ('WITH', 'PROPN'), ('CURVE', 'NOUN'), ('.', 'PUNCT'), ('WHEEL', 'PROPN'), ('STRUCK', 'VERB'), ('SNOWBANK', 'PROPN'), (',', 'PUNCT'), ('ENGINES', 'PROPN'), ('INTO', 'PROPN'), ('SNOW', 'PROPN'), ('.', 'PUNCT'), (' ', 'SPACE')]","['NOTAM', 'say', '50', 'FT', 'WIDTH', 'SNOW', 'cleared', '.', 'area', 'CLEARED', 'be', '30', 'FT', 'WITH', 'curve', '.', 'WHEEL', 'strike', 'SNOWBANK', ',', 'ENGINES', 'INTO', 'SNOW', '.', ' ']","[('NOTAM', 'nsubj', 'SAID'), ('SAID', 'ROOT', 'SAID'), ('50', 'nummod', 'CLEARED'), ('FT', 'compound', 'CLEARED'), ('WIDTH', 'compound', 'SNOW'), ('SNOW', 'compound', 'CLEARED'), ('CLEARED', 'dobj', 'SAID'), ('.', 'punct', 'SAID'), ('AREA', 'compound', 'CLEARED'), ('CLEARED', 'nsubj', 'WAS'), ('WAS', 'ROOT', 'WAS'), ('30', 'nummod', 'FT'), ('FT', 'compound', 'CURVE'), ('WITH', 'compound', 'CURVE'), ('CURVE', 'attr', 'WAS'), ('.', 'punct', 'WAS'), ('WHEEL', 'nsubj', 'STRUCK'), ('STRUCK', 'ROOT', 'STRUCK'), ('SNOWBANK', 'dobj', 'STRUCK'), (',', 'punct', 'SNOWBANK'), ('ENGINES', 'appos', 'SNOWBANK'), ('INTO', 'prep', 'ENGINES'), ('SNOW', 'pobj', 'INTO'), ('.', 'punct', 'STRUCK'), (' ', '', '.')]",0.0,[]
19850105019239A,"ENGINE QUIT AFTER TAKEOFF. HIT TREE, POWERLINES, GROUND. FUEL LINE TO CARBURETOR FULL OF WATER.                    ",[],"[('ENGINE', 'ORG'), ('TAKEOFF', 'ORG'), ('TREE', 'ORG'), ('POWERLINES', 'ORG'), ('GROUND', 'ORG')]","[('ENGINE', 'PROPN'), ('QUIT', 'PROPN'), ('AFTER', 'ADP'), ('TAKEOFF', 'NOUN'), ('.', 'PUNCT'), ('HIT', 'PROPN'), ('TREE', 'PROPN'), (',', 'PUNCT'), ('POWERLINES', 'NOUN'), (',', 'PUNCT'), ('GROUND', 'PROPN'), ('.', 'PUNCT'), ('FUEL', 'NOUN'), ('LINE', 'NOUN'), ('TO', 'ADP'), ('CARBURETOR', 'PROPN'), ('FULL', 'PROPN'), ('OF', 'ADP'), ('WATER', 'PROPN'), ('.', 'PUNCT'), ('                   ', 'SPACE')]","['ENGINE', 'QUIT', 'after', 'takeoff', '.', 'HIT', 'TREE', ',', 'powerlines', ',', 'GROUND', '.', 'fuel', 'line', 'to', 'CARBURETOR', 'FULL', 'of', 'WATER', '.', '                   ']","[('ENGINE', 'nsubj', 'QUIT'), ('QUIT', 'ROOT', 'QUIT'), ('AFTER', 'prep', 'QUIT'), ('TAKEOFF', 'pobj', 'AFTER'), ('.', 'punct', 'QUIT'), ('HIT', 'compound', 'TREE'), ('TREE', 'ROOT', 'TREE'), (',', 'punct', 'TREE'), ('POWERLINES', 'appos', 'TREE'), (',', 'punct', 'POWERLINES'), ('GROUND', 'appos', 'POWERLINES'), ('.', 'punct', 'TREE'), ('FUEL', 'compound', 'LINE'), ('LINE', 'ROOT', 'LINE'), ('TO', 'aux', 'CARBURETOR'), ('CARBURETOR', 'ROOT', 'CARBURETOR'), ('FULL', 'dobj', 'CARBURETOR'), ('OF', 'prep', 'FULL'), ('WATER', 'pobj', 'OF'), ('.', 'punct', 'CARBURETOR'), ('                   ', '', '.')]",0.35,[]
19850110015469I,"ENGINE QUIT, RESTART SEVERAL TIMES WITH PARTIAL POWER. SAFE LANDING. WATER IN TANKS. LOW FUEL. STC FOR AUTO GAS.   ",[],"[('ENGINE QUIT', 'ORG'), ('TIMES', 'ORG'), ('PARTIAL', 'ORG'), ('POWER', 'PRODUCT')]","[('ENGINE', 'PROPN'), ('QUIT', 'PROPN'), (',', 'PUNCT'), ('RESTART', 'PROPN'), ('SEVERAL', 'ADJ'), ('TIMES', 'NOUN'), ('WITH', 'ADP'), ('PARTIAL', 'PROPN'), ('POWER', 'NOUN'), ('.', 'PUNCT'), ('SAFE', 'PROPN'), ('LANDING', 'NOUN'), ('.', 'PUNCT'), ('WATER', 'NOUN'), ('IN', 'ADP'), ('TANKS', 'PROPN'), ('.', 'PUNCT'), ('LOW', 'PROPN'), ('FUEL', 'PROPN'), ('.', 'PUNCT'), ('STC', 'PROPN'), ('FOR', 'ADP'), ('AUTO', 'PROPN'), ('GAS', 'PROPN'), ('.', 'PUNCT'), ('  ', 'SPACE')]","['ENGINE', 'QUIT', ',', 'RESTART', 'several', 'time', 'with', 'PARTIAL', 'power', '.', 'SAFE', 'landing', '.', 'water', 'in', 'TANKS', '.', 'LOW', 'FUEL', '.', 'STC', 'for', 'AUTO', 'GAS', '.', '  ']","[('ENGINE', 'compound', 'QUIT'), ('QUIT', 'ROOT', 'QUIT'), (',', 'punct', 'QUIT'), ('RESTART', 'compound', 'TIMES'), ('SEVERAL', 'compound', 'TIMES'), ('TIMES', 'appos', 'QUIT'), ('WITH', 'prep', 'TIMES'), ('PARTIAL', 'compound', 'POWER'), ('POWER', 'pobj', 'WITH'), ('.', 'punct', 'QUIT'), ('SAFE', 'compound', 'LANDING'), ('LANDING', 'ROOT', 'LANDING'), ('.', 'punct', 'LANDING'), ('WATER', 'ROOT', 'WATER'), ('IN', 'prep', 'WATER'), ('TANKS', 'pobj', 'IN'), ('.', 'punct', 'WATER'), ('LOW', 'compound', 'FUEL'), ('FUEL', 'ROOT', 'FUEL'), ('.', 'punct', 'FUEL'), ('STC', 'ROOT', 'STC'), ('FOR', 'prep', 'STC'), ('AUTO', 'compound', 'GAS'), ('GAS', 'pobj', 'FOR'), ('.', 'punct', 'STC'), ('  ', '', '.')]",0.1,[]
19850118004909I,"ON TAKEOFF, NOSE TIRE FLIPPED FLUSH TAXIWAY CENTERLINE LIGHT COVER HOUSING INTO LANDING GEAR. CUT HYDRAULIC LINE.  ",[],"[('TAKEOFF', 'ORG'), ('NOSE', 'ORG'), ('HYDRAULIC LINE', 'ORG')]","[('ON', 'ADP'), ('TAKEOFF', 'PROPN'), (',', 'PUNCT'), ('NOSE', 'PROPN'), ('TIRE', 'PROPN'), ('FLIPPED', 'ADJ'), ('FLUSH', 'ADJ'), ('TAXIWAY', 'NOUN'), ('CENTERLINE', 'PROPN'), ('LIGHT', 'PROPN'), ('COVER', 'VERB'), ('HOUSING', 'NOUN'), ('INTO', 'ADJ'), ('LANDING', 'NOUN'), ('GEAR', 'NOUN'), ('.', 'PUNCT'), ('CUT', 'PROPN'), ('HYDRAULIC', 'PROPN'), ('LINE', 'PROPN'), ('.', 'PUNCT'), (' ', 'SPACE')]","['on', 'TAKEOFF', ',', 'NOSE', 'TIRE', 'flipped', 'flush', 'taxiway', 'CENTERLINE', 'LIGHT', 'COVER', 'housing', 'into', 'landing', 'gear', '.', 'CUT', 'HYDRAULIC', 'LINE', '.', ' ']","[('ON', 'compound', 'TAKEOFF'), ('TAKEOFF', 'npadvmod', 'FLIPPED'), (',', 'punct', 'FLIPPED'), ('NOSE', 'compound', 'TIRE'), ('TIRE', 'nsubj', 'FLIPPED'), ('FLIPPED', 'ROOT', 'FLIPPED'), ('FLUSH', 'compound', 'CENTERLINE'), ('TAXIWAY', 'compound', 'CENTERLINE'), ('CENTERLINE', 'compound', 'HOUSING'), ('LIGHT', 'compound', 'COVER'), ('COVER', 'compound', 'HOUSING'), ('HOUSING', 'dobj', 'FLIPPED'), ('INTO', 'prep', 'HOUSING'), ('LANDING', 'compound', 'GEAR'), ('GEAR', 'pobj', 'INTO'), ('.', 'punct', 'FLIPPED'), ('CUT', 'compound', 'LINE'), ('HYDRAULIC', 'compound', 'LINE'), ('LINE', 'ROOT', 'LINE'), ('.', 'punct', 'LINE'), (' ', '', '.')]",0.4,[]
19850212008889I,LOST POWER LANDED SHORT OF RUNWAY AND FLIPPED OVER. WATER IN FUEL SYSTEM AND CARBURETOR.                           ,[],[],"[('LOST', 'PROPN'), ('POWER', 'NOUN'), ('LANDED', 'PROPN'), ('SHORT', 'PROPN'), ('OF', 'ADP'), ('RUNWAY', 'PROPN'), ('AND', 'CCONJ'), ('FLIPPED', 'PROPN'), ('OVER', 'ADV'), ('.', 'PUNCT'), ('WATER', 'NOUN'), ('IN', 'ADP'), ('FUEL', 'NOUN'), ('SYSTEM', 'PROPN'), ('AND', 'CCONJ'), ('CARBURETOR', 'PROPN'), ('.', 'PUNCT'), ('                          ', 'SPACE')]","['LOST', 'power', 'LANDED', 'SHORT', 'of', 'RUNWAY', 'and', 'FLIPPED', 'over', '.', 'water', 'in', 'fuel', 'SYSTEM', 'and', 'CARBURETOR', '.', '                          ']","[('LOST', 'ROOT', 'LOST'), ('POWER', 'compound', 'SHORT'), ('LANDED', 'compound', 'SHORT'), ('SHORT', 'dobj', 'LOST'), ('OF', 'prep', 'SHORT'), ('RUNWAY', 'pobj', 'OF'), ('AND', 'cc', 'LOST'), ('FLIPPED', 'conj', 'LOST'), ('OVER', 'dobj', 'FLIPPED'), ('.', 'punct', 'LOST'), ('WATER', 'ROOT', 'WATER'), ('IN', 'prep', 'WATER'), ('FUEL', 'compound', 'SYSTEM'), ('SYSTEM', 'pobj', 'IN'), ('AND', 'cc', 'WATER'), ('CARBURETOR', 'conj', 'WATER'), ('.', 'punct', 'WATER'), ('                          ', '', '.')]",0.0,[]
19850204009479I,AFTER LANDING RIGHT PROPELLER REVERSE INEFFECTIVE. UNDERSPEED GOVERNOR LINKAGE DISCONNECTED.                       ,[],"[('UNDERSPEED', 'GPE')]","[('AFTER', 'ADP'), ('LANDING', 'PROPN'), ('RIGHT', 'ADV'), ('PROPELLER', 'NOUN'), ('REVERSE', 'NOUN'), ('INEFFECTIVE', 'VERB'), ('.', 'PUNCT'), ('UNDERSPEED', 'NOUN'), ('GOVERNOR', 'ADJ'), ('LINKAGE', 'NOUN'), ('DISCONNECTED', 'ADV'), ('.', 'PUNCT'), ('                      ', 'SPACE')]","['after', 'LANDING', 'right', 'propeller', 'reverse', 'INEFFECTIVE', '.', 'underspeed', 'governor', 'linkage', 'disconnected', '.', '                      ']","[('AFTER', 'ROOT', 'AFTER'), ('LANDING', 'nmod', 'INEFFECTIVE'), ('RIGHT', 'advmod', 'PROPELLER'), ('PROPELLER', 'compound', 'INEFFECTIVE'), ('REVERSE', 'compound', 'INEFFECTIVE'), ('INEFFECTIVE', 'pobj', 'AFTER'), ('.', 'punct', 'INEFFECTIVE'), ('UNDERSPEED', 'compound', 'GOVERNOR'), ('GOVERNOR', 'compound', 'DISCONNECTED'), ('LINKAGE', 'compound', 'DISCONNECTED'), ('DISCONNECTED', 'ROOT', 'DISCONNECTED'), ('.', 'punct', 'DISCONNECTED'), ('                      ', '', '.')]",0.2857142857142857,[]
19850215009039I,"GROUND PERSONNEL POSITIONED LARGE FIRE EXTINGUISHER NEAR AIRCRAFT. STRUCK EXTINGUISHER, DAMAGE TO BOTH PROPELLERS. ",[],"[('EXTINGUISHER', 'PERSON')]","[('GROUND', 'PROPN'), ('PERSONNEL', 'VERB'), ('POSITIONED', 'NOUN'), ('LARGE', 'ADJ'), ('FIRE', 'ADJ'), ('EXTINGUISHER', 'PROPN'), ('NEAR', 'PROPN'), ('AIRCRAFT', 'PROPN'), ('.', 'PUNCT'), ('STRUCK', 'PROPN'), ('EXTINGUISHER', 'PROPN'), (',', 'PUNCT'), ('DAMAGE', 'NOUN'), ('TO', 'ADP'), ('BOTH', 'DET'), ('PROPELLERS', 'NOUN'), ('.', 'PUNCT')]","['GROUND', 'PERSONNEL', 'POSITIONED', 'large', 'fire', 'EXTINGUISHER', 'NEAR', 'AIRCRAFT', '.', 'STRUCK', 'EXTINGUISHER', ',', 'damage', 'to', 'both', 'propeller', '.']","[('GROUND', 'compound', 'AIRCRAFT'), ('PERSONNEL', 'compound', 'AIRCRAFT'), ('POSITIONED', 'compound', 'AIRCRAFT'), ('LARGE', 'compound', 'EXTINGUISHER'), ('FIRE', 'compound', 'EXTINGUISHER'), ('EXTINGUISHER', 'compound', 'AIRCRAFT'), ('NEAR', 'compound', 'AIRCRAFT'), ('AIRCRAFT', 'ROOT', 'AIRCRAFT'), ('.', 'punct', 'AIRCRAFT'), ('STRUCK', 'ROOT', 'STRUCK'), ('EXTINGUISHER', 'dobj', 'STRUCK'), (',', 'punct', 'EXTINGUISHER'), ('DAMAGE', 'conj', 'EXTINGUISHER'), ('TO', 'prep', 'DAMAGE'), ('BOTH', 'det', 'PROPELLERS'), ('PROPELLERS', 'pobj', 'TO'), ('.', 'punct', 'STRUCK')]",0.1571428571428571,[]
