,index,input,head,relation,tail
188,98,ENGINE SPUTTERED AND QUIT AT CRUISE. LANDED IN MARSHY AREA AND TIPPED UP ON NOSE. WATER IN FUEL.                   ,Lake Champlain,located in the administrative territorial entity,Quebec
189,98,ENGINE SPUTTERED AND QUIT AT CRUISE. LANDED IN MARSHY AREA AND TIPPED UP ON NOSE. WATER IN FUEL.                   ,Quebec,located in or next to body of water,Lake Champlain
190,98,ENGINE SPUTTERED AND QUIT AT CRUISE. LANDED IN MARSHY AREA AND TIPPED UP ON NOSE. WATER IN FUEL.                   ,Quebec,located in the administrative territorial entity,Canada
191,98,ENGINE SPUTTERED AND QUIT AT CRUISE. LANDED IN MARSHY AREA AND TIPPED UP ON NOSE. WATER IN FUEL.                   ,Canada,contains administrative territorial entity,Quebec
192,99,LOGGING OPNS. CABLE CAUGHT ON L SKID.                                                                              ,St. Petersburg,located in the administrative territorial entity,Russia
193,99,LOGGING OPNS. CABLE CAUGHT ON L SKID.                                                                              ,Russia,contains administrative territorial entity,St. Petersburg
194,100,"FLOAT PLANE RIDING LOW IN THE WATER AFTER NORMAL LANDING, SANK. MUST HAVE HAD WATER IN FLOATS, BALL COVERS GONE.   ",float plane,has parts of the class,floats
195,100,"FLOAT PLANE RIDING LOW IN THE WATER AFTER NORMAL LANDING, SANK. MUST HAVE HAD WATER IN FLOATS, BALL COVERS GONE.   ",float plane,has parts of the class,ball covers
196,100,"FLOAT PLANE RIDING LOW IN THE WATER AFTER NORMAL LANDING, SANK. MUST HAVE HAD WATER IN FLOATS, BALL COVERS GONE.   ",floats,part of,float plane
197,100,"FLOAT PLANE RIDING LOW IN THE WATER AFTER NORMAL LANDING, SANK. MUST HAVE HAD WATER IN FLOATS, BALL COVERS GONE.   ",ball covers,part of,float plane
198,101,FLOAT STRUT COLLAPSED DURING TAKEOFF RUN. WAS DAMAGED FROM PREVIOUS HARD LANDING. WIRED TO A BRACE BY THE PILOT.   ,landing,followed by,takeoff
199,102,SPRING LOADED TANK DRAIN VALVE LEFT PARTIALLY OPEN. SPRAY HELICOPTER RAN OUT OF FUEL.                              ,tank,has part,fuel
200,102,SPRING LOADED TANK DRAIN VALVE LEFT PARTIALLY OPEN. SPRAY HELICOPTER RAN OUT OF FUEL.                              ,fuel,part of,tank
201,103,ENGINE QUIT DUE TO WATER IN THE FUEL SYSTEM.                                                                       ,engine,part of,fuel system
202,103,ENGINE QUIT DUE TO WATER IN THE FUEL SYSTEM.                                                                       ,fuel system,has part,engine
203,104,ACORNS LODGED IN CARB AIR BOX ASSEMBLY.                                                                            ,2008 Summer Olympics,point in time,2008
204,104,ACORNS LODGED IN CARB AIR BOX ASSEMBLY.                                                                            ,2008 Summer Olympics,location,Beijing
205,104,ACORNS LODGED IN CARB AIR BOX ASSEMBLY.                                                                            ,2008 Summer Olympics,country,China
206,104,ACORNS LODGED IN CARB AIR BOX ASSEMBLY.                                                                            ,Beijing,country,China
207,104,ACORNS LODGED IN CARB AIR BOX ASSEMBLY.                                                                            ,China,capital,Beijing
208,105,PRECAUTIONARY LANDING DUE TO LOW POWER. CARBURETOR HEAT WAS PARTIALLY OPEN CAUSING AN OVER RICH MIXTURE.           ,low power,facet of,carburetor
209,106,"NOSE GEAR COULD NOT BE FULLY EXTENDED, COLLAPSED ON TOUCHDOWN. NOSE GEAR DOORS HAD BEEN LEFT UNHOOKED, JAMMED.     ",nose gear doors,part of,nose gear
210,106,"NOSE GEAR COULD NOT BE FULLY EXTENDED, COLLAPSED ON TOUCHDOWN. NOSE GEAR DOORS HAD BEEN LEFT UNHOOKED, JAMMED.     ",nose gear,has part,nose gear doors
211,107,PILOT RETURNED DUE TO CONTROL PROBLEMS. FOUND THAT THE INBOARD END OF AILERON PUSH ROD WAS NOT CONNECTED.          ,aileron,has part,push rod
212,107,PILOT RETURNED DUE TO CONTROL PROBLEMS. FOUND THAT THE INBOARD END OF AILERON PUSH ROD WAS NOT CONNECTED.          ,push rod,part of,aileron
213,108,ROPE CAUGHT ON GLIDER WHEEL BRACKET.                                                                               ,George Orwell,notable work,Nineteen Eighty-Four
214,108,ROPE CAUGHT ON GLIDER WHEEL BRACKET.                                                                               ,Nineteen Eighty-Four,author,George Orwell
215,109,OIL PR DROPPED TO ZERO.PLT SHUT DN ENG.WING HIT TREE ADJACENT TO IL CAP NOT SECURED.                               ,plt,different from,eng
216,109,OIL PR DROPPED TO ZERO.PLT SHUT DN ENG.WING HIT TREE ADJACENT TO IL CAP NOT SECURED.                               ,eng,different from,plt
217,110,"LOOSE BATTERY POST,LOSS OF ALTERNATOR EXCITING CURRENT.                                                            ",Leipzig,country,Germany
218,110,"LOOSE BATTERY POST,LOSS OF ALTERNATOR EXCITING CURRENT.                                                            ",Germany,contains administrative territorial entity,Leipzig
219,111,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,power loss,subclass of,disaster
220,112,BECAME AIRBORNE AFTER TKOF ABORTED.                                                                                ,World War I,followed by,World War II
221,112,BECAME AIRBORNE AFTER TKOF ABORTED.                                                                                ,World War II,follows,World War I
222,112,BECAME AIRBORNE AFTER TKOF ABORTED.                                                                                ,World War II,followed by,World War II
223,112,BECAME AIRBORNE AFTER TKOF ABORTED.                                                                                ,World War II,follows,World War I
224,113,FLIGHT APPARENTLY TOOK OFF WITH THE REAR CABIN ENTRY DOOR OPEN. DOOR WAS CLOSED IN FLIGHT.                         ,cabin,part of,flight
225,113,FLIGHT APPARENTLY TOOK OFF WITH THE REAR CABIN ENTRY DOOR OPEN. DOOR WAS CLOSED IN FLIGHT.                         ,flight,has part,cabin
226,114,FULL NOSE DOWN TRIM.                                                                                               ,New York City,twinned administrative body,London
227,114,FULL NOSE DOWN TRIM.                                                                                               ,London,twinned administrative body,New York City
228,115,"TKOF FROM TRAILER,NO LOAD. R SKID TIEDOWN NOT REMOVED.                                                             ",tiedown,subclass of,trailer
229,116,PILOT LANDED ON BEACH AFTER NOTING SMOKE AND FUMES IN COCKPIT CAUSED BY GRASS AND DIRT IN ENGINE COMPARTMENT       ,cockpit,has part,engine compartment
230,116,PILOT LANDED ON BEACH AFTER NOTING SMOKE AND FUMES IN COCKPIT CAUSED BY GRASS AND DIRT IN ENGINE COMPARTMENT       ,engine compartment,part of,cockpit
231,117,PILOT LANDED AFTER NOTING OIL ON WINDSHIELD. OIL CAP WAS LOOSE.                                                    ,oil cap,part of,windshield
232,117,PILOT LANDED AFTER NOTING OIL ON WINDSHIELD. OIL CAP WAS LOOSE.                                                    ,windshield,has part,oil cap
233,118,PILOT STRUCK WIRES AFTER ENGINE STOPPED AND STARTED AGAIN AFTER SWITCHING TANK. VENT STOPPED UP BY MUD DAUBERS.    ,engine,has part,vent
234,118,PILOT STRUCK WIRES AFTER ENGINE STOPPED AND STARTED AGAIN AFTER SWITCHING TANK. VENT STOPPED UP BY MUD DAUBERS.    ,vent,part of,engine
235,119,ENGINE QUIT AT 250 FEET ON CLIMBOUT. WATER AND OTHER FOREIGN MATERIAL FOUND IN THE GASCOLATOR BOWL.                ,gascolator bowl,subclass of,water
236,120,ENGINE STOPPED SOON AFTER TAKEOFF DUE TO FUEL SELECTOR MOVED BY A PASSENGER DURING LOADING.                        ,fuel selector,use,takeoff
237,121,ENGINE STOPPED ON NEWLY PURCHASED AIRPLANE DUE TO WATER IN THE FUEL SYSTEM. HAD BEEN STORED OUTSIDE.               ,engine,has part,fuel
238,121,ENGINE STOPPED ON NEWLY PURCHASED AIRPLANE DUE TO WATER IN THE FUEL SYSTEM. HAD BEEN STORED OUTSIDE.               ,fuel,part of,engine
239,122,MUD DOBBER(WASP)NEST IN FUEL VENT LINE.                                                                            ,West London,part of,London
240,122,MUD DOBBER(WASP)NEST IN FUEL VENT LINE.                                                                            ,London,has part,West London
241,122,MUD DOBBER(WASP)NEST IN FUEL VENT LINE.                                                                            ,London,capital of,England
242,122,MUD DOBBER(WASP)NEST IN FUEL VENT LINE.                                                                            ,England,capital,London
243,123,NO NARRATIVE.                                                                                                      ,World War I,followed by,World War II
244,123,NO NARRATIVE.                                                                                                      ,World War II,follows,World War I
245,123,NO NARRATIVE.                                                                                                      ,World War II,followed by,World War II
246,123,NO NARRATIVE.                                                                                                      ,World War II,follows,World War I
247,124,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.                                                                       ,World War I,followed by,World War II
248,124,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.                                                                       ,World War II,follows,World War I
249,124,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.                                                                       ,World War II,followed by,World War II
250,124,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.                                                                       ,World War II,follows,World War I
251,125,LOSS OF ENGINE POWER AFTER TAKEOFF. LANDED STRAIGHT AHEAD IN OAT FIELD. WATER IN FUEL.                             ,airport,country,United States
252,125,LOSS OF ENGINE POWER AFTER TAKEOFF. LANDED STRAIGHT AHEAD IN OAT FIELD. WATER IN FUEL.                             ,United States,shares border with,Mexico
253,125,LOSS OF ENGINE POWER AFTER TAKEOFF. LANDED STRAIGHT AHEAD IN OAT FIELD. WATER IN FUEL.                             ,United States,shares border with,Mexico
254,125,LOSS OF ENGINE POWER AFTER TAKEOFF. LANDED STRAIGHT AHEAD IN OAT FIELD. WATER IN FUEL.                             ,Mexico,shares border with,United States
255,125,LOSS OF ENGINE POWER AFTER TAKEOFF. LANDED STRAIGHT AHEAD IN OAT FIELD. WATER IN FUEL.                             ,Mexico,shares border with,United States
256,125,LOSS OF ENGINE POWER AFTER TAKEOFF. LANDED STRAIGHT AHEAD IN OAT FIELD. WATER IN FUEL.                             ,Mexico,shares border with,United States
257,125,LOSS OF ENGINE POWER AFTER TAKEOFF. LANDED STRAIGHT AHEAD IN OAT FIELD. WATER IN FUEL.                             ,Mexico,shares border with,United States
258,126,PLT INADVERTENTLY MOVED MIXTURE CONTROL TO CUT OFF POSITION WHILEEMPTING TO LEAN MIXTURE.                          ,whileempting,subclass of,mixture control
259,127,"PILOT DEPARTED WITH INOPERATIVE RADIO, THEN UNABLE TO FIND DESTINATION. WHEN NEARLY OUT OF FUEL FOUND AN AIRPORT.  ",airport,operator,pilot
260,128,ACFT BEING FERRIED FOR MAINT. SEAT RETAINERS MISSING.                                                              ,seat retainers,subclass of,ferried
261,129,"AIRCRAFT VEERED LEFT DURING TAKEOFF, GOT AIRBORNE. NOSE GEAR DID NOT CENTER DUE TO INFLATION AND CAM ADJUSTMENT    ",cam adjustment,part of,nose gear
262,130,FLIGHT HAD FILED IFR BUT TOOK OFF VFR. WAS CONSIDERED A RADIO FAILURE BY ATC. ALSO CARGO DOOR WAS OPENED ON TAKEOFF,ifr,subclass of,radio failure
263,130,FLIGHT HAD FILED IFR BUT TOOK OFF VFR. WAS CONSIDERED A RADIO FAILURE BY ATC. ALSO CARGO DOOR WAS OPENED ON TAKEOFF,vfr,subclass of,radio failure
264,131,PILOT REFUELED FROM A 55 GAL DRUM AND DID NOT CHECK FOR WATER. ENGINE QUIT ON TAKEOFF DUE TO WATER IN THE FUEL.    ,refueled,has cause,engine quit
265,131,PILOT REFUELED FROM A 55 GAL DRUM AND DID NOT CHECK FOR WATER. ENGINE QUIT ON TAKEOFF DUE TO WATER IN THE FUEL.    ,engine quit,has effect,refueled
266,132,STUDENT PILOT LOST POWER ON TAKEOFF DUE TO MAIN FUEL SUMP LEFT OPEN DURING PREFLIGHT.OVERSHOT ON AIRPORT LANDING   ,takeoff,follows,preflight
267,132,STUDENT PILOT LOST POWER ON TAKEOFF DUE TO MAIN FUEL SUMP LEFT OPEN DURING PREFLIGHT.OVERSHOT ON AIRPORT LANDING   ,preflight,followed by,takeoff
268,133,STUDENT PILOT RAN OUT OF FUEL. IT IS LIKELY THAT THE FUEL DRAIN WAS RUNNING AND NOT DETECTED.                      ,fuel drain,different from,ran out of fuel
269,133,STUDENT PILOT RAN OUT OF FUEL. IT IS LIKELY THAT THE FUEL DRAIN WAS RUNNING AND NOT DETECTED.                      ,ran out of fuel,different from,fuel drain
270,134,FLIGHT RETURNED AFTER OIL LOSS. PILOT FAILED TO SECURE OIL STICK.                                                  ,oil,subclass of,fuel
271,135,RAN OFF SIDE OF RUNWAY AFTER LOOSE WHEEL FAIRING JAMMED TIRE ON TAKEOFF.                                           ,tire,connects with,wheel
272,135,RAN OFF SIDE OF RUNWAY AFTER LOOSE WHEEL FAIRING JAMMED TIRE ON TAKEOFF.                                           ,wheel,connects with,tire
273,136,"LEFT GEAR COLLAPSED ON ROLL OUT, HYDRAULIC SYSTEM LOW ON FLUID.                                                    ",1988 Summer Olympics,point in time,1988
274,137,FORCED LANDING AFTER ENGINE QUIT. DRAINED WATER FROM FUEL TANK.                                                    ,fuel tank,part of,engine
275,137,FORCED LANDING AFTER ENGINE QUIT. DRAINED WATER FROM FUEL TANK.                                                    ,engine,has part,fuel tank
276,138,GEAR RETRACTED ON TAKEOFF. FOUND FAULTY GEAR ACTUATOR SWITCH.                                                      ,gear,has part,actuator
277,138,GEAR RETRACTED ON TAKEOFF. FOUND FAULTY GEAR ACTUATOR SWITCH.                                                      ,actuator,part of,gear
278,140,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.        ",Cowling,product or material produced,cowling loose
279,140,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.        ",cowling loose,product or material produced,Cowling
280,140,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.        ",cowling loose,product or material produced,cowling struck prop
281,140,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.        ",cowling struck prop,product or material produced,cowling loose
282,140,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.        ",cowling struck prop,product or material produced,cowling loose
283,140,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.        ",cowling struck prop,product or material produced,cowling loose
284,140,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.        ",cowling loose,product or material produced,cowling struck prop
285,140,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.        ",cowling loose,product or material produced,cowling struck prop
286,140,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.        ",cowling loose,product or material produced,cowling struck prop
287,141,UNABLE TO EXTEND NOSE GEAR BEFORE LANDING. GEAR WAS JAMMED DUE TO DEFLATED NOSE GEAR STRUT.                        ,nose gear,has part,strut
