,index,input,sentence,head,relation,tail
120,106,"NOSE GEAR COULD NOT BE FULLY EXTENDED, COLLAPSED ON TOUCHDOWN. NOSE GEAR DOORS HAD BEEN LEFT UNHOOKED, JAMMED.     ",<triplet> NOSE GEAR <subj> TOUCHDOWN <obj> use <triplet> NOSE GEAR <subj> TOUCHDOWN <obj> use,NOSE GEAR,use,TOUCHDOWN
121,106,"NOSE GEAR COULD NOT BE FULLY EXTENDED, COLLAPSED ON TOUCHDOWN. NOSE GEAR DOORS HAD BEEN LEFT UNHOOKED, JAMMED.     ",<triplet> NOSE GEAR <subj> TOUCHDOWN <obj> use <triplet> NOSE GEAR <subj> TOUCHDOWN <obj> use,NOSE GEAR,use,TOUCHDOWN
122,107,PILOT RETURNED DUE TO CONTROL PROBLEMS. FOUND THAT THE INBOARD END OF AILERON PUSH ROD WAS NOT CONNECTED.          ,<triplet> AILERON <subj> PUSH ROD <obj> has part <triplet> PUSH ROD <subj> AILERON <obj> part of,AILERON,has part,PUSH ROD
123,107,PILOT RETURNED DUE TO CONTROL PROBLEMS. FOUND THAT THE INBOARD END OF AILERON PUSH ROD WAS NOT CONNECTED.          ,<triplet> AILERON <subj> PUSH ROD <obj> has part <triplet> PUSH ROD <subj> AILERON <obj> part of,PUSH ROD,part of,AILERON
124,108,ROPE CAUGHT ON GLIDER WHEEL BRACKET.                                                                               ,<triplet> GLIDER <subj> ROPE <obj> subclass of,GLIDER,subclass of,ROPE
125,109,OIL PR DROPPED TO ZERO.PLT SHUT DN ENG.WING HIT TREE ADJACENT TO IL CAP NOT SECURED.                               ,<triplet> PLT <subj> IL <obj> located in the administrative territorial entity,PLT,located in the administrative territorial entity,IL
126,110,"LOOSE BATTERY POST,LOSS OF ALTERNATOR EXCITING CURRENT.                                                            ",<triplet> LOSIE <subj> ALTERNATOR <obj> instance of,LOSIE,instance of,ALTERNATOR
127,111,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,<triplet> FOUND WATER IN FUEL <subj> POWER <obj> facet of,FOUND WATER IN FUEL,facet of,POWER
128,112,BECAME AIRBORNE AFTER TKOF ABORTED.                                                                                ,<triplet> BECAME <subj> AIRBORNE <obj> manufacturer,BECAME,manufacturer,AIRBORNE
129,113,FLIGHT APPARENTLY TOOK OFF WITH THE REAR CABIN ENTRY DOOR OPEN. DOOR WAS CLOSED IN FLIGHT.                         ,<triplet> FLIGHT <subj> REAR CABIN ENTRY <obj> location,FLIGHT,location,REAR CABIN ENTRY
130,114,FULL NOSE DOWN TRIM.                                                                                               ,<triplet> NOSE TRIM <subj> Canada <obj> country,NOSE TRIM,country,Canada
131,115,"TKOF FROM TRAILER,NO LOAD. R SKID TIEDOWN NOT REMOVED.                                                             ",<triplet> TKOF <subj> TRAILER <obj> instance of,TKOF,instance of,TRAILER
132,116,PILOT LANDED ON BEACH AFTER NOTING SMOKE AND FUMES IN COCKPIT CAUSED BY GRASS AND DIRT IN ENGINE COMPARTMENT       ,<triplet> FUMES <subj> SMOKE <obj> has cause,FUMES,has cause,SMOKE
133,117,PILOT LANDED AFTER NOTING OIL ON WINDSHIELD. OIL CAP WAS LOOSE.                                                    ,<triplet> WINDSHIELD <subj> OIL <obj> product or material produced,WINDSHIELD,product or material produced,OIL
134,118,PILOT STRUCK WIRES AFTER ENGINE STOPPED AND STARTED AGAIN AFTER SWITCHING TANK. VENT STOPPED UP BY MUD DAUBERS.    ,<triplet> MUD <subj> ENGINE <obj> subclass of,MUD,subclass of,ENGINE
135,119,ENGINE QUIT AT 250 FEET ON CLIMBOUT. WATER AND OTHER FOREIGN MATERIAL FOUND IN THE GASCOLATOR BOWL.                ,<triplet> GASCOLATOR BOWL <subj> CLIMBOUT <obj> instance of,GASCOLATOR BOWL,instance of,CLIMBOUT
136,120,ENGINE STOPPED SOON AFTER TAKEOFF DUE TO FUEL SELECTOR MOVED BY A PASSENGER DURING LOADING.                        ,<triplet> TAKEOFF <subj> ENGINE <obj> instance of,TAKEOFF,instance of,ENGINE
137,121,ENGINE STOPPED ON NEWLY PURCHASED AIRPLANE DUE TO WATER IN THE FUEL SYSTEM. HAD BEEN STORED OUTSIDE.               ,<triplet> FUEL <subj> AIRPLANE <obj> part of,FUEL,part of,AIRPLANE
138,122,MUD DOBBER(WASP)NEST IN FUEL VENT LINE.                                                                            ,<triplet> MUD DOBBER <subj> FUEL <obj> subclass of,MUD DOBBER,subclass of,FUEL
139,123,NO NARRATIVE.                                                                                                      ,<triplet> NO <subj> 1998 <obj> publication date,NO,publication date,1998
140,124,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.                                                                       ,<triplet> LNDD <subj> FLOODED <obj> has part <triplet> FLOODED <subj> LNDD <obj> part of,LNDD,has part,FLOODED
141,124,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.                                                                       ,<triplet> LNDD <subj> FLOODED <obj> has part <triplet> FLOODED <subj> LNDD <obj> part of,FLOODED,part of,LNDD
142,125,LOSS OF ENGINE POWER AFTER TAKEOFF. LANDED STRAIGHT AHEAD IN OAT FIELD. WATER IN FUEL.                             ,<triplet> TAKEOFF <subj> FUEL <obj> product or material produced,TAKEOFF,product or material produced,FUEL
143,126,PLT INADVERTENTLY MOVED MIXTURE CONTROL TO CUT OFF POSITION WHILEEMPTING TO LEAN MIXTURE.                          ,<triplet> MIXTURE <subj> CONTROL <obj> subclass of,MIXTURE,subclass of,CONTROL
144,127,"PILOT DEPARTED WITH INOPERATIVE RADIO, THEN UNABLE TO FIND DESTINATION. WHEN NEARLY OUT OF FUEL FOUND AN AIRPORT.  ",<triplet> FUEL <subj> INOPERATIVE RADIO <obj> has part,FUEL,has part,INOPERATIVE RADIO
145,128,ACFT BEING FERRIED FOR MAINT. SEAT RETAINERS MISSING.                                                              ,<triplet> FERRIED FOR MAINT <subj> SEAT <obj> conferred by,FERRIED FOR MAINT,conferred by,SEAT
146,129,"AIRCRAFT VEERED LEFT DURING TAKEOFF, GOT AIRBORNE. NOSE GEAR DID NOT CENTER DUE TO INFLATION AND CAM ADJUSTMENT    ",<triplet> TAKEOFF <subj> AIRBORNE <obj> instance of,TAKEOFF,instance of,AIRBORNE
147,130,FLIGHT HAD FILED IFR BUT TOOK OFF VFR. WAS CONSIDERED A RADIO FAILURE BY ATC. ALSO CARGO DOOR WAS OPENED ON TAKEOFF,<triplet> IFR <subj> VFR <obj> opposite of <triplet> VFR <subj> IFR <obj> opposite of,IFR,opposite of,VFR
148,130,FLIGHT HAD FILED IFR BUT TOOK OFF VFR. WAS CONSIDERED A RADIO FAILURE BY ATC. ALSO CARGO DOOR WAS OPENED ON TAKEOFF,<triplet> IFR <subj> VFR <obj> opposite of <triplet> VFR <subj> IFR <obj> opposite of,VFR,opposite of,IFR
149,131,PILOT REFUELED FROM A 55 GAL DRUM AND DID NOT CHECK FOR WATER. ENGINE QUIT ON TAKEOFF DUE TO WATER IN THE FUEL.    ,<triplet> TAKEOFF <subj> 55 <obj> elevation above sea level,TAKEOFF,elevation above sea level,55
150,132,STUDENT PILOT LOST POWER ON TAKEOFF DUE TO MAIN FUEL SUMP LEFT OPEN DURING PREFLIGHT.OVERSHOT ON AIRPORT LANDING   ,<triplet> TAKEOFF <subj> AIRPORT <obj> instance of,TAKEOFF,instance of,AIRPORT
151,133,STUDENT PILOT RAN OUT OF FUEL. IT IS LIKELY THAT THE FUEL DRAIN WAS RUNNING AND NOT DETECTED.                      ,<triplet> FUEL <subj> DRAIN <obj> has part,FUEL,has part,DRAIN
152,134,FLIGHT RETURNED AFTER OIL LOSS. PILOT FAILED TO SECURE OIL STICK.                                                  ,<triplet> FLIGHT <subj> OIL <obj> product or material produced,FLIGHT,product or material produced,OIL
153,135,RAN OFF SIDE OF RUNWAY AFTER LOOSE WHEEL FAIRING JAMMED TIRE ON TAKEOFF.                                           ,<triplet> TAKEOFF <subj> RUNWAY <obj> instance of,TAKEOFF,instance of,RUNWAY
154,136,"LEFT GEAR COLLAPSED ON ROLL OUT, HYDRAULIC SYSTEM LOW ON FLUID.                                                    ",<triplet> FLUID <subj> LEFT GEAR <obj> has part,FLUID,has part,LEFT GEAR
155,137,FORCED LANDING AFTER ENGINE QUIT. DRAINED WATER FROM FUEL TANK.                                                    ,<triplet> FUEL TANK <subj> ENGINE <obj> instance of,FUEL TANK,instance of,ENGINE
156,138,GEAR RETRACTED ON TAKEOFF. FOUND FAULTY GEAR ACTUATOR SWITCH.                                                      ,<triplet> TAKEOFF <subj> GEAR <obj> instance of,TAKEOFF,instance of,GEAR
157,139,15 MINUTES AFTER TAKEOFF AIRCRAFT WAS LANDED ON GOLF COURSE DUE TO FUEL EXHAUSTION.                                ,<triplet> TAKEOFF <subj> FUEL EXHAUSTION <obj> significant event,TAKEOFF,significant event,FUEL EXHAUSTION
158,140,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.        ",<triplet> LANDING <subj> BROKE <obj> has effect <triplet> BROKE <subj> LANDING <obj> has cause,LANDING,has effect,BROKE
159,140,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.        ",<triplet> LANDING <subj> BROKE <obj> has effect <triplet> BROKE <subj> LANDING <obj> has cause,BROKE,has cause,LANDING
160,141,UNABLE TO EXTEND NOSE GEAR BEFORE LANDING. GEAR WAS JAMMED DUE TO DEFLATED NOSE GEAR STRUT.                        ,<triplet> NOSE GEAR <subj> DEFLATED <obj> part of <triplet> DEFLATED <subj> NOSE GEAR <obj> has part,NOSE GEAR,part of,DEFLATED
161,141,UNABLE TO EXTEND NOSE GEAR BEFORE LANDING. GEAR WAS JAMMED DUE TO DEFLATED NOSE GEAR STRUT.                        ,<triplet> NOSE GEAR <subj> DEFLATED <obj> part of <triplet> DEFLATED <subj> NOSE GEAR <obj> has part,DEFLATED,has part,NOSE GEAR
162,142,FORCED LANDING AFTER POWER LOSS. HELICOPTER HAD BEEN SERVICED WITH JET FUEL.                                       ,<triplet> RAF Hingham <subj> England <obj> located in the administrative territorial entity,RAF Hingham,located in the administrative territorial entity,England
163,143,WING FLOATS DAMAGED ON LANDING. NOSE GAR DOOR LINKAGE HAD BROKEN CAUSING SHARP TURN.                               ,<triplet> WING FLOATS <subj> SHARP TURN <obj> has part <triplet> SHARP TURN <subj> WING FLOATS <obj> part of,WING FLOATS,has part,SHARP TURN
164,143,WING FLOATS DAMAGED ON LANDING. NOSE GAR DOOR LINKAGE HAD BROKEN CAUSING SHARP TURN.                               ,<triplet> WING FLOATS <subj> SHARP TURN <obj> has part <triplet> SHARP TURN <subj> WING FLOATS <obj> part of,SHARP TURN,part of,WING FLOATS
165,144,ABORTED TAKEOFF WHEN FRONT BAGGAGE DOOR POPPED OPEN.                                                               ,<triplet> TAKEOFF <subj> BAGGAGE <obj> instance of,TAKEOFF,instance of,BAGGAGE
166,145,"EXPLOSION HEARD DURING ENGINE START, PILOT MISTOOK FOR BACKFIRE, BEGAN FLIGHT. LATER FOUND EXHAUST TUNNELS DAMAGED.",<triplet> PILOT <subj> ENGINE <obj> uses,PILOT,uses,ENGINE
167,146,PILOT UNABLE TO GET THE NOSE WHEEL DOWN. A TOW BAR WAS WEDGED INTO THE WHEEL WELL.                                 ,<triplet> TOW BAR <subj> WHEEL <obj> subclass of,TOW BAR,subclass of,WHEEL
168,147,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,<triplet> FOUND WATER IN FUEL <subj> POWER <obj> facet of,FOUND WATER IN FUEL,facet of,POWER
169,148,AIRCRAFT STRUCK DITCH WHILE TAXIING AT NIGHT WITHOUT TAXI LIGHT. BATTERY WAS TOO WEAK DUE TO GENERATOR FAILURE.    ,<triplet> TAXI <subj> TAXI LIGHT <obj> has part,TAXI,has part,TAXI LIGHT
170,149,"WHILE TAXIING TO MAINTENANCE HANGAR, PILOT LOST NOSE WHEEL STEERING. WINGTIP HIT HANGAR, CAUGHT ON FIRE.           ",<triplet> HANGAR <subj> TAXIING <obj> subclass of <triplet> HANGAR <subj> TAXIING <obj> subclass of,HANGAR,subclass of,TAXIING
171,149,"WHILE TAXIING TO MAINTENANCE HANGAR, PILOT LOST NOSE WHEEL STEERING. WINGTIP HIT HANGAR, CAUGHT ON FIRE.           ",<triplet> HANGAR <subj> TAXIING <obj> subclass of <triplet> HANGAR <subj> TAXIING <obj> subclass of,HANGAR,subclass of,TAXIING
172,150,ENGINE SHUTDOWN DUE TO SMOKE FROM NACELLE. GEAR RETRACTED ON LANDING ROLLOUT.                                      ,<triplet> GEAR <subj> NACELLE <obj> manufacturer,GEAR,manufacturer,NACELLE
173,151,PILOT WAS AWARE OF EXCESSIVE WATER IN FUEL.                                                                        ,<triplet> WATER IN <subj> PILOT <obj> instance of,WATER IN,instance of,PILOT
174,152,AIRCRAFT HAD TOTAL ELECTRICAL FAILURE ON FINAL. GEAR PARTIALLY EXTENDED AND COLLAPSED ON TOUCHDOWN.                ,<triplet> TOUCHDOWN <subj> GEAR <obj> facet of,TOUCHDOWN,facet of,GEAR
175,153,GENERATOR SHORTING.                                                                                                ,<triplet> GENERATOR SHORTING <subj> Canada <obj> country,GENERATOR SHORTING,country,Canada
176,154,ACFT STRUCK COM POLES & CONCRETE WALL & BURNED. NO 4 ROD ASY (PN 41A2) FAILED FOR UNKN RSN.                        ,<triplet> ACFT <subj> CONCRETE WALL <obj> product or material produced,ACFT,product or material produced,CONCRETE WALL
177,155,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,<triplet> TIE DOWN STRAP ACROSS LEFT SKID <subj> TRAILER <obj> has part <triplet> TRAILER <subj> TIE DOWN STRAP ACROSS LEFT SKID <obj> part of,TIE DOWN STRAP ACROSS LEFT SKID,has part,TRAILER
178,155,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,<triplet> TIE DOWN STRAP ACROSS LEFT SKID <subj> TRAILER <obj> has part <triplet> TRAILER <subj> TIE DOWN STRAP ACROSS LEFT SKID <obj> part of,TRAILER,part of,TIE DOWN STRAP ACROSS LEFT SKID
179,156,DMGD WING & AILERON DRG PREVIOUS LDG.                                                                              ,<triplet> DMGD <subj> PREVIOUS <obj> instance of,DMGD,instance of,PREVIOUS
180,157,"ENGINE LOST POWER AFTER LIFTOFF, LANDED GEAR UP ON THE TAKEOFF RUNWAY. HAD BEEN TOPPED OFF WITH JET FUEL.          ",<triplet> LIFTOFF <subj> TAKEOFF <obj> location,LIFTOFF,location,TAKEOFF
181,158,ENGINE QUIT AFTER LIFTOFF DUE TO WATER IN FUEL. LANDED ON REMAINING RUNWAY GEAR UP.                                ,<triplet> LIFTOFF <subj> ENGINE <obj> facet of,LIFTOFF,facet of,ENGINE
182,159,AIRCRAFT FAILED TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE. STRUCK A FENCE AND WENT INVERTED.                      ,<triplet> LIFTOFF <subj> ICE <obj> has cause <triplet> ICE <subj> LIFTOFF <obj> has effect,LIFTOFF,has cause,ICE
183,159,AIRCRAFT FAILED TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE. STRUCK A FENCE AND WENT INVERTED.                      ,<triplet> LIFTOFF <subj> ICE <obj> has cause <triplet> ICE <subj> LIFTOFF <obj> has effect,ICE,has effect,LIFTOFF
184,160,BAGGAGE CART WAS BLOWN INTO PARKED AIRCRAFT BY JET BLAST. BRAKES WERE INOPERATIVE ON CART.                         ,<triplet> JET BLAST <subj> CART <obj> participant,JET BLAST,participant,CART
185,161,RAN OFF SIDE OF TAXIWAY AT NIGHT. LANDING LIGHT INOPERATIVE.                                                       ,<triplet> LANDING LIGHT INOPERATIVE <subj> TAXIWAY <obj> located in the administrative territorial entity,LANDING LIGHT INOPERATIVE,located in the administrative territorial entity,TAXIWAY
186,162,FORCED LANDING IN FIELD AFTER ENGINE QUIT. FOUND ICE IN FUEL LINES.                                                ,<triplet> FUEL LINES <subj> FIELD <obj> instance of,FUEL LINES,instance of,FIELD
187,163,DIP STICK NOT PROPERLY SECURED. ENGINE SHUT DOWN DUE TO OIL LOSS. SINGLE GENERATOR FAILED DUE TO OVERLOAD.         ,<triplet> SINGLE GENERATOR <subj> ENGINE <obj> subclass of,SINGLE GENERATOR,subclass of,ENGINE
188,164,"LANDING IN FIELD DUE TO POWER LOSS, WATER IN FUEL SYSTEM. WATER CAME FROM A FUEL STORAGE TANK.                     ",<triplet> FUEL <subj> POWER <obj> has part,FUEL,has part,POWER
189,165,WHEELS LOCKED UP AFTER SEVERAL TOUCH AND GO LANDINGS DUE TO SNOW PACKED IN THE WHEEL PANTS.                        ,<triplet> WHEEL <subj> TRAIL <obj> different from <triplet> TRAIL <subj> WHEEL <obj> different from,WHEEL,different from,TRAIL
190,165,WHEELS LOCKED UP AFTER SEVERAL TOUCH AND GO LANDINGS DUE TO SNOW PACKED IN THE WHEEL PANTS.                        ,<triplet> WHEEL <subj> TRAIL <obj> different from <triplet> TRAIL <subj> WHEEL <obj> different from,TRAIL,different from,WHEEL
191,166,PILOT ASSUMED TANKS TO BE FULL. DID NOT CHECK. ONE ENGINE QUIT ON TAKEOFF DUE TO FUEL STARVATION.                  ,<triplet> TAKEOFF <subj> TANK <obj> instance of,TAKEOFF,instance of,TANK
192,167,ENGINE FALURE FOLLOWED BY TOTAL ELECTRICAL FAILURE. BATTERY KNOWN TO BE BAD. FUEL CONTROL UNIT POOR CONDITION.     ,<triplet> FALURE <subj> BATTERY <obj> has effect,FALURE,has effect,BATTERY
193,168,"ICY RAMP AND RUNWAY, PILOT FAILED TO RELEASE BRAKES. TIRES BLOWN ON LANDING.                                       ",<triplet> ICY RAMP AND RUNWAY <subj> TRAIL <obj> instance of,ICY RAMP AND RUNWAY,instance of,TRAIL
194,169,"ENGINE FLAMED OUT DURING TAXI, APPROXIMATELY 6 QTS. OF WATER DRAINED FROM LEFT NACELLE AND BOOST PUMP.             ",<triplet> NACELLE <subj> TAXI <obj> part of,NACELLE,part of,TAXI
195,170,ENGINE QUIT AFTER LIFTOFF. LANDED GEAR UP. FOUND WATER IN FUEL AND 3 FOULED SPARK PLUGS.                           ,<triplet> LIFTOFF <subj> ENGINE <obj> instance of,LIFTOFF,instance of,ENGINE
196,171,ENGINE STOPPED DUE TO WATER IN ALL OF THE FUEL SYSTEM. LANDED ON THE AIRPORT.                                      ,<triplet> LANDED ON THE AIRPORT <subj> ENGINE <obj> instance of,LANDED ON THE AIRPORT,instance of,ENGINE
197,172,EMERGENCY LIFT-OFF AND GO AROUND DUE TO MAINTENANCE EQUIPMENT ON THE RUNWAY                                        ,<triplet> Emergency LIFT-OFF <subj> RUNWAY <obj> subclass of,Emergency LIFT-OFF,subclass of,RUNWAY
198,173,PILOT DISCOVERED HE HAD NO LEFT BRAKE DURING TAXI.                                                                 ,<triplet> NO LEFT <subj> TRAIL <obj> subclass of,NO LEFT,subclass of,TRAIL
199,174,RAN OUT OF OIL ON INSTRUCTIONAL FLIGHT. ENGINE FAILED INTERNALLY.                                                  ,<triplet> INSTRUCTIONAL FLIGHT <subj> ENGINE <obj> subclass of,INSTRUCTIONAL FLIGHT,subclass of,ENGINE
200,175,WITNESS STATED 1/4IN ICE ON AIRCRAFT.                                                                              ,<triplet> WINTER <subj> TRAIN <obj> has part <triplet> TRAIN <subj> WINTER <obj> part of,WINTER,has part,TRAIN
201,175,WITNESS STATED 1/4IN ICE ON AIRCRAFT.                                                                              ,<triplet> WINTER <subj> TRAIN <obj> has part <triplet> TRAIN <subj> WINTER <obj> part of,TRAIN,part of,WINTER
202,176,R SKID HUNG UP ON R TIE DOWN STRAPS OF TRAILER.                                                                    ,<triplet> R <subj> TRAILER <obj> instance of,R,instance of,TRAILER
203,177,PLT SEL CERTIFICATED.ELEVATOR GUST LOCK FOUND IN EARLY PART OF CRPATH BFR BREAK UP.                                ,<triplet> PLT SEL <subj> CRPATH <obj> followed by <triplet> CRPATH <subj> PLT SEL <obj> follows,PLT SEL,followed by,CRPATH
204,177,PLT SEL CERTIFICATED.ELEVATOR GUST LOCK FOUND IN EARLY PART OF CRPATH BFR BREAK UP.                                ,<triplet> PLT SEL <subj> CRPATH <obj> followed by <triplet> CRPATH <subj> PLT SEL <obj> follows,CRPATH,follows,PLT SEL
205,178,PILOT TAXIED INTO UNMARKED DITCH AT END OF TAXIWAY.                                                                ,<triplet> TAXIWAY <subj> TRAIL <obj> instance of,TAXIWAY,instance of,TRAIL
