,index,input,head,relation,tail
185,162,FORCED LANDING IN FIELD AFTER ENGINE QUIT. FOUND ICE IN FUEL LINES.                                                ,oil loss,has effect,engine shut down
186,163,DIP STICK NOT PROPERLY SECURED. ENGINE SHUT DOWN DUE TO OIL LOSS. SINGLE GENERATOR FAILED DUE TO OVERLOAD.         ,fuel storage tank,product or material produced,water
187,164,"LANDING IN FIELD DUE TO POWER LOSS, WATER IN FUEL SYSTEM. WATER CAME FROM A FUEL STORAGE TANK.                     ",1969 Winter Olympics,point in time,1969
188,165,WHEELS LOCKED UP AFTER SEVERAL TOUCH AND GO LANDINGS DUE TO SNOW PACKED IN THE WHEEL PANTS.                        ,fuel starvation,has cause,engine
189,166,PILOT ASSUMED TANKS TO BE FULL. DID NOT CHECK. ONE ENGINE QUIT ON TAKEOFF DUE TO FUEL STARVATION.                  ,engine falure,subclass of,electrical failure
190,167,ENGINE FALURE FOLLOWED BY TOTAL ELECTRICAL FAILURE. BATTERY KNOWN TO BE BAD. FUEL CONTROL UNIT POOR CONDITION.     ,landing,subclass of,ramp
191,168,"ICY RAMP AND RUNWAY, PILOT FAILED TO RELEASE BRAKES. TIRES BLOWN ON LANDING.                                       ",nacelle,has part,boost pump
192,168,"ICY RAMP AND RUNWAY, PILOT FAILED TO RELEASE BRAKES. TIRES BLOWN ON LANDING.                                       ",boost pump,part of,nacelle
193,169,"ENGINE FLAMED OUT DURING TAXI, APPROXIMATELY 6 QTS. OF WATER DRAINED FROM LEFT NACELLE AND BOOST PUMP.             ",engine,has part,fuel
194,170,ENGINE QUIT AFTER LIFTOFF. LANDED GEAR UP. FOUND WATER IN FUEL AND 3 FOULED SPARK PLUGS.                           ,airport,product or material produced,water
195,171,ENGINE STOPPED DUE TO WATER IN ALL OF THE FUEL SYSTEM. LANDED ON THE AIRPORT.                                      ,emergency,subclass of,lift-off
196,172,EMERGENCY LIFT-OFF AND GO AROUND DUE TO MAINTENANCE EQUIPMENT ON THE RUNWAY                                        ,Pilot,instance of,airline
197,173,PILOT DISCOVERED HE HAD NO LEFT BRAKE DURING TAXI.                                                                 ,engine,use,flight
198,174,RAN OUT OF OIL ON INSTRUCTIONAL FLIGHT. ENGINE FAILED INTERNALLY.                                                  ,The Great Gatsby,cast member,Michael Bolton
199,175,WITNESS STATED 1/4IN ICE ON AIRCRAFT.                                                                              ,Saddle,subclass of,trailer
200,176,R SKID HUNG UP ON R TIE DOWN STRAPS OF TRAILER.                                                                    ,plt sel certificated,subclass of,crpath bfr
201,177,PLT SEL CERTIFICATED.ELEVATOR GUST LOCK FOUND IN EARLY PART OF CRPATH BFR BREAK UP.                                ,Pilot,subclass of,taxiway
202,178,PILOT TAXIED INTO UNMARKED DITCH AT END OF TAXIWAY.                                                                ,1989,point in time,1989
203,179,"AS PILOT ATTEMPTED TURN ON TAXIWAY, WHEEL WENT INTO DITCH. NO BRAKES DUE TO INSUFFICIENT FLUID.                    ",landing gear selector,part of,gear warning horn
204,180,LANDING GEAR SELECTOR INADVERTENTLY LEFT IN UP POSITION. GEAR COLLAPSED ON TAKEOFF. GEAR WARNING HORN INOP.        ,2008,point in time,2008
205,181,LOST DIRECTIONAL CONTROL ON ICY RUNWAY. RIGHT BRAKE MASTER CYLINDER WAS EMPTY. NOT SERVICED FOR 5 MONTHS.          ,fuel,has part,water
206,182,ENGINE QUIT DUE TO WATER IN THE FUEL. SOURCE OF CONTAMINATION WAS LOCAL STORAGE TANK.                              ,The Great Gatsby,cast member,Michael Bolton
207,183,HEAVY FROST ON ACT AND ICE ON TRIM HINGES.                                                                         ,throttle linkage,part of,engine
208,184,"PILOT TOOK OFF WITH SNOW BLOWN IN THE ENGINE COMPARTMENT. SNOW MELTED, THEN FROZE UP THE THROTTLE LINKAGE.         ",Gust,instance of,r wing
209,185,"GUST LOCK FOUND ATTACHED TO R WING. SUB DMG TO CESSNA 172,N8107T.                                                  ",Hook,subclass of,thound
210,186,HOOK RELEASE ELECTRICAL PLUG FOUND DISCONNECTED.LOAD FROZEN TO THOUND.                                             ,turbochargers,subclass of,engines
211,187,FROST ON AIRCRAFT.TURBOCHARGERS NOT USED ON TKOF.                                                                  ,cntlr,different from,vfr
212,187,FROST ON AIRCRAFT.TURBOCHARGERS NOT USED ON TKOF.                                                                  ,vfr,different from,cntlr
213,188,PLT RQSTD & CNTLR APPVD SPCL VFR CLRNCE AT NITE.PLT NOT INST RTD.TR SET 3005 VICE 2999.                            ,ttempt,subclass of,generator
214,189,BOTH GENERATOR CIRCUIT BREAKERS OUT.PILOT DID NOT RESET BREAKERS TTEMPT MANUAL GEAR EXTENSION.                     ,The Great Gatsby,derivative work,Glee
215,189,BOTH GENERATOR CIRCUIT BREAKERS OUT.PILOT DID NOT RESET BREAKERS TTEMPT MANUAL GEAR EXTENSION.                     ,Glee,based on,The Great Gatsby
216,190,ELT IMPACT SWITCH INOP.                                                                                            ,runway,used by,pilot
217,191,PILOT LOST DIRECTIONAL CONTROL AFTER LOSING RIGHT BRAKE ON LANDING. VEERED OFF RUNWAY. BRAKE WORN OUT.             ,forced,subclass of,strainer
218,192,"FORCED LANDING AFTER ENGINE QUIT, FOUND ICE IN FUEL STRAINER.                                                      ",Lost & Found,original broadcaster,BBC
219,193,FORCED LANDING AFTER ENGINE QUIT. FOUND WATER IN FUEL.                                                             ,strut,subclass of,gear
220,194,GRINDING NOISE WITH GEAR RETRACTION. NOSE GEAR PARTIALLY RETRACTED STRUT FLAT AND WHEEL CANTED.                    ,b99,instance of,gate jet
221,195,WHILE DEPARTING GATE JET BLAST CAUSED A BAGGAGE CART TO ROLL INTO B99 WHICH WAS FOLLOWING CLOSE BEHIND.            ,drainage ditch,use,night
222,196,TAXIED INTO DRAINAGE DITCH AT NIGHT. LANDING LIGHT INOPERABLE.                                                     ,pilot,field of this occupation,night
223,196,TAXIED INTO DRAINAGE DITCH AT NIGHT. LANDING LIGHT INOPERABLE.                                                     ,night,practiced by,pilot
224,197,PILOT TAXIED OFF RAMP AT NIGHT. LANDING LIGHT WAS BURNED OUT                                                       ,nose,part of,ground
225,198,"NOSE WHEEL SANK DOWN IN HOLE ON RAMP, PROP STRUCK GROUND                                                           ",forced landing,facet of,engine
226,199,ZG FORCED LANDING AFTER ENGINE QUIT. FUEL SELECTOR WAS NOT POSITIONED PROPERLY.                                    ,low overcase,subclass of,instrument light
227,200,PRECAUTIONARY LANDING MADE DUE TO LOW OVERCASE AND INSTRUMENT LIGHT INOPERATIVE.                                   ,nose gear,has part,door
228,200,PRECAUTIONARY LANDING MADE DUE TO LOW OVERCASE AND INSTRUMENT LIGHT INOPERATIVE.                                   ,door,part of,nose gear
229,201,"LOUD NOISE DURING RETRACTION, NOSE GEAR COLLPASED ON LANDING. LOOSE NOSE GEAR DOOR JAMMED AND BROKE MECHANISM. ZK  ",pilot,item operated,cabin
230,201,"LOUD NOISE DURING RETRACTION, NOSE GEAR COLLPASED ON LANDING. LOOSE NOSE GEAR DOOR JAMMED AND BROKE MECHANISM. ZK  ",cabin,operator,pilot
231,202,ARMED FLARE GUN DISCHARGED IN CABIN AFTER FALLING FROM GLOVE BOX.PILOT MADE EMERGENCY LANDING.                     ,steering,part of,aircraft
232,203,"PILOT UNABLE TO CONTROL AIRCRAFT DURING TAKEOFF, DUE TO RESTRICTED STEERING AND FROST.                             ",aircraft found 4 days later,instance of,snow
233,204,WITNESSES SAID THE PILOT DID NOT REMOVE SNOW FROM THE WINGS PRIOR TO TAKEOFF. AIRCRAFT FOUND 4 DAYS LATER.         ,seat,connects with,controls
234,204,WITNESSES SAID THE PILOT DID NOT REMOVE SNOW FROM THE WINGS PRIOR TO TAKEOFF. AIRCRAFT FOUND 4 DAYS LATER.         ,controls,connects with,seat
235,205,"FAILED TO ASSURE SEAT WAS LOCKED.STARTED ENGINE,SEAT SLID BACK.PILOT WAS UNABLE REACH CONTROLS.HIT PARKED ACFT.    ",cargo,has part,door
236,206,FORWARD CARGO DOOR CAME OFF AFTER TAKEOFF. DOOR WAS NOT LATCHED.                                                   ,fuel system,part of,engine
237,206,FORWARD CARGO DOOR CAME OFF AFTER TAKEOFF. DOOR WAS NOT LATCHED.                                                   ,engine,has part,fuel system
238,207,"ENGINE SUDDENLY STOPPED. FUEL SYSTEM FOUND TO BE CONTAMINATED WITH A COLORLESS, ODERLESS SUBSTANCE                 ",landing,part of,emergency
239,208,ENGINE STOPPED ON CLIMB-OUT. MADE EMERGENCY CRASH LANDING. WATER IN FUEL.                                          ,fuel tanker,uses,fuel
240,209,FORCED LANDING DUE TO ENGINE FAILURE. THE PILOT SAID WATER FOUND IN FUEL AND IN COMPANY OWNED FUEL TANKER.         ,control stick,part of,elevator control
241,210,PILOT SAID THE ELEVATOR CONTROL JAMMED.A PARACHUTE WAS FOUND BETWEEN THE REAR SEAT AND CONTROL STICK.              ,pilot,item operated,airplane
242,210,PILOT SAID THE ELEVATOR CONTROL JAMMED.A PARACHUTE WAS FOUND BETWEEN THE REAR SEAT AND CONTROL STICK.              ,airplane,operator,pilot
243,211,INSTRUCTOR CHECKING OUT PILOT IN MULTIENGINE AIRPLANE. STUDENT FEATHERED WRONG ENGINE. EMERGENCY LANDING.          ,fuel tank,subclass of,engine
244,212,ENGINE FAILED ON TAKEOFF. FOUND WATER IN FUEL TANKS.                                                               ,ice,has part,snow
245,213,ATTEMPTED TAKEOFF AT 6700 FT ALTITUDE WITH FROST ON WINGS.ACFT SETTLED ONTO ICE AND SNOW COVERED LAKE.             ,dzus,part of,engine cowl
246,214,PRECAUTIONARY LANDING WHEN ONE SIDE OF THE ENGINE COWL CAME OPEN DUE TO A LOOSE DZUS FASTENER.                     ,1988,point in time,1988
247,215,ACRFT WAS SERVICED 65 DAYS PRIOR TO ACCIDENT. HAD NOT BEEN FLOWN PRIOR TO DATE OF ACCIDENT. WATER FOUND IN FUEL.   ,gascolator,has part,air filter
248,215,ACRFT WAS SERVICED 65 DAYS PRIOR TO ACCIDENT. HAD NOT BEEN FLOWN PRIOR TO DATE OF ACCIDENT. WATER FOUND IN FUEL.   ,air filter,part of,gascolator
249,216,AFTER A FORCED LANDING ICE WAS FOUND IN GASCOLATOR AND IN FLEXIBLE HOSE BETWEEN AIR FILTER AND CARBURATOR.         ,engine failure,facet of,fuel
250,217,ENGINE FAILURE ON TAKEOFF. CONTAMINATED FUEL FOUND IN AIRCRAFT.                                                    ,rudder,opposite of,vertical stabilizer
251,217,ENGINE FAILURE ON TAKEOFF. CONTAMINATED FUEL FOUND IN AIRCRAFT.                                                    ,vertical stabilizer,opposite of,rudder
252,218,PILOT ATTEMPTED TAKEOFF WITH OBSTRUCTION (MAGAZINE) BETWEEN RUDDER AND VERTICAL STABILIZER ZE.                     ,aircraft,has part,fuel
253,219,ENGINE STOPPED ON FINAL APPROACH. AIRCRAFT STRUCK GROUND SHORT OF RUNWAY. WATER IN FUEL.                           ,runway,use,took off
254,220,PILOT TOOK OFF WITH THE ENGINE NOT OPERATING PROPERLY. MUSHED BACK TO THE GROUND BEYOND THE RUNWAY.                ,wing drains,part of,fuselage
255,221,FCD LDG AT NIGHT. HARD LDG ON APT. FUEL STAINS FOUND FROM WING DRAINS TO FUSELAGE. LESS THAN 2 GALS FUEL ONBOARD.  ,Llanbrynmairn,located in the administrative territorial entity,County Tipperary
256,222,ENGINE STOPPED ON EMPTY TANK DURING ILS APPROACH. WOULD NOT START ON FULL TANK. WATER IN FUEL.CRASHED SHORT OF RWY.,Lufthansa,country,Germany
257,223,"CARGO DOOR CAME OPEN IN FLIGHT. AFTER LANDING,THE DOOR WAS PROPERLY LATCHED. THE FAILURE COULD NOT BE DUPLICATED.  ",fuel,part of,engine
258,224,ENGINE QUIT SOON AFTER TAKEOFF. WATER AND DEBRIS FOUND IN THE FUEL SYSTEM.                                         ,approach,followed by,departure
259,224,ENGINE QUIT SOON AFTER TAKEOFF. WATER AND DEBRIS FOUND IN THE FUEL SYSTEM.                                         ,departure,follows,approach
260,225,WINDSHIELD FOGGED UP DUE TO INOP HEATER. LANDED LONG AFTER APPROACH AND RAN OFF DEPARTURE END OF RUNWAY.           ,crashed,item operated,aileron
261,226,AIRCRAFT CRASHED ON FIRST TEST FLIGHT AFTER REBUILDING. AILERON CONTROLS REVERSED.                                 ,left tank,opposite of,right tank
262,226,AIRCRAFT CRASHED ON FIRST TEST FLIGHT AFTER REBUILDING. AILERON CONTROLS REVERSED.                                 ,right tank,opposite of,left tank
263,227,ENGINE QUIT LEVEL FLIGHT. LEFT TANK EMPTY AND ICE IN RIGHT TANK. GAS SEDIMENT BOWL WOULD NOT DRAIN.                ,Pilot,country,Australia
264,227,ENGINE QUIT LEVEL FLIGHT. LEFT TANK EMPTY AND ICE IN RIGHT TANK. GAS SEDIMENT BOWL WOULD NOT DRAIN.                ,airframe,use,liftoff
265,228,PILOT TOOK OFF WITH GUST LOCK IN PLACE.                                                                            ,taxiway,part of,airport
266,229,AIRCRAFT FAILED TO LIFTOFF RUNWAY. RAN OFF END INTO SNOW BANK. FROST ON AIRFRAME.                                  ,power loss,facet of,fuel
267,230,"WHILE TAXIING ON TAXIWAY, THE AIRCRAFT WAS STRUCK BY A TRUCK. NO FENCE IS INSTALLED TO KEEP VEHICLES OFF AIRPORT.  ",emergency extension,subclass of,cable
268,231,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL                                                               ,The Great Gatsby,derivative work,Glee
269,231,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL                                                               ,Glee,based on,The Great Gatsby
270,232,GEAR COLLAPSED AFTER LANDING DUE TO BROKEN EXTENSION CABLE. EMERGENCY EXTENSION CRANK NOT PROPERLY STOWED.         ,throttle cable,connects with,clamp
271,232,GEAR COLLAPSED AFTER LANDING DUE TO BROKEN EXTENSION CABLE. EMERGENCY EXTENSION CRANK NOT PROPERLY STOWED.         ,clamp,connects with,throttle cable
272,233,FORCED LANDING DUE TO FUEL EXHAUSTION.                                                                             ,tank cap,part of,fuel
273,234,ENGINE WENT TO IDLE WHEN THROTTLE CABLE HOUSING SLIPPED OUT OF CLAMP. HAD NOT BEEN PROPERLY SECURED.               ,gear retraction,has part,towbar
274,235,CAPTAIN OBSERVED FUEL SYPHONING AND LANDED. TANK CAP HAD BEEN INSTALLED IMPROPERLY.                                ,cowling,part of,engine
275,236,FUNNY NOISE DURING GEAR RETRACTION CAUSED BY PART OF THE TOWBAR LEFT ON THE NOSE WHEEL. COULD NOT BE EXTENDED.     ,mainiain flight,subclass of,took off
276,237,PILOT FLEW AIRCRAFT NOT SIGNED OFF AFTER INSPECTION. LOST UPPER ENGINE COWLING IN FLIGHT. HAD NOT BEEN FASTENED.   ,Lost & Found,original broadcaster,BBC
277,238,AIRCRAFT TOOK OFF BUT WAS UNABLE TO MAINIAIN FLIGHT. WITNESSES SAID THERE WAS MODERATE FROST ON THE WINGS.         ,alternate air defect,subclass of,engine oil filler cap
278,239,"FORCED LANDING AFTER ENGINE QUIT, FOUND WATER IN FUEL.                                                             ",gear retraction,part of,nose gear
279,240,LEFT OFF ENGINE OIL FILLER CAP. ENGINE LOST POWER ON TAKEOFF. OIL BLOCKED AIR INTAKE. ALTERNATE AIR DEFECT.        ,1968,point in time,1968
280,241,"NOISE DURING GEAR RETRACTION, NOSE GEAR COULD NOT BE EXTENDED. DOOR PINS NOT ATTACHED AFTER MAINTENANCE.           ",pre-flight check,facet of,flight controls
281,242,"ENGINE STOPPED AFTER 25-FT AGL LIFTOFF. PLT TRIED TO BANK ACFT,STALLED, HIT GROUND. FAILED TO ASSURE FUEL VALVE ON.",John F. Kennedy,position held,Secretary of Defense
282,243,ATTEMPTED TAKEOFF WITH FLIGHT CONTROLS IN LOCKED MODE. FACTOR INADEQUATE PRE-FLIGHT CHECK.                         ,crashed,has cause,fuel
283,244,PILOT LANDED ON WHAT HE THOUGHT TO BE ONE FOOT HIGH GRASS. IT TURNED OUT TO BE THREE FEET HIGH. ACFT NOSED OVER.   ,forced landing,subclass of,crash
284,245,ENGINE WAS SPUTTERING ON TAKEOFF. ACFT CRASHED & BURNED. FOUND SOME WATER IN FUEL LINES.                           ,engine,has part,hydraulic pump
285,245,ENGINE WAS SPUTTERING ON TAKEOFF. ACFT CRASHED & BURNED. FOUND SOME WATER IN FUEL LINES.                           ,hydraulic pump,part of,engine
286,246,ROPE BROKE DURING AERO TOW TAKE OFF WHEN GLIDER WAS 140 FEET ABOVE GROUND. CRASH OCCURRED DURING FORCED LANDING.   ,aircraft,has part,fuel
287,247,ENGINE EQUIPPED WITH HYDRAULIC PUMP WAS SHUT DOWN. EMERGENCY PROCEDURES NOT FOLLOWED. NOSE GEAR COLLAPSED.         ,fuel cap,part of,cabin
288,248,ENGINE QUIT DUE TO FUEL CONTAMINATION. AIRCRAFT DAMAGED IN AUTOROTATION.                                           ,runway,used by,pilot
289,249,FUMES NOTED IN PASSENGER CABIN. EMERGENCY LANDING MADE. AFT FUEL CAP DAMAGED BY IMPROPER INSTALLATION.             ,crashed,location,airport
290,250,RUDDER TRIM WAS SET FOR FULL NOSE LEFT TRIM. PILOT RAN OFF LEFT SIDE OF RUNWAY ON TAKEOFF.                         ,1988,point in time,1988
291,251,"PILOT ATTEMPTED TAKEOFF WITH FAULTY ENGINE, LANDED IN STREET, DAMAGED SPEED LIMIT SIGN DURING TAXI BACK TO FIELD   ",power loss,subclass of,disaster
292,252,ACFT NOT FLOWN FOR 2 WKS. SEVERE RAIN. PILOT SAID THAT THERE WAS WATER IN FUEL                                     ,Pilot,use,lift off
