,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
95,19790224007709I,WINDSHIELD FOGGED UP DUE TO INOP HEATER. LANDED LONG AFTER APPROACH AND RAN OFF DEPARTURE END OF RUNWAY.           ,"[['WINDSHI', Entity not linked to a knowledge base, None]]",WINDSHI,,,
96,19790210002639A,AIRCRAFT CRASHED ON FIRST TEST FLIGHT AFTER REBUILDING. AILERON CONTROLS REVERSED.                                 ,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
97,19790211002709A,AIRCRAFT FAILED TO LIFTOFF RUNWAY. RAN OFF END INTO SNOW BANK. FROST ON AIRFRAME.                                  ,"[['SNOW BANK', Entity(wikidata_entity_id=Q7561, wikipedia_entity_title=Snow), None]]",SNOW BANK,,Snow,Q7561
98,19790508100289I,PILOT FLEW AIRCRAFT NOT SIGNED OFF AFTER INSPECTION. LOST UPPER ENGINE COWLING IN FLIGHT. HAD NOT BEEN FASTENED.   ,"[['PILOT FLEW', Entity not linked to a knowledge base, None]]",PILOT FLEW,,,
99,19790510009019A,AIRCRAFT TOOK OFF BUT WAS UNABLE TO MAINIAIN FLIGHT. WITNESSES SAID THERE WAS MODERATE FROST ON THE WINGS.         ,"[['MAINIAIN', Entity not linked to a knowledge base, None]]",MAINIAIN,,,
100,19790529041069A,LEFT OFF ENGINE OIL FILLER CAP. ENGINE LOST POWER ON TAKEOFF. OIL BLOCKED AIR INTAKE. ALTERNATE AIR DEFECT.        ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
101,19790623022919A,ENGINE WAS SPUTTERING ON TAKEOFF. ACFT CRASHED & BURNED. FOUND SOME WATER IN FUEL LINES.                           ,"[['ENGINE', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",ENGINE,,,
102,19790623022919A,ENGINE WAS SPUTTERING ON TAKEOFF. ACFT CRASHED & BURNED. FOUND SOME WATER IN FUEL LINES.                           ,"[['ENGINE', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
103,19790524200519I,FUMES NOTED IN PASSENGER CABIN. EMERGENCY LANDING MADE. AFT FUEL CAP DAMAGED BY IMPROPER INSTALLATION.             ,"[['CABIN', Entity not linked to a knowledge base, None]]",CABIN,,,
104,19790623014019A,RUDDER TRIM WAS SET FOR FULL NOSE LEFT TRIM. PILOT RAN OFF LEFT SIDE OF RUNWAY ON TAKEOFF.                         ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
105,19790429005459A,ACFT NOT FLOWN FOR 2 WKS. SEVERE RAIN. PILOT SAID THAT THERE WAS WATER IN FUEL                                     ,"[['ACFT', Entity(wikidata_entity_id=Q67935434, wikipedia_entity_title=Army Combat Fitness Test), None], ['FUEL', Entity not linked to a knowledge base, 'GPE']]",ACFT,,Army Combat Fitness Test,Q67935434
106,19790609011809A,AFTER TAKEOFF LOST ELECT. POWER. LANDED ON AIRPORT. LANDING GEAR NOT LOCKED DOWN. GENERATORS NOT TURNED ON.        ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
107,19790609024769A,ENG. FAILED ON TAKEOFF. WATER IN FUEL. ACFT PARKED OUTSIDE FOR 11 MONTHS WITH PARTIALLY EMPTY FUEL TANKS.          ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity not linked to a knowledge base, 'GPE']]",TAKEOFF,,Takeoff,Q854248
108,19790809030499I,ZA AFTER INSTRUCTIONAL MANUEVERS ENGINE FAILED. GASCOLATOR SHOWED FUEL CONTAMINATED WITH DIRT AND WATER.           ,"[['ZA', Entity not linked to a knowledge base, None]]",ZA,,,
109,19790807029669I,AIRSPEED INDICATOR INOP DUE TO PLUG ON END OF PITOT TUBE. LOST DIRECTIONAL CONTROL ON LANDING. ILLEGAL SOLO.       ,"[['PITOT TUB', Entity not linked to a knowledge base, None], ['GAL SOLO', Entity not linked to a knowledge base, 'PERSON']]",PITOT TUB,,,
110,19790820029909A,"CABIN DOOR OPENED ON TAKEOFF ROLL. PILOT ABORTED TAKEOFF. UNABLE TO STOP ON RUNWAY, RAN OFF END INTO ROCKS.        ","[['CABIN DO', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), 'GPE'], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",CABIN DO,,,
111,19790716019189I,AIRSTAIR DOOR CAME OPEN AFTER TAKEOFF. DURING LANDING DOOR DRUG ON RUNWAY TEARING LOOSE FROM AIRCRAFT.             ,"[['TAKEO', Entity not linked to a knowledge base, None]]",TAKEO,,,
112,19790904034369I,ZA ZG ZH EMERGENCY LANDING DUE TO FUEL CONTAMINATED WITH WATER.                                                    ,"[['ZA ZG ZH', Entity not linked to a knowledge base, None]]",ZA ZG ZH,,,
113,19791102034159A,PILOT ATTEMPTED 180 DEGREE TURN WHEN ENGINE FAILED AFTER TAKEOFF. ENGINE FAILURE ATTRIBUTED TO WATR IN FUEL.       ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['WAT', Entity(wikidata_entity_id=Q427287, wikipedia_entity_title=Wat), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",TAKEOFF,,Takeoff,Q854248
114,19791102034159A,PILOT ATTEMPTED 180 DEGREE TURN WHEN ENGINE FAILED AFTER TAKEOFF. ENGINE FAILURE ATTRIBUTED TO WATR IN FUEL.       ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['WAT', Entity(wikidata_entity_id=Q427287, wikipedia_entity_title=Wat), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",WAT,,Wat,Q427287
115,19791102034159A,PILOT ATTEMPTED 180 DEGREE TURN WHEN ENGINE FAILED AFTER TAKEOFF. ENGINE FAILURE ATTRIBUTED TO WATR IN FUEL.       ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['WAT', Entity(wikidata_entity_id=Q427287, wikipedia_entity_title=Wat), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
116,19791103056779I,"ENGINE QUIT FROM TOO RICH A MIXTURE, LANDED SHORT. PRIMER WAS UNLOCKED, MIXTURE FULL RICH, CARB HEAT ON.           ","[['TOO R', Entity not linked to a knowledge base, None]]",TOO R,,,
117,19791014005659A,STUDENT PILOT CARRYING PASSENGERS CRASHED SHORTLY AFTER TAKEOFF. WATER FOUND IN STRAINER. AIRCRAFT OUT OF LICENSE  ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
118,19791014052729I,"ENGINE BECAME ROUGH, PILOT CHECKED FOR CARB ICE. MADE PRECAUTIONARY LANDING IN A FIELD. PRIMER UNLOCKED AND OUT.   ","[['CARB', Entity not linked to a knowledge base, None]]",CARB,,,
119,19791218033279A,"ENGINE FAILED ON TAKEOFF, FOUND WATER IN FUEL.                                                                     ","[['TAKEO', Entity not linked to a knowledge base, None]]",TAKEO,,,
120,19791208047929I,PILOT FAILED TO CHECK POSITION OF GEAR KNOB DURING PREFLIGHT. RETRACTED ON TAKEOFF ROLL.                           ,"[['GEAR KNOB', Entity(wikidata_entity_id=Q1710434, wikipedia_entity_title=Gear stick), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",GEAR KNOB,,Gear stick,Q1710434
121,19791208047929I,PILOT FAILED TO CHECK POSITION OF GEAR KNOB DURING PREFLIGHT. RETRACTED ON TAKEOFF ROLL.                           ,"[['GEAR KNOB', Entity(wikidata_entity_id=Q1710434, wikipedia_entity_title=Gear stick), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
122,19791128035159A,"PILOT LANDED TO WAIT OUT RAIN SHOWER. ON CLIMBOUT, ENGINE RAN ROUGH. PILOT LANDED IN FIELD. CLAIMS WATER IN FUEL.  ","[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
123,19800113000039A,DEPARTED IFR WITH KNOWN DEFECTIVE GYRO HORIZON. LOST CONTROL OF AIRPLANE DESCENDING IFR IN HOLDING PATTERN.        ,"[['GYRO HORIZON', Entity(wikidata_entity_id=Q277694, wikipedia_entity_title=Attitude indicator), None]]",GYRO HORIZON,,Attitude indicator,Q277694
124,19800115013869I,UPPER LEFT ENGINE COWL PN41834-06 SEPARATED FROM THE AIRCRAFT.                                                     ,"[['PER LEFT', Entity not linked to a knowledge base, None], ['OWL', Entity(wikidata_entity_id=Q25222, wikipedia_entity_title=Owl), None], ['PN41834-', Entity not linked to a knowledge base, None]]",PER LEFT,,,
125,19800115013869I,UPPER LEFT ENGINE COWL PN41834-06 SEPARATED FROM THE AIRCRAFT.                                                     ,"[['PER LEFT', Entity not linked to a knowledge base, None], ['OWL', Entity(wikidata_entity_id=Q25222, wikipedia_entity_title=Owl), None], ['PN41834-', Entity not linked to a knowledge base, None]]",OWL,,Owl,Q25222
126,19800115013869I,UPPER LEFT ENGINE COWL PN41834-06 SEPARATED FROM THE AIRCRAFT.                                                     ,"[['PER LEFT', Entity not linked to a knowledge base, None], ['OWL', Entity(wikidata_entity_id=Q25222, wikipedia_entity_title=Owl), None], ['PN41834-', Entity not linked to a knowledge base, None]]",PN41834-,,,
127,19800119000759A,ENGINE FAILED ON TAKEOFF. FOUND WATER IN THE FUEL.                                                                 ,"[['TAK', Entity not linked to a knowledge base, None]]",TAK,,,
128,19800219031689I,ENGINE QUIT IMMEDIATELY AFTER TAKEOFF. WATER WAS FOUND IN GASCOLATOR..                                             ,"[['G', Entity not linked to a knowledge base, None], ['ATOR', Entity(wikidata_entity_id=Q110818395), None]]",G,,,
129,19800219031689I,ENGINE QUIT IMMEDIATELY AFTER TAKEOFF. WATER WAS FOUND IN GASCOLATOR..                                             ,"[['G', Entity not linked to a knowledge base, None], ['ATOR', Entity(wikidata_entity_id=Q110818395), None]]",ATOR,,,Q110818395
130,19800217031649I,"AFTER TAKEOFF, ENGINE QUIT. WING FUEL TANK SUMPS WERE NOT DRAINED DURING PREFLIGHT BECAUSE THEY WERE FROZEN.       ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['ENGINE', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",TAKEOFF,,Takeoff,Q854248
131,19800217031649I,"AFTER TAKEOFF, ENGINE QUIT. WING FUEL TANK SUMPS WERE NOT DRAINED DURING PREFLIGHT BECAUSE THEY WERE FROZEN.       ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['ENGINE', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",ENGINE,,,
132,19800217031649I,"AFTER TAKEOFF, ENGINE QUIT. WING FUEL TANK SUMPS WERE NOT DRAINED DURING PREFLIGHT BECAUSE THEY WERE FROZEN.       ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['ENGINE', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
133,19800129002139A,ENGINE QUIT DUE TO WATER AND DIRT IN FUEL TANK. PLANE CRASHED ON FIELD AIRSTRIP.                                   ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
134,19800319040039I,"POWER LOSS ONE HOUR AFTER DEPARTURE, CAUSED BY LOSS OF OIL. LOOSE B-NUT ON OIL LINE AT OIL COOLER.                 ","[['OIL COOLER', Entity(wikidata_entity_id=Q297106, wikipedia_entity_title=Oil cooling), None]]",OIL COOLER,,Oil cooling,Q297106
135,19800320047429I,TAKEOFF WARNING HORN SOUNDED. ABORTED TAKEOFF. SPEED BRAKE LEVER NOT SEATED.                                       ,"[['TAKEO', Entity not linked to a knowledge base, None]]",TAKEO,,,
136,19800225005279A,SEAT SLID BACKWARDS DURING TAXI FOR TAKEOFF. PILOT UNABLE TO REACH CONTROLS. AIRPLANE RAN INTO A DITCH.            ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
137,19800321006629A,FAILED TO CLIMB AFTER TAKEOFF. HIT TREE ON DEPARTURE END OF RUNWAY. INDICATES FLAP HANDLE NOT SECURED IN SLOT.     ,"[['TAKEO', Entity not linked to a knowledge base, None]]",TAKEO,,,
138,19800322006789A,PILOT DIDN'T DRAIN FUEL LINES THAT HAD WATER IN TANK. ENGINE QUIT ON TAKEOFF. PLANE CRASHED.                       ,"[['EL', Entity not linked to a knowledge base, None], ['TAKEO', Entity not linked to a knowledge base, None]]",EL,,,
139,19800322006789A,PILOT DIDN'T DRAIN FUEL LINES THAT HAD WATER IN TANK. ENGINE QUIT ON TAKEOFF. PLANE CRASHED.                       ,"[['EL', Entity not linked to a knowledge base, None], ['TAKEO', Entity not linked to a knowledge base, None]]",TAKEO,,,
140,19800415047829I,WATER IN FUEL CAUSED ENGINE STOPPAGE ON TAKEOFF.                                                                   ,"[['FUEL CA', Entity not linked to a knowledge base, None]]",FUEL CA,,,
141,19800506012169A,LOST CONTROL OF AIRPLANE ON TAKEOFF ROLL. FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN.                              ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
142,19800615052619I,AIRCRAFT RAN OFF EDGE OF TAXIWAY AT NIGHT. AIRCRAFT TAXI LIGHT INOPERATIVE.                                        ,"[['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None]]",TAXI,,Taxicab,Q82650
143,19800518014229A,"WHILE TAXIING FOR TAKEOFF, GEAR COLLAPSED CAUSING DAMAGE TO LEFT WING.                                             ","[['T', Entity not linked to a knowledge base, None]]",T,,,
144,19800429039119A,"ON TAXIWAY, RUNWAY FELL APART, LEAVING A BIG HOLE. PLANE NOSE WHEEL FELL INTO THE HOLE.                            ","[['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None]]",TAXIWAY,,Taxiway,Q910386
145,19800413049409I,NOSE GEAR COLLAPSED ON ROLLOUT.PLANE WAS OUT OF SERVICE FOR MAINTENANCE. LINEBOY POSITIONED IN NORMAN SPOT         ,"[['PLANE', Entity not linked to a knowledge base, None], ['NORMAN SPOT', Entity not linked to a knowledge base, None]]",PLANE,,,
146,19800413049409I,NOSE GEAR COLLAPSED ON ROLLOUT.PLANE WAS OUT OF SERVICE FOR MAINTENANCE. LINEBOY POSITIONED IN NORMAN SPOT         ,"[['PLANE', Entity not linked to a knowledge base, None], ['NORMAN SPOT', Entity not linked to a knowledge base, None]]",NORMAN SPOT,,,
147,19800508011869A,PILOT DID NOT CHECK FUEL TIME USED & DID NOT PREFLIGHT BEFORE A RETURN FLIGHT. RAN OUT OF FUEL.                    ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
148,19800608019219A,"ENGINE FAILED TO OBTAIN FULL POWER ON TAKEOFF. STALLED, AVOIDING TREES. STUCK RINGS AND VALVES FROM SLUDGE IN OIL. ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
149,19800421009329A,BEGAN GEAR RETRACTION ON CLIMBOUT WITH EMERGENCY GEAR HANDLE ENGAGED. DISTRACTEDPILOT. PROPS & STEP HIT RUNWAY.    ,"[['BEGAN', Entity not linked to a knowledge base, None]]",BEGAN,,,
150,19800805067769I,TAKEOFF REJECTED DUE TO TAKEOFF WARNING HORN. ELEVATOR TRIM WAS IMPROPERLY SET.                                    ,"[['TAKEO', Entity not linked to a knowledge base, None]]",TAKEO,,,
151,19800822082749I,"BRAKES INOPERATIVE AFTER LANDING. HYDRAULIC RESERVOIR WAS EMPTY, BRAKES HAD JUST BEEN REPLACED.                    ","[['KES', Entity not linked to a knowledge base, None], ['BRAKES', Entity not linked to a knowledge base, 'PERSON']]",KES,,,
152,19800815066579I,OIL LEAK CAUSED BY DIPSTICK NOT BEING SECURED.                                                                     ,"[['D', Entity not linked to a knowledge base, None]]",D,,,
153,19800620022039A,"SEAT NOT LATCHED, SLID BACKWARD ON TAKEOFF. LOST DIRECTIONAL CONTROL. VEERED OFF RUNWAY INTO TREES.                ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TREES', Entity not linked to a knowledge base, 'GPE']]",TAKEOFF,,Takeoff,Q854248
154,19800716028479A,ENGINE FAILED FROM FUEL STARVATION. FUEL CAP FOUND IMPROPERLY SECURED. CRASH OCCURRED DURING EMERGENCY LANDING.    ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'PERSON']]",FUEL,,Fuel,Q42501
155,19800804037399A,EARLY FUEL EXHAUSTION FROM FUEL SIPHONING FROM IMPROPERLY SECURED VENT CAP. OVERSHOT EMERGENCY LANDING AREA.       ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
156,19800707059709I,NOSEGEAR COLLAPSED ON TAKEOFF. PILOT HAD MADE PREVIOUS LANDING ON ROUGH PRIVATE RUNWAY.                            ,"[['NOSEGEAR', Entity(wikidata_entity_id=Q263421, wikipedia_entity_title=Landing gear), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",NOSEGEAR,,Landing gear,Q263421
157,19800707059709I,NOSEGEAR COLLAPSED ON TAKEOFF. PILOT HAD MADE PREVIOUS LANDING ON ROUGH PRIVATE RUNWAY.                            ,"[['NOSEGEAR', Entity(wikidata_entity_id=Q263421, wikipedia_entity_title=Landing gear), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
158,19800712077549I,ENGINE RAN ROUGH THEN QUIT. LANDED SHORT OF RUNWAY. WATER IN FUEL TANK. WATER FOUND IN GAS STORAGE TANK NAVY BASE. ,"[['INE', Entity(wikidata_entity_id=Q107190253), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['ANK', Entity not linked to a knowledge base, None], ['GAS STORAGE', Entity(wikidata_entity_id=Q1349212, wikipedia_entity_title=Natural gas storage), None]]",INE,,,Q107190253
159,19800712077549I,ENGINE RAN ROUGH THEN QUIT. LANDED SHORT OF RUNWAY. WATER IN FUEL TANK. WATER FOUND IN GAS STORAGE TANK NAVY BASE. ,"[['INE', Entity(wikidata_entity_id=Q107190253), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['ANK', Entity not linked to a knowledge base, None], ['GAS STORAGE', Entity(wikidata_entity_id=Q1349212, wikipedia_entity_title=Natural gas storage), None]]",FUEL,,Fuel,Q42501
160,19800712077549I,ENGINE RAN ROUGH THEN QUIT. LANDED SHORT OF RUNWAY. WATER IN FUEL TANK. WATER FOUND IN GAS STORAGE TANK NAVY BASE. ,"[['INE', Entity(wikidata_entity_id=Q107190253), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['ANK', Entity not linked to a knowledge base, None], ['GAS STORAGE', Entity(wikidata_entity_id=Q1349212, wikipedia_entity_title=Natural gas storage), None]]",ANK,,,
161,19800712077549I,ENGINE RAN ROUGH THEN QUIT. LANDED SHORT OF RUNWAY. WATER IN FUEL TANK. WATER FOUND IN GAS STORAGE TANK NAVY BASE. ,"[['INE', Entity(wikidata_entity_id=Q107190253), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['ANK', Entity not linked to a knowledge base, None], ['GAS STORAGE', Entity(wikidata_entity_id=Q1349212, wikipedia_entity_title=Natural gas storage), None]]",GAS STORAGE,,Natural gas storage,Q1349212
