,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
81,19780401007929I,NOSE GEAR FELL INTO HOLE IN TAXIWAY WHILE TAXIING. HOLE WAS COVERED OVER WITH MUD AND LOOSE GRAVEL.                ,"[['HOLE', Entity not linked to a knowledge base, None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), 'GPE'], ['HOLE', Entity not linked to a knowledge base, None]]",HOLE,,,
82,19780402008409I,TAXIING AIRCRAFT STRUCK PARKED AIRCRAFT. FOUND WORN OUT & INEFFECTIVE BRAKES AS CAUSE.                             ,"[['TAXIING', Entity(wikidata_entity_id=Q1421250, wikipedia_entity_title=Taxiing), None], ['PARK', Entity(wikidata_entity_id=Q22698, wikipedia_entity_title=Park), None], ['K', Entity(wikidata_entity_id=Q11579, wikipedia_entity_title=Kelvin), None]]",TAXIING,,Taxiing,Q1421250
83,19780402008409I,TAXIING AIRCRAFT STRUCK PARKED AIRCRAFT. FOUND WORN OUT & INEFFECTIVE BRAKES AS CAUSE.                             ,"[['TAXIING', Entity(wikidata_entity_id=Q1421250, wikipedia_entity_title=Taxiing), None], ['PARK', Entity(wikidata_entity_id=Q22698, wikipedia_entity_title=Park), None], ['K', Entity(wikidata_entity_id=Q11579, wikipedia_entity_title=Kelvin), None]]",PARK,,Park,Q22698
84,19780402008409I,TAXIING AIRCRAFT STRUCK PARKED AIRCRAFT. FOUND WORN OUT & INEFFECTIVE BRAKES AS CAUSE.                             ,"[['TAXIING', Entity(wikidata_entity_id=Q1421250, wikipedia_entity_title=Taxiing), None], ['PARK', Entity(wikidata_entity_id=Q22698, wikipedia_entity_title=Park), None], ['K', Entity(wikidata_entity_id=Q11579, wikipedia_entity_title=Kelvin), None]]",K,,Kelvin,Q11579
85,19780403009359I,LANDED SHORT OF RUNWAY AFTER ENGINE QUIT ON SHORT FINAL. FOUND WATER IN FUEL.                                      ,"[['ENGINE QU', Entity not linked to a knowledge base, None], ['FUEL', Entity not linked to a knowledge base, 'GPE']]",ENGINE QU,,,
86,19780403009389I,FORCED LANDING ON HIGHWAY AFTER ENGINE LOST POWER. FOUND FUEL GASOLATOR CONTAMINATED.                              ,"[['ENGINE', Entity not linked to a knowledge base, None], ['FUEL GAS', Entity(wikidata_entity_id=Q909363, wikipedia_entity_title=Fuel gas), None]]",ENGINE,,,
87,19780403009389I,FORCED LANDING ON HIGHWAY AFTER ENGINE LOST POWER. FOUND FUEL GASOLATOR CONTAMINATED.                              ,"[['ENGINE', Entity not linked to a knowledge base, None], ['FUEL GAS', Entity(wikidata_entity_id=Q909363, wikipedia_entity_title=Fuel gas), None]]",FUEL GAS,,Fuel gas,Q909363
88,19780416008469I,WATER IN FUEL CAUSED ENGINE TO QUIT ON TAKEOFF. DAMAGE TO GEAR WHEN PLANE HIT TAXIWAY LIP AFTER LANDING.           ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAXIWAY LIP', Entity not linked to a knowledge base, 'GPE']]",FUEL,,Fuel,Q42501
89,19780416008469I,WATER IN FUEL CAUSED ENGINE TO QUIT ON TAKEOFF. DAMAGE TO GEAR WHEN PLANE HIT TAXIWAY LIP AFTER LANDING.           ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAXIWAY LIP', Entity not linked to a knowledge base, 'GPE']]",TAKEOFF,,Takeoff,Q854248
90,19780507032369I,"FORCED LANDING DUE TO OIL LEAK, FOUND LOOSE OIL CAP.                                                               ","[['OIL LEAK', Entity(wikidata_entity_id=Q220187, wikipedia_entity_title=Oil spill), None], ['LOOSE OIL CAP', Entity not linked to a knowledge base, None]]",OIL LEAK,,Oil spill,Q220187
91,19780507032369I,"FORCED LANDING DUE TO OIL LEAK, FOUND LOOSE OIL CAP.                                                               ","[['OIL LEAK', Entity(wikidata_entity_id=Q220187, wikipedia_entity_title=Oil spill), None], ['LOOSE OIL CAP', Entity not linked to a knowledge base, None]]",LOOSE OIL CAP,,,
92,19780525040389I,BRAKES WERE INEFFECTIVE ON LANDING. RAN THROUGH FENCE.                                                             ,"[['BRAKES', Entity not linked to a knowledge base, None], ['RAN THROUGH FENCE', Entity not linked to a knowledge base, None]]",BRAKES,,,
93,19780525040389I,BRAKES WERE INEFFECTIVE ON LANDING. RAN THROUGH FENCE.                                                             ,"[['BRAKES', Entity not linked to a knowledge base, None], ['RAN THROUGH FENCE', Entity not linked to a knowledge base, None]]",RAN THROUGH FENCE,,,
94,19780427013859I,ENGINE COWLING SEPARATED FROM ENGINE IN FLIGHT.                                                                    ,"[['ENGINE COWLING', Entity(wikidata_entity_id=Q1138219, wikipedia_entity_title=Cowling), None], ['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None]]",ENGINE COWLING,,Cowling,Q1138219
95,19780427013859I,ENGINE COWLING SEPARATED FROM ENGINE IN FLIGHT.                                                                    ,"[['ENGINE COWLING', Entity(wikidata_entity_id=Q1138219, wikipedia_entity_title=Cowling), None], ['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None]]",ENGINE,,Aircraft engine,Q743004
96,19780520014159A,GUSTING TO 30K.                                                                                                    ,"[['GUSTING TO 30K', Entity not linked to a knowledge base, None]]",GUSTING TO 30K,,,
97,19780427013959I,FAILURE OF 2 TIRES AS AIRCRAFT WAS CLEARED FOR TAKEOFF.                                                            ,"[['TIRES', Entity(wikidata_entity_id=Q169545, wikipedia_entity_title=Tire), None], ['CRAFT', Entity(wikidata_entity_id=Q5013822, wikipedia_entity_title=CRAFT (aviation)), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TIRES,,Tire,Q169545
98,19780429014759I,FUEL CAP OFF AIRCRAFT. THOROUGH DRAINING OF SUMPS WITH WATER IN FUEL. ENGINE QUIT. LANDED ON FREEWAY.              ,"[['FUEL CAP', Entity(wikidata_entity_id=Q1411232, wikipedia_entity_title=Fuel tank), None]]",FUEL CAP,,Fuel tank,Q1411232
99,19780514033439I,ENGINE FIRE CAUSED BY BIRDS NEST.                                                                                  ,"[['ENGINE FIRE', Entity(wikidata_entity_id=Q205865, wikipedia_entity_title=Firing order), None], ['BIRDS NEST', Entity not linked to a knowledge base, 'PERSON']]",ENGINE FIRE,,Firing order,Q205865
100,19780519033989I,JETWAY WAS EXTENDED INTO SIDE OF AIRCRAFT AS IT TAXIIED INTO THE PARKING AREA.                                     ,"[['JETWAY', Entity(wikidata_entity_id=Q1061299, wikipedia_entity_title=Jet bridge), None], ['CRAFT', Entity not linked to a knowledge base, None], ['PARKING AREA', Entity(wikidata_entity_id=Q6501349, wikipedia_entity_title=Parking lot), 'GPE']]",JETWAY,,Jet bridge,Q1061299
101,19780519033989I,JETWAY WAS EXTENDED INTO SIDE OF AIRCRAFT AS IT TAXIIED INTO THE PARKING AREA.                                     ,"[['JETWAY', Entity(wikidata_entity_id=Q1061299, wikipedia_entity_title=Jet bridge), None], ['CRAFT', Entity not linked to a knowledge base, None], ['PARKING AREA', Entity(wikidata_entity_id=Q6501349, wikipedia_entity_title=Parking lot), 'GPE']]",CRAFT,,,
102,19780522035289I,ENGINE QUIT ON TAKEOFF. WATER IN FUEL.                                                                             ,"[['ENGINE QUIT', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), 'GPE'], ['WATER', Entity not linked to a knowledge base, None], ['FUEL', Entity not linked to a knowledge base, 'GPE']]",ENGINE QUIT,,,
103,19780528040689I,"AFTER WORKING ON HOME-BUILT, PILOT TOOK OFF WITHOUT CONNECTING AILERON CONTROLS.                                   ","[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
104,19780529040959I,ENGINE SPUTTERED AND QUIT AT CRUISE. LANDED IN MARSHY AREA AND TIPPED UP ON NOSE. WATER IN FUEL.                   ,"[['MARSHY', Entity(wikidata_entity_id=Q30198, wikipedia_entity_title=Marsh), None]]",MARSHY,,Marsh,Q30198
105,19780515023299A,LOGGING OPNS. CABLE CAUGHT ON L SKID.                                                                              ,"[['LOGG', Entity(wikidata_entity_id=Q5085155, wikipedia_entity_title=Charlie Logg), None], ['NS', Entity(wikidata_entity_id=Q1922815, wikipedia_entity_title=Old Style and New Style dates), None], ['CABLE CAUGHT', Entity not linked to a knowledge base, None], ['L SKID', Entity not linked to a knowledge base, None]]",LOGG,,Charlie Logg,Q5085155
106,19780515023299A,LOGGING OPNS. CABLE CAUGHT ON L SKID.                                                                              ,"[['LOGG', Entity(wikidata_entity_id=Q5085155, wikipedia_entity_title=Charlie Logg), None], ['NS', Entity(wikidata_entity_id=Q1922815, wikipedia_entity_title=Old Style and New Style dates), None], ['CABLE CAUGHT', Entity not linked to a knowledge base, None], ['L SKID', Entity not linked to a knowledge base, None]]",NS,,Old Style and New Style dates,Q1922815
107,19780515023299A,LOGGING OPNS. CABLE CAUGHT ON L SKID.                                                                              ,"[['LOGG', Entity(wikidata_entity_id=Q5085155, wikipedia_entity_title=Charlie Logg), None], ['NS', Entity(wikidata_entity_id=Q1922815, wikipedia_entity_title=Old Style and New Style dates), None], ['CABLE CAUGHT', Entity not linked to a knowledge base, None], ['L SKID', Entity not linked to a knowledge base, None]]",CABLE CAUGHT,,,
108,19780515023299A,LOGGING OPNS. CABLE CAUGHT ON L SKID.                                                                              ,"[['LOGG', Entity(wikidata_entity_id=Q5085155, wikipedia_entity_title=Charlie Logg), None], ['NS', Entity(wikidata_entity_id=Q1922815, wikipedia_entity_title=Old Style and New Style dates), None], ['CABLE CAUGHT', Entity not linked to a knowledge base, None], ['L SKID', Entity not linked to a knowledge base, None]]",L SKID,,,
109,19780610045289I,SPRING LOADED TANK DRAIN VALVE LEFT PARTIALLY OPEN. SPRAY HELICOPTER RAN OUT OF FUEL.                              ,"[['DRAIN VALVE', Entity not linked to a knowledge base, None], ['FUEL', Entity not linked to a knowledge base, 'GPE']]",DRAIN VALVE,,,
110,19780613045599I,ENGINE QUIT DUE TO WATER IN THE FUEL SYSTEM.                                                                       ,"[['ENG', Entity not linked to a knowledge base, None]]",ENG,,,
111,19780527014729A,ACORNS LODGED IN CARB AIR BOX ASSEMBLY.                                                                            ,"[['ACORNS LODGED', Entity not linked to a knowledge base, None], ['CARB AIR BOX ASSEMBLY', Entity not linked to a knowledge base, None]]",ACORNS LODGED,,,
112,19780527014729A,ACORNS LODGED IN CARB AIR BOX ASSEMBLY.                                                                            ,"[['ACORNS LODGED', Entity not linked to a knowledge base, None], ['CARB AIR BOX ASSEMBLY', Entity not linked to a knowledge base, None]]",CARB AIR BOX ASSEMBLY,,,
113,19780616046119I,PRECAUTIONARY LANDING DUE TO LOW POWER. CARBURETOR HEAT WAS PARTIALLY OPEN CAUSING AN OVER RICH MIXTURE.           ,"[['CARBURETOR HEAT', Entity(wikidata_entity_id=Q2515721, wikipedia_entity_title=Carburetor heat), None]]",CARBURETOR HEAT,,Carburetor heat,Q2515721
114,19780616046129I,"NOSE GEAR COULD NOT BE FULLY EXTENDED, COLLAPSED ON TOUCHDOWN. NOSE GEAR DOORS HAD BEEN LEFT UNHOOKED, JAMMED.     ","[['JAMMED', Entity(wikidata_entity_id=Q1032176, wikipedia_entity_title=Countermeasure), None]]",JAMMED,,Countermeasure,Q1032176
115,19780619046649I,PILOT RETURNED DUE TO CONTROL PROBLEMS. FOUND THAT THE INBOARD END OF AILERON PUSH ROD WAS NOT CONNECTED.          ,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
116,19780429007189A,OIL PR DROPPED TO ZERO.PLT SHUT DN ENG.WING HIT TREE ADJACENT TO IL CAP NOT SECURED.                               ,"[['ZERO', Entity not linked to a knowledge base, None], ['T', None, 'CARDINAL'], ['IL CAP', Entity not linked to a knowledge base, None]]",ZERO,,,
117,19780623018469A,"LOOSE BATTERY POST,LOSS OF ALTERNATOR EXCITING CURRENT.                                                            ","[['LOOSE BATTERY POST', Entity not linked to a knowledge base, None]]",LOOSE BATTERY POST,,,
118,19780603041639I,FLIGHT APPARENTLY TOOK OFF WITH THE REAR CABIN ENTRY DOOR OPEN. DOOR WAS CLOSED IN FLIGHT.                         ,"[['REAR CABIN ENTRY', Entity not linked to a knowledge base, None]]",REAR CABIN ENTRY,,,
119,19780607010749A,FULL NOSE DOWN TRIM.                                                                                               ,"[['FULL NOSE DOWN TRIM', Entity not linked to a knowledge base, None]]",FULL NOSE DOWN TRIM,,,
120,19780607016509A,"TKOF FROM TRAILER,NO LOAD. R SKID TIEDOWN NOT REMOVED.                                                             ","[['TKOF', Entity(wikidata_entity_id=Q7690028, wikipedia_entity_title=Taylor knock-out factor), None], ['TRAILER', Entity not linked to a knowledge base, None], ['NO LOAD', Entity(wikidata_entity_id=Q2101716, wikipedia_entity_title=Open-circuit test), None], ['R SKID TIEDOWN', Entity not linked to a knowledge base, None]]",TKOF,,Taylor knock-out factor,Q7690028
121,19780607016509A,"TKOF FROM TRAILER,NO LOAD. R SKID TIEDOWN NOT REMOVED.                                                             ","[['TKOF', Entity(wikidata_entity_id=Q7690028, wikipedia_entity_title=Taylor knock-out factor), None], ['TRAILER', Entity not linked to a knowledge base, None], ['NO LOAD', Entity(wikidata_entity_id=Q2101716, wikipedia_entity_title=Open-circuit test), None], ['R SKID TIEDOWN', Entity not linked to a knowledge base, None]]",TRAILER,,,
122,19780607016509A,"TKOF FROM TRAILER,NO LOAD. R SKID TIEDOWN NOT REMOVED.                                                             ","[['TKOF', Entity(wikidata_entity_id=Q7690028, wikipedia_entity_title=Taylor knock-out factor), None], ['TRAILER', Entity not linked to a knowledge base, None], ['NO LOAD', Entity(wikidata_entity_id=Q2101716, wikipedia_entity_title=Open-circuit test), None], ['R SKID TIEDOWN', Entity not linked to a knowledge base, None]]",NO LOAD,,Open-circuit test,Q2101716
123,19780607016509A,"TKOF FROM TRAILER,NO LOAD. R SKID TIEDOWN NOT REMOVED.                                                             ","[['TKOF', Entity(wikidata_entity_id=Q7690028, wikipedia_entity_title=Taylor knock-out factor), None], ['TRAILER', Entity not linked to a knowledge base, None], ['NO LOAD', Entity(wikidata_entity_id=Q2101716, wikipedia_entity_title=Open-circuit test), None], ['R SKID TIEDOWN', Entity not linked to a knowledge base, None]]",R SKID TIEDOWN,,,
124,19780623036419I,PILOT LANDED AFTER NOTING OIL ON WINDSHIELD. OIL CAP WAS LOOSE.                                                    ,"[['P', Entity not linked to a knowledge base, None], ['OT', Entity not linked to a knowledge base, None], ['WINDSHIELD', Entity(wikidata_entity_id=Q13693, wikipedia_entity_title=Windshield), None], ['OIL CAP', Entity not linked to a knowledge base, None]]",P,,,
125,19780623036419I,PILOT LANDED AFTER NOTING OIL ON WINDSHIELD. OIL CAP WAS LOOSE.                                                    ,"[['P', Entity not linked to a knowledge base, None], ['OT', Entity not linked to a knowledge base, None], ['WINDSHIELD', Entity(wikidata_entity_id=Q13693, wikipedia_entity_title=Windshield), None], ['OIL CAP', Entity not linked to a knowledge base, None]]",OT,,,
126,19780623036419I,PILOT LANDED AFTER NOTING OIL ON WINDSHIELD. OIL CAP WAS LOOSE.                                                    ,"[['P', Entity not linked to a knowledge base, None], ['OT', Entity not linked to a knowledge base, None], ['WINDSHIELD', Entity(wikidata_entity_id=Q13693, wikipedia_entity_title=Windshield), None], ['OIL CAP', Entity not linked to a knowledge base, None]]",WINDSHIELD,,Windshield,Q13693
127,19780623036419I,PILOT LANDED AFTER NOTING OIL ON WINDSHIELD. OIL CAP WAS LOOSE.                                                    ,"[['P', Entity not linked to a knowledge base, None], ['OT', Entity not linked to a knowledge base, None], ['WINDSHIELD', Entity(wikidata_entity_id=Q13693, wikipedia_entity_title=Windshield), None], ['OIL CAP', Entity not linked to a knowledge base, None]]",OIL CAP,,,
128,19780625035779I,ENGINE STOPPED SOON AFTER TAKEOFF DUE TO FUEL SELECTOR MOVED BY A PASSENGER DURING LOADING.                        ,"[['AKEOFF', Entity not linked to a knowledge base, None]]",AKEOFF,,,
129,19780712023399A,NO NARRATIVE.                                                                                                      ,"[['NO NARRATIVE', Entity not linked to a knowledge base, None]]",NO NARRATIVE,,,
